Ligand,Score
minimized_CNP0433020.1.pdbqt,FAILED
minimized_CNP0259215.5.pdbqt,-9.8
minimized_CNP0455927.1.pdbqt,-8.7
minimized_CNP0292671.1.pdbqt,-10.0
minimized_CNP0160641.1.pdbqt,-9.3
minimized_CNP0546750.1.pdbqt,-8.8
minimized_CNP0385180.3.pdbqt,-9.2
minimized_CNP0382985.0.pdbqt,-7.2
minimized_CNP0144152.1.pdbqt,-10.3
minimized_CNP0386203.1.pdbqt,-10.3
minimized_CNP0292323.4.pdbqt,-10.1
minimized_CNP0161475.2.pdbqt,-10.8
minimized_CNP0303149.2.pdbqt,-9.6
minimized_CNP0449949.1.pdbqt,-11.6
minimized_CNP0449949.2.pdbqt,-12.1
minimized_CNP0487261.0.pdbqt,-7.6
minimized_CNP0425908.1.pdbqt,-8.0
minimized_CNP0469443.1.pdbqt,-8.7
minimized_CNP0292821.1.pdbqt,-7.9
minimized_CNP0152822.1.pdbqt,-9.3
minimized_CNP0532666.1.pdbqt,-8.8
minimized_CNP0352347.1.pdbqt,-8.3
minimized_CNP0532926.1.pdbqt,-8.9
minimized_CNP0104638.0.pdbqt,-8.9
minimized_CNP0501440.1.pdbqt,-9.1
minimized_CNP0483306.1.pdbqt,-8.5
minimized_CNP0508876.0.pdbqt,-8.7
minimized_CNP0569270.0.pdbqt,-7.7
minimized_CNP0505209.0.pdbqt,-10.6
minimized_CNP0468965.1.pdbqt,-7.8
minimized_CNP0479233.0.pdbqt,-6.8
minimized_CNP0562649.0.pdbqt,-9.9
minimized_CNP0558356.0.pdbqt,-5.7
minimized_CNP0355987.0.pdbqt,-11.5
minimized_CNP0352313.1.pdbqt,-7.0
