Ligand,Score
minimized_CNP0367985.0.pdbqt,FAILED
minimized_CNP0359042.0.pdbqt,-5.1
minimized_CNP0076475.0.pdbqt,-4.0
minimized_CNP0508841.0.pdbqt,-4.9
minimized_CNP0082310.0.pdbqt,-4.8
minimized_CNP0467339.1.pdbqt,-5.4
minimized_CNP0221376.0.pdbqt,-5.9
minimized_CNP0272259.2.pdbqt,-5.3
minimized_CNP0352038.1.pdbqt,-5.2
minimized_CNP0140271.1.pdbqt,-5.1
minimized_CNP0395416.1.pdbqt,-3.9
minimized_CNP0140271.2.pdbqt,-5.1
minimized_CNP0379717.14.pdbqt,-5.6
minimized_CNP0260454.2.pdbqt,-5.5
minimized_CNP0173199.0.pdbqt,-5.1
minimized_CNP0098252.0.pdbqt,-5.4
minimized_CNP0131724.0.pdbqt,-5.8
minimized_CNP0066448.0.pdbqt,-5.7
minimized_CNP0357215.0.pdbqt,-5.5
minimized_CNP0150640.1.pdbqt,-6.7
minimized_CNP0252709.0.pdbqt,-5.4
minimized_CNP0289666.1.pdbqt,-6.6
minimized_CNP0230066.0.pdbqt,-6.1
minimized_CNP0341308.1.pdbqt,-5.9
minimized_CNP0378642.3.pdbqt,-7.0
minimized_CNP0135234.0.pdbqt,-5.7
minimized_CNP0190063.1.pdbqt,-5.3
minimized_CNP0301788.1.pdbqt,-6.7
minimized_CNP0259450.0.pdbqt,-5.3
minimized_CNP0150640.2.pdbqt,-6.5
minimized_CNP0302547.0.pdbqt,-5.0
minimized_CNP0378642.4.pdbqt,-7.0
minimized_CNP0381491.1.pdbqt,-5.9
minimized_CNP0215484.1.pdbqt,-6.0
minimized_CNP0196191.0.pdbqt,-6.3
