Ligand,Score
minimized_CNP0225999.1.pdbqt,-9.638
minimized_CNP0136098.1.pdbqt,-10.38
minimized_CNP0552438.2.pdbqt,-6.798
minimized_CNP0531057.2.pdbqt,-6.733
minimized_CNP0492596.2.pdbqt,-10.68
minimized_CNP0593400.2.pdbqt,-5.95
minimized_CNP0346465.1.pdbqt,-9.092
minimized_CNP0506511.1.pdbqt,-8.618
minimized_CNP0511728.1.pdbqt,-9.873
minimized_CNP0560093.1.pdbqt,-6.892
minimized_CNP0144949.3.pdbqt,-10.21
minimized_CNP0538362.1.pdbqt,-9.625
minimized_CNP0017889.1.pdbqt,-9.365
minimized_CNP0543123.1.pdbqt,-7.177
minimized_CNP0311114.1.pdbqt,-10.32
minimized_CNP0536023.2.pdbqt,-6.352
minimized_CNP0539687.1.pdbqt,-9.856
minimized_CNP0560269.2.pdbqt,-7.075
minimized_CNP0515881.1.pdbqt,-5.77
minimized_CNP0536023.1.pdbqt,-6.503
minimized_CNP0224954.2.pdbqt,-10.44
minimized_CNP0581538.2.pdbqt,-6.692
minimized_CNP0289116.2.pdbqt,-9.546
minimized_CNP0589337.1.pdbqt,-6.16
minimized_CNP0006120.1.pdbqt,-8.493
minimized_CNP0585321.1.pdbqt,-9.48
minimized_CNP0520718.2.pdbqt,-6.883
minimized_CNP0097445.2.pdbqt,-10.78
minimized_CNP0435960.2.pdbqt,-10.67
minimized_CNP0324896.1.pdbqt,-10.33
minimized_CNP0521732.1.pdbqt,-10.56
minimized_CNP0285643.1.pdbqt,-10.76
minimized_CNP0515881.2.pdbqt,-6.47
minimized_CNP0560093.2.pdbqt,-6.652
minimized_CNP0371263.1.pdbqt,-8.062
