Ligand,Score
minimized_CNP0555310.5.pdbqt,-9.8
minimized_CNP0479357.5.pdbqt,-9.2
minimized_CNP0509580.4.pdbqt,-10.9
minimized_CNP0555310.2.pdbqt,-9.8
minimized_CNP0479357.1.pdbqt,-10.0
minimized_CNP0293276.1.pdbqt,-11.8
minimized_CNP0226376.3.pdbqt,-11.0
minimized_CNP0086406.0.pdbqt,-11.0
minimized_CNP0283320.3.pdbqt,-10.9
minimized_CNP0395246.1.pdbqt,-11.3
minimized_CNP0231030.2.pdbqt,-12.3
minimized_CNP0179769.3.pdbqt,-8.8
minimized_CNP0206330.1.pdbqt,-11.1
minimized_CNP0479357.4.pdbqt,-9.9
minimized_CNP0179769.1.pdbqt,-11.2
minimized_CNP0517417.1.pdbqt,-9.7
minimized_CNP0283320.1.pdbqt,-10.9
minimized_CNP0203770.3.pdbqt,-9.9
minimized_CNP0315796.1.pdbqt,-10.9
minimized_CNP0409952.2.pdbqt,-9.8
minimized_CNP0027881.0.pdbqt,-9.0
minimized_CNP0591996.1.pdbqt,-6.3
minimized_CNP0512800.1.pdbqt,-6.9
minimized_CNP0591996.2.pdbqt,-5.9
minimized_CNP0512800.2.pdbqt,-6.0
minimized_CNP0493309.2.pdbqt,-6.6
minimized_CNP0481623.2.pdbqt,-6.0
minimized_CNP0569135.1.pdbqt,-6.5
minimized_CNP0540075.2.pdbqt,-5.2
minimized_CNP0481623.1.pdbqt,-6.4
minimized_CNP0559487.2.pdbqt,-6.8
minimized_CNP0525210.1.pdbqt,-6.4
minimized_CNP0509789.1.pdbqt,-7.2
minimized_CNP0534654.1.pdbqt,-6.2
minimized_CNP0534654.2.pdbqt,-6.8
