Ligand,Score
minimized_CNP0561799.1.pdbqt,FAILED
minimized_CNP0038988.0.pdbqt,FAILED
minimized_CNP0574788.0.pdbqt,-5.7
minimized_CNP0286999.0.pdbqt,-5.1
minimized_CNP0302092.0.pdbqt,-5.7
minimized_CNP0363416.0.pdbqt,-7.8
minimized_CNP0605871.0.pdbqt,-5.6
minimized_CNP0234380.0.pdbqt,-5.1
minimized_CNP0231933.0.pdbqt,-4.8
minimized_CNP0196987.0.pdbqt,-6.5
minimized_CNP0316856.0.pdbqt,-6.3
minimized_CNP0212337.0.pdbqt,-5.9
minimized_CNP0002570.0.pdbqt,-6.6
minimized_CNP0162761.0.pdbqt,-6.9
minimized_CNP0189299.0.pdbqt,-6.5
minimized_CNP0285139.0.pdbqt,-5.5
minimized_CNP0383567.0.pdbqt,-6.0
minimized_CNP0137811.0.pdbqt,-6.2
minimized_CNP0196515.0.pdbqt,-5.7
minimized_CNP0484898.0.pdbqt,-7.1
minimized_CNP0333137.0.pdbqt,-6.9
minimized_CNP0131949.0.pdbqt,-6.6
minimized_CNP0530914.1.pdbqt,-8.5
minimized_CNP0365242.1.pdbqt,-7.3
minimized_CNP0213621.1.pdbqt,-9.1
minimized_CNP0396357.0.pdbqt,-8.1
minimized_CNP0426358.1.pdbqt,-6.4
minimized_CNP0205039.0.pdbqt,-5.6
minimized_CNP0602721.1.pdbqt,-7.1
minimized_CNP0152404.0.pdbqt,-4.8
minimized_CNP0571472.1.pdbqt,FAILED
minimized_CNP0564112.1.pdbqt,FAILED
minimized_CNP0570842.0.pdbqt,FAILED
minimized_CNP0486136.1.pdbqt,FAILED
minimized_CNP0554500.1.pdbqt,FAILED
