Ligand,Score
minimized_CNP0148672.1.pdbqt,-7.9
minimized_CNP0390144.2.pdbqt,-6.5
minimized_CNP0201575.2.pdbqt,-7.4
minimized_CNP0254957.1.pdbqt,-9.1
minimized_CNP0505851.1.pdbqt,-9.3
minimized_CNP0193941.1.pdbqt,-8.6
minimized_CNP0268843.1.pdbqt,-6.9
minimized_CNP0268843.3.pdbqt,-6.7
minimized_CNP0080201.1.pdbqt,-9.1
minimized_CNP0201244.1.pdbqt,-8.0
minimized_CNP0143667.3.pdbqt,-8.6
minimized_CNP0281406.1.pdbqt,-7.5
minimized_CNP0290339.1.pdbqt,-8.5
minimized_CNP0561516.0.pdbqt,-10.1
minimized_CNP0254581.1.pdbqt,-9.1
minimized_CNP0173292.3.pdbqt,-7.9
minimized_CNP0305161.1.pdbqt,-8.0
minimized_CNP0073199.2.pdbqt,-8.7
minimized_CNP0247683.1.pdbqt,-9.1
minimized_CNP0259985.2.pdbqt,-8.6
minimized_CNP0132146.2.pdbqt,-8.6
minimized_CNP0112688.2.pdbqt,-8.2
minimized_CNP0521068.1.pdbqt,-8.9
minimized_CNP0525341.1.pdbqt,-7.5
minimized_CNP0273508.1.pdbqt,-9.8
minimized_CNP0255032.1.pdbqt,-9.3
minimized_CNP0509745.1.pdbqt,-9.4
minimized_CNP0307952.3.pdbqt,-8.6
minimized_CNP0259418.1.pdbqt,-9.5
minimized_CNP0212952.1.pdbqt,-8.4
minimized_CNP0288333.1.pdbqt,-9.2
minimized_CNP0391922.3.pdbqt,-9.0
minimized_CNP0139952.1.pdbqt,-8.4
minimized_CNP0226787.2.pdbqt,-8.7
minimized_CNP0170498.1.pdbqt,-9.2
