Ligand,Score
minimized_CNP0353345.2.pdbqt,-8.389
minimized_CNP0201343.2.pdbqt,-9.794
minimized_CNP0453604.4.pdbqt,-9.795
minimized_CNP0467569.4.pdbqt,-10.01
minimized_CNP0437218.3.pdbqt,-11.05
minimized_CNP0412461.1.pdbqt,-10.31
minimized_CNP0297810.0.pdbqt,-9.667
minimized_CNP0313637.2.pdbqt,-8.234
minimized_CNP0009254.1.pdbqt,-10.6
minimized_CNP0283036.1.pdbqt,-8.718
minimized_CNP0471117.1.pdbqt,-10.44
minimized_CNP0458314.4.pdbqt,-10.05
minimized_CNP0304241.1.pdbqt,-9.525
minimized_CNP0447941.1.pdbqt,-10.15
minimized_CNP0447755.2.pdbqt,-11.78
minimized_CNP0356706.5.pdbqt,-8.955
minimized_CNP0478228.4.pdbqt,-11.78
minimized_CNP0393671.1.pdbqt,-7.931
minimized_CNP0423310.1.pdbqt,-8.941
minimized_CNP0474551.3.pdbqt,-9.816
minimized_CNP0543227.1.pdbqt,-8.625
minimized_CNP0093393.1.pdbqt,-9.077
minimized_CNP0495190.1.pdbqt,-9.383
minimized_CNP0438963.1.pdbqt,-10.21
minimized_CNP0458723.1.pdbqt,-9.509
minimized_CNP0585580.1.pdbqt,-11.48
minimized_CNP0125125.0.pdbqt,-9.87
minimized_CNP0590289.1.pdbqt,-10.06
minimized_CNP0534365.1.pdbqt,-9.297
minimized_CNP0270321.3.pdbqt,FAILED
minimized_CNP0477516.1.pdbqt,-10.51
minimized_CNP0582491.1.pdbqt,-9.424
minimized_CNP0443218.1.pdbqt,-10.89
minimized_CNP0488645.1.pdbqt,-9.809
minimized_CNP0463335.1.pdbqt,-10.18
