Ligand,Score
minimized_CNP0276017.1.pdbqt,-10.3
minimized_CNP0013698.1.pdbqt,-9.5
minimized_CNP0487336.1.pdbqt,-10.2
minimized_CNP0574558.1.pdbqt,-13.3
minimized_CNP0494323.1.pdbqt,-9.1
minimized_CNP0548852.1.pdbqt,-12.2
minimized_CNP0538238.2.pdbqt,FAILED
minimized_CNP0516566.1.pdbqt,FAILED
minimized_CNP0490051.1.pdbqt,-6.4
minimized_CNP0503179.2.pdbqt,FAILED
minimized_CNP0598782.2.pdbqt,FAILED
minimized_CNP0520099.1.pdbqt,FAILED
minimized_CNP0505550.2.pdbqt,FAILED
minimized_CNP0523130.2.pdbqt,-5.4
minimized_CNP0539402.2.pdbqt,FAILED
minimized_CNP0550953.1.pdbqt,-5.4
minimized_CNP0583634.2.pdbqt,-6.4
minimized_CNP0550953.2.pdbqt,-5.9
minimized_CNP0583634.1.pdbqt,FAILED
minimized_CNP0529267.2.pdbqt,-6.0
minimized_CNP0539613.1.pdbqt,FAILED
minimized_CNP0531344.1.pdbqt,FAILED
minimized_CNP0566496.2.pdbqt,-4.9
minimized_CNP0563469.1.pdbqt,-5.5
minimized_CNP0501841.1.pdbqt,FAILED
minimized_CNP0491325.1.pdbqt,FAILED
minimized_CNP0498637.1.pdbqt,-9.1
minimized_CNP0604275.1.pdbqt,FAILED
minimized_CNP0526196.1.pdbqt,FAILED
minimized_CNP0535023.1.pdbqt,FAILED
minimized_CNP0580942.2.pdbqt,-5.9
minimized_CNP0572585.1.pdbqt,-6.2
minimized_CNP0495699.2.pdbqt,-6.2
minimized_CNP0516566.2.pdbqt,-5.9
minimized_CNP0546158.2.pdbqt,-5.9
