Ligand,Score
minimized_CNP0404269.2.pdbqt,-10.9
minimized_CNP0266743.3.pdbqt,-10.2
minimized_CNP0221700.2.pdbqt,-10.8
minimized_CNP0192373.1.pdbqt,-11.0
minimized_CNP0343878.1.pdbqt,-7.7
minimized_CNP0075805.2.pdbqt,-8.5
minimized_CNP0262233.5.pdbqt,-10.3
minimized_CNP0487471.1.pdbqt,-9.2
minimized_CNP0151115.2.pdbqt,-9.8
minimized_CNP0546729.1.pdbqt,-8.8
minimized_CNP0099833.1.pdbqt,-9.7
minimized_CNP0277277.3.pdbqt,-9.7
minimized_CNP0167649.1.pdbqt,-11.5
minimized_CNP0404269.1.pdbqt,-10.3
minimized_CNP0246902.4.pdbqt,-10.9
minimized_CNP0401239.1.pdbqt,-10.5
minimized_CNP0096688.1.pdbqt,-8.3
minimized_CNP0589649.1.pdbqt,-8.6
minimized_CNP0498774.1.pdbqt,-11.1
minimized_CNP0417730.1.pdbqt,-8.4
minimized_CNP0150323.1.pdbqt,-10.8
minimized_CNP0237716.3.pdbqt,-9.3
minimized_CNP0116586.6.pdbqt,-8.6
minimized_CNP0330177.2.pdbqt,-9.9
minimized_CNP0235199.12.pdbqt,-9.4
minimized_CNP0117705.1.pdbqt,-9.5
minimized_CNP0085338.1.pdbqt,-9.7
minimized_CNP0116586.3.pdbqt,-8.2
minimized_CNP0225823.1.pdbqt,-11.5
minimized_CNP0593742.4.pdbqt,-12.2
minimized_CNP0136937.2.pdbqt,-10.4
minimized_CNP0122404.1.pdbqt,-9.8
minimized_CNP0548909.1.pdbqt,-8.4
minimized_CNP0367377.1.pdbqt,-8.6
minimized_CNP0367377.2.pdbqt,-8.5
