Ligand,Score
minimized_CNP0196723.6.pdbqt,-11.3
minimized_CNP0208438.4.pdbqt,-9.4
minimized_CNP0324826.2.pdbqt,-10.6
minimized_CNP0244750.1.pdbqt,-11.6
minimized_CNP0346907.1.pdbqt,-10.9
minimized_CNP0208438.5.pdbqt,-10.3
minimized_CNP0548892.1.pdbqt,-7.1
minimized_CNP0594684.1.pdbqt,-6.4
minimized_CNP0565607.1.pdbqt,-6.4
minimized_CNP0497121.1.pdbqt,-7.1
minimized_CNP0571774.1.pdbqt,-6.7
minimized_CNP0480494.1.pdbqt,-7.2
minimized_CNP0229913.27.pdbqt,-10.9
minimized_CNP0543754.1.pdbqt,-7.0
minimized_CNP0583336.1.pdbqt,-6.1
minimized_CNP0569672.1.pdbqt,-6.4
minimized_CNP0496111.1.pdbqt,-6.4
minimized_CNP0497518.1.pdbqt,-6.4
minimized_CNP0554860.1.pdbqt,-6.1
minimized_CNP0565690.1.pdbqt,-6.1
minimized_CNP0580998.2.pdbqt,-6.1
minimized_CNP0592753.1.pdbqt,-6.8
minimized_CNP0595776.1.pdbqt,-6.6
minimized_CNP0572455.1.pdbqt,-7.3
minimized_CNP0491507.1.pdbqt,-6.8
minimized_CNP0524635.1.pdbqt,-6.2
minimized_CNP0507802.1.pdbqt,-5.0
minimized_CNP0576199.1.pdbqt,-6.8
minimized_CNP0571638.1.pdbqt,-6.1
minimized_CNP0568178.1.pdbqt,-6.4
minimized_CNP0492574.1.pdbqt,-5.6
minimized_CNP0569954.1.pdbqt,-5.9
minimized_CNP0574840.1.pdbqt,-6.8
minimized_CNP0516948.1.pdbqt,-6.3
minimized_CNP0600506.1.pdbqt,-6.6
