Ligand,Score
minimized_CNP0347892.6.pdbqt,FAILED
minimized_CNP0504131.2.pdbqt,-9.0
minimized_CNP0180941.1.pdbqt,-7.2
minimized_CNP0525439.1.pdbqt,-8.5
minimized_CNP0179180.2.pdbqt,-9.7
minimized_CNP0132571.1.pdbqt,-8.4
minimized_CNP0050000.6.pdbqt,-9.3
minimized_CNP0191250.2.pdbqt,-8.3
minimized_CNP0089813.1.pdbqt,-8.5
minimized_CNP0559056.1.pdbqt,-10.4
minimized_CNP0180941.4.pdbqt,-9.0
minimized_CNP0060415.8.pdbqt,-9.2
minimized_CNP0215325.5.pdbqt,-9.2
minimized_CNP0510692.1.pdbqt,-7.6
minimized_CNP0292271.1.pdbqt,-7.9
minimized_CNP0126818.3.pdbqt,-9.7
minimized_CNP0050000.5.pdbqt,-8.7
minimized_CNP0227732.1.pdbqt,-9.6
minimized_CNP0177532.2.pdbqt,-10.6
minimized_CNP0570188.1.pdbqt,-8.2
minimized_CNP0168117.1.pdbqt,-9.5
minimized_CNP0525126.1.pdbqt,-11.6
minimized_CNP0496729.1.pdbqt,-7.6
minimized_CNP0334500.2.pdbqt,-8.8
minimized_CNP0238085.1.pdbqt,-10.0
minimized_CNP0539808.1.pdbqt,-8.8
minimized_CNP0269934.1.pdbqt,-7.5
minimized_CNP0571547.2.pdbqt,-7.7
minimized_CNP0221324.1.pdbqt,-7.5
minimized_CNP0344605.2.pdbqt,-10.6
minimized_CNP0118660.1.pdbqt,-7.8
minimized_CNP0347459.0.pdbqt,-9.1
minimized_CNP0359497.1.pdbqt,-7.4
minimized_CNP0271839.1.pdbqt,-7.9
minimized_CNP0132581.1.pdbqt,-8.8
