Ligand,Score
minimized_CNP0105121.0.pdbqt,-4.7
minimized_CNP0103318.0.pdbqt,-5.3
minimized_CNP0587430.0.pdbqt,-5.9
minimized_CNP0569613.0.pdbqt,-5.2
minimized_CNP0121515.0.pdbqt,-5.3
minimized_CNP0323605.1.pdbqt,-5.6
minimized_CNP0202758.1.pdbqt,-9.7
minimized_CNP0197441.2.pdbqt,-10.0
minimized_CNP0490052.0.pdbqt,-5.7
minimized_CNP0072320.2.pdbqt,-10.5
minimized_CNP0513293.1.pdbqt,-10.1
minimized_CNP0407614.1.pdbqt,-9.6
minimized_CNP0457251.1.pdbqt,-10.2
minimized_CNP0414670.1.pdbqt,-9.1
minimized_CNP0573930.1.pdbqt,-12.1
minimized_CNP0387622.1.pdbqt,-10.5
minimized_CNP0166474.1.pdbqt,-8.5
minimized_CNP0314632.1.pdbqt,-10.6
minimized_CNP0221576.1.pdbqt,-8.7
minimized_CNP0173758.1.pdbqt,-9.3
minimized_CNP0090149.1.pdbqt,-9.9
minimized_CNP0243479.1.pdbqt,-8.4
minimized_CNP0093015.1.pdbqt,-13.4
minimized_CNP0154007.1.pdbqt,-9.0
minimized_CNP0285010.1.pdbqt,-10.0
minimized_CNP0235490.1.pdbqt,-13.7
minimized_CNP0196407.1.pdbqt,-10.1
minimized_CNP0097384.1.pdbqt,-8.8
minimized_CNP0352571.1.pdbqt,-9.9
minimized_CNP0352571.2.pdbqt,-10.2
minimized_CNP0283792.1.pdbqt,-9.3
minimized_CNP0335311.3.pdbqt,-8.1
minimized_CNP0054517.1.pdbqt,-8.7
minimized_CNP0054517.2.pdbqt,-8.7
minimized_CNP0461995.0.pdbqt,-7.1
