Ligand,Score
minimized_CNP0409448.1.pdbqt,-9.1
minimized_CNP0168083.1.pdbqt,-9.4
minimized_CNP0074128.1.pdbqt,-9.2
minimized_CNP0515440.7.pdbqt,-8.9
minimized_CNP0515440.2.pdbqt,-11.1
minimized_CNP0563207.10.pdbqt,-9.4
minimized_CNP0336812.1.pdbqt,-9.8
minimized_CNP0544481.1.pdbqt,-11.6
minimized_CNP0341010.1.pdbqt,-8.9
minimized_CNP0515440.8.pdbqt,-11.5
minimized_CNP0556774.9.pdbqt,-11.2
minimized_CNP0154740.2.pdbqt,-7.8
minimized_CNP0113441.1.pdbqt,-9.8
minimized_CNP0596607.0.pdbqt,-8.0
minimized_CNP0543461.1.pdbqt,-11.1
minimized_CNP0556774.7.pdbqt,-11.0
minimized_CNP0578626.0.pdbqt,-7.4
minimized_CNP0270113.1.pdbqt,-10.2
minimized_CNP0340283.4.pdbqt,-9.2
minimized_CNP0515440.6.pdbqt,-11.2
minimized_CNP0087368.2.pdbqt,-10.0
minimized_CNP0166576.3.pdbqt,-10.0
minimized_CNP0434850.1.pdbqt,-13.5
minimized_CNP0254523.7.pdbqt,-11.9
minimized_CNP0563341.4.pdbqt,-9.9
minimized_CNP0358278.1.pdbqt,-8.7
minimized_CNP0340283.2.pdbqt,-9.1
minimized_CNP0166576.2.pdbqt,-9.9
minimized_CNP0519723.1.pdbqt,-9.6
minimized_CNP0123463.2.pdbqt,-10.4
minimized_CNP0083580.1.pdbqt,-10.6
minimized_CNP0125418.0.pdbqt,-9.0
minimized_CNP0225254.1.pdbqt,-10.5
minimized_CNP0382140.1.pdbqt,-10.0
minimized_CNP0255067.5.pdbqt,-9.2
