Ligand,Score
minimized_CNP0147517.1.pdbqt,-7.4
minimized_CNP0245367.1.pdbqt,-7.2
minimized_CNP0466725.1.pdbqt,-8.9
minimized_CNP0355304.2.pdbqt,-9.1
minimized_CNP0310078.1.pdbqt,-8.8
minimized_CNP0069539.1.pdbqt,-8.9
minimized_CNP0267221.1.pdbqt,-8.0
minimized_CNP0125925.2.pdbqt,-7.6
minimized_CNP0330424.2.pdbqt,-7.9
minimized_CNP0219662.5.pdbqt,-8.3
minimized_CNP0192265.1.pdbqt,-9.4
minimized_CNP0129710.2.pdbqt,-7.8
minimized_CNP0143393.1.pdbqt,-9.7
minimized_CNP0255680.2.pdbqt,-8.0
minimized_CNP0197960.6.pdbqt,-7.9
minimized_CNP0221740.1.pdbqt,-9.2
minimized_CNP0268544.3.pdbqt,-9.9
minimized_CNP0207007.2.pdbqt,-8.0
minimized_CNP0238855.2.pdbqt,-7.6
minimized_CNP0238827.3.pdbqt,-7.4
minimized_CNP0267808.1.pdbqt,-8.6
minimized_CNP0230917.1.pdbqt,-8.7
minimized_CNP0454559.2.pdbqt,-6.4
minimized_CNP0427635.2.pdbqt,-6.4
minimized_CNP0208503.1.pdbqt,-6.3
minimized_CNP0431317.2.pdbqt,-6.7
minimized_CNP0110822.1.pdbqt,-7.5
minimized_CNP0572794.1.pdbqt,-6.3
minimized_CNP0122244.0.pdbqt,-6.1
minimized_CNP0154735.1.pdbqt,-6.7
minimized_CNP0136228.1.pdbqt,-8.8
minimized_CNP0273870.1.pdbqt,-6.6
minimized_CNP0141204.2.pdbqt,-6.5
minimized_CNP0433346.1.pdbqt,-7.5
minimized_CNP0250394.1.pdbqt,-6.7
