Ligand,Score
minimized_CNP0078712.1.pdbqt,-9.3
minimized_CNP0193792.1.pdbqt,-10.2
minimized_CNP0272535.2.pdbqt,-8.5
minimized_CNP0545440.1.pdbqt,-9.7
minimized_CNP0593078.1.pdbqt,-8.6
minimized_CNP0178540.3.pdbqt,-9.2
minimized_CNP0241746.1.pdbqt,-11.1
minimized_CNP0113684.3.pdbqt,-8.5
minimized_CNP0220998.4.pdbqt,-9.7
minimized_CNP0179466.3.pdbqt,-10.6
minimized_CNP0492222.2.pdbqt,-9.6
minimized_CNP0533377.1.pdbqt,-9.2
minimized_CNP0388159.2.pdbqt,-9.9
minimized_CNP0591709.1.pdbqt,-9.8
minimized_CNP0530472.1.pdbqt,-6.8
minimized_CNP0585174.1.pdbqt,-6.6
minimized_CNP0493687.1.pdbqt,-4.4
minimized_CNP0368234.2.pdbqt,-7.9
minimized_CNP0516219.1.pdbqt,-7.8
minimized_CNP0595693.1.pdbqt,-6.7
minimized_CNP0114523.2.pdbqt,-7.0
minimized_CNP0601016.1.pdbqt,-5.4
minimized_CNP0532225.2.pdbqt,-6.1
minimized_CNP0532466.1.pdbqt,-6.8
minimized_CNP0589645.1.pdbqt,-6.0
minimized_CNP0521284.1.pdbqt,-6.1
minimized_CNP0594744.1.pdbqt,-5.9
minimized_CNP0553846.1.pdbqt,-6.3
minimized_CNP0605510.1.pdbqt,-6.8
minimized_CNP0492936.1.pdbqt,-6.8
minimized_CNP0547718.1.pdbqt,-6.3
minimized_CNP0532641.1.pdbqt,-6.4
minimized_CNP0561406.1.pdbqt,-5.9
minimized_CNP0582432.1.pdbqt,-6.2
minimized_CNP0513079.1.pdbqt,-6.6
