Ligand,Score
minimized_CNP0423829.2.pdbqt,FAILED
minimized_CNP0477397.1.pdbqt,FAILED
minimized_CNP0535233.0.pdbqt,-8.2
minimized_CNP0456109.0.pdbqt,-8.3
minimized_CNP0577104.1.pdbqt,-8.9
minimized_CNP0481300.1.pdbqt,-8.8
minimized_CNP0559479.1.pdbqt,-8.8
minimized_CNP0562344.1.pdbqt,-9.2
minimized_CNP0542167.1.pdbqt,-7.4
minimized_CNP0530631.1.pdbqt,-7.8
minimized_CNP0450495.2.pdbqt,-7.9
minimized_CNP0450693.1.pdbqt,FAILED
minimized_CNP0463431.1.pdbqt,-7.3
minimized_CNP0547695.1.pdbqt,-7.0
minimized_CNP0426678.1.pdbqt,-10.5
minimized_CNP0462469.3.pdbqt,-7.3
minimized_CNP0538273.1.pdbqt,-9.9
minimized_CNP0424066.3.pdbqt,-10.5
minimized_CNP0559442.1.pdbqt,-7.8
minimized_CNP0552904.2.pdbqt,-5.6
minimized_CNP0424066.1.pdbqt,-10.1
minimized_CNP0486961.1.pdbqt,-6.2
minimized_CNP0419645.1.pdbqt,-8.7
minimized_CNP0498593.0.pdbqt,-5.6
minimized_CNP0559984.1.pdbqt,-7.1
minimized_CNP0486961.2.pdbqt,-6.6
minimized_CNP0519042.1.pdbqt,-5.5
minimized_CNP0515351.1.pdbqt,-5.1
minimized_CNP0426813.1.pdbqt,-9.3
minimized_CNP0554091.0.pdbqt,-5.8
minimized_CNP0525672.0.pdbqt,-6.1
minimized_CNP0492337.0.pdbqt,-6.5
minimized_CNP0549502.0.pdbqt,-5.9
minimized_CNP0576628.0.pdbqt,-5.0
minimized_CNP0479205.0.pdbqt,-6.1
