Ligand,Score
minimized_CNP0222886.1.pdbqt,-6.1
minimized_CNP0573973.0.pdbqt,FAILED
minimized_CNP0499663.1.pdbqt,-8.0
minimized_CNP0309441.0.pdbqt,-8.2
minimized_CNP0142476.1.pdbqt,-7.7
minimized_CNP0270914.1.pdbqt,-7.6
minimized_CNP0306949.1.pdbqt,-6.7
minimized_CNP0167077.3.pdbqt,-7.9
minimized_CNP0028395.0.pdbqt,-8.6
minimized_CNP0133456.6.pdbqt,-7.8
minimized_CNP0220080.0.pdbqt,-6.5
minimized_CNP0215955.1.pdbqt,-7.1
minimized_CNP0604941.0.pdbqt,-7.6
minimized_CNP0151503.2.pdbqt,-7.1
minimized_CNP0388893.0.pdbqt,-6.2
minimized_CNP0169234.0.pdbqt,-8.6
minimized_CNP0257853.3.pdbqt,-8.7
minimized_CNP0139177.2.pdbqt,-6.9
minimized_CNP0214654.1.pdbqt,-7.4
minimized_CNP0367687.0.pdbqt,-9.2
minimized_CNP0053506.4.pdbqt,-7.9
minimized_CNP0214654.2.pdbqt,-7.3
minimized_CNP0214059.0.pdbqt,-8.4
minimized_CNP0311712.0.pdbqt,-8.5
minimized_CNP0151503.1.pdbqt,-7.1
minimized_CNP0323942.1.pdbqt,-8.5
minimized_CNP0269562.0.pdbqt,-6.7
minimized_CNP0197903.4.pdbqt,-7.9
minimized_CNP0190579.2.pdbqt,-11.0
minimized_CNP0419996.0.pdbqt,-11.3
minimized_CNP0380027.2.pdbqt,-10.8
minimized_CNP0380027.1.pdbqt,-11.2
minimized_CNP0278796.1.pdbqt,-10.1
minimized_CNP0250346.3.pdbqt,-9.3
minimized_CNP0343910.1.pdbqt,-9.8
