Ligand,Score
minimized_CNP0489506.1.pdbqt,FAILED
minimized_CNP0536249.1.pdbqt,-9.6
minimized_CNP0169849.1.pdbqt,-9.0
minimized_CNP0560620.0.pdbqt,-10.0
minimized_CNP0006875.1.pdbqt,-11.0
minimized_CNP0074309.1.pdbqt,-9.5
minimized_CNP0136172.5.pdbqt,-10.5
minimized_CNP0499276.1.pdbqt,-8.5
minimized_CNP0011474.1.pdbqt,-9.2
minimized_CNP0120216.0.pdbqt,-11.0
minimized_CNP0198721.3.pdbqt,-10.4
minimized_CNP0152578.1.pdbqt,-8.7
minimized_CNP0495359.1.pdbqt,-9.5
minimized_CNP0054658.2.pdbqt,-9.4
minimized_CNP0162158.1.pdbqt,-9.3
minimized_CNP0080174.1.pdbqt,-11.0
minimized_CNP0204256.1.pdbqt,-10.4
minimized_CNP0172055.1.pdbqt,-11.5
minimized_CNP0553789.1.pdbqt,-8.5
minimized_CNP0535915.1.pdbqt,-9.9
minimized_CNP0472357.1.pdbqt,-7.7
minimized_CNP0258008.1.pdbqt,-12.7
minimized_CNP0191524.1.pdbqt,-11.4
minimized_CNP0297935.1.pdbqt,-12.1
minimized_CNP0269012.1.pdbqt,-9.6
minimized_CNP0209401.1.pdbqt,-11.7
minimized_CNP0123757.2.pdbqt,-12.0
minimized_CNP0229623.0.pdbqt,-9.7
minimized_CNP0288013.1.pdbqt,-12.2
minimized_CNP0281961.1.pdbqt,-10.5
minimized_CNP0348224.3.pdbqt,-8.8
minimized_CNP0350301.0.pdbqt,-10.7
minimized_CNP0383142.1.pdbqt,-10.0
minimized_CNP0173851.1.pdbqt,-10.7
minimized_CNP0425431.1.pdbqt,-10.8
