Ligand,Score
minimized_CNP0487428.0.pdbqt,FAILED
minimized_CNP0208451.1.pdbqt,-8.4
minimized_CNP0116979.1.pdbqt,-11.0
minimized_CNP0208451.2.pdbqt,-9.2
minimized_CNP0208451.3.pdbqt,-7.4
minimized_CNP0155530.0.pdbqt,-8.3
minimized_CNP0196519.1.pdbqt,-8.3
minimized_CNP0320501.0.pdbqt,-8.2
minimized_CNP0141815.3.pdbqt,-7.4
minimized_CNP0313267.1.pdbqt,-8.4
minimized_CNP0540351.1.pdbqt,-9.1
minimized_CNP0589564.1.pdbqt,-7.8
minimized_CNP0284687.0.pdbqt,-7.7
minimized_CNP0165573.1.pdbqt,-8.5
minimized_CNP0182338.4.pdbqt,-7.4
minimized_CNP0477737.1.pdbqt,-7.2
minimized_CNP0215144.1.pdbqt,-9.0
minimized_CNP0507398.1.pdbqt,-6.9
minimized_CNP0219641.1.pdbqt,-8.6
minimized_CNP0554934.1.pdbqt,-7.3
minimized_CNP0172476.1.pdbqt,-8.3
minimized_CNP0473952.1.pdbqt,-8.5
minimized_CNP0544125.1.pdbqt,-8.5
minimized_CNP0222702.1.pdbqt,-9.3
minimized_CNP0451149.1.pdbqt,-7.8
minimized_CNP0570191.1.pdbqt,-7.3
minimized_CNP0429882.0.pdbqt,-7.1
minimized_CNP0171626.1.pdbqt,-8.4
minimized_CNP0274612.2.pdbqt,-6.3
minimized_CNP0333039.1.pdbqt,-8.0
minimized_CNP0202541.1.pdbqt,-8.7
minimized_CNP0351874.2.pdbqt,-6.4
minimized_CNP0274612.4.pdbqt,-6.4
minimized_CNP0561631.0.pdbqt,-6.3
minimized_CNP0593656.1.pdbqt,-5.9
