Ligand,Score
minimized_CNP0327575.1.pdbqt,FAILED
minimized_CNP0353251.0.pdbqt,-3.8
minimized_CNP0245615.0.pdbqt,-3.9
minimized_CNP0343854.1.pdbqt,-6.1
minimized_CNP0530284.0.pdbqt,-5.1
minimized_CNP0395531.2.pdbqt,-8.5
minimized_CNP0207183.0.pdbqt,-4.4
minimized_CNP0057421.3.pdbqt,-5.6
minimized_CNP0220776.0.pdbqt,-8.5
minimized_CNP0078903.0.pdbqt,-8.7
minimized_CNP0119709.0.pdbqt,-4.0
minimized_CNP0190699.2.pdbqt,-6.6
minimized_CNP0055109.1.pdbqt,-6.7
minimized_CNP0604435.0.pdbqt,-4.7
minimized_CNP0169958.0.pdbqt,-3.8
minimized_CNP0412736.1.pdbqt,-8.4
minimized_CNP0217157.2.pdbqt,-8.9
minimized_CNP0109191.1.pdbqt,-7.3
minimized_CNP0061174.3.pdbqt,-7.0
minimized_CNP0055109.4.pdbqt,-6.4
minimized_CNP0174609.0.pdbqt,-12.1
minimized_CNP0335519.0.pdbqt,-5.7
minimized_CNP0299695.1.pdbqt,-6.9
minimized_CNP0308784.2.pdbqt,-11.9
minimized_CNP0300781.2.pdbqt,-7.5
minimized_CNP0323983.1.pdbqt,-10.5
minimized_CNP0252230.2.pdbqt,-11.0
minimized_CNP0000292.1.pdbqt,-10.6
minimized_CNP0252230.1.pdbqt,-11.2
minimized_CNP0274258.0.pdbqt,-5.4
minimized_CNP0548643.0.pdbqt,-5.2
minimized_CNP0523148.0.pdbqt,-5.0
minimized_CNP0216837.0.pdbqt,-6.3
minimized_CNP0214051.0.pdbqt,-5.9
minimized_CNP0201640.0.pdbqt,-5.8
