Ligand,Score
minimized_CNP0035616.0.pdbqt,-5.8
minimized_CNP0000390.0.pdbqt,-5.5
minimized_CNP0021009.0.pdbqt,-5.1
minimized_CNP0340224.0.pdbqt,-5.7
minimized_CNP0398507.0.pdbqt,-5.7
minimized_CNP0383353.0.pdbqt,-5.6
minimized_CNP0000463.0.pdbqt,-5.2
minimized_CNP0000625.0.pdbqt,-5.9
minimized_CNP0000588.0.pdbqt,-6.1
minimized_CNP0022102.0.pdbqt,-5.6
minimized_CNP0000599.0.pdbqt,-5.6
minimized_CNP0000915.0.pdbqt,-5.8
minimized_CNP0181254.0.pdbqt,-5.2
minimized_CNP0000396.0.pdbqt,-5.4
minimized_CNP0001322.0.pdbqt,-5.6
minimized_CNP0000352.0.pdbqt,-5.7
minimized_CNP0306617.0.pdbqt,-5.1
minimized_CNP0000616.0.pdbqt,-5.4
minimized_CNP0000314.0.pdbqt,-6.1
minimized_CNP0009920.0.pdbqt,-5.7
minimized_CNP0000591.0.pdbqt,-5.6
minimized_CNP0407030.0.pdbqt,-8.2
minimized_CNP0553074.0.pdbqt,-9.7
minimized_CNP0511884.0.pdbqt,-8.1
minimized_CNP0605062.0.pdbqt,-9.3
minimized_CNP0593475.0.pdbqt,-7.9
minimized_CNP0598055.0.pdbqt,-11.2
minimized_CNP0252619.0.pdbqt,-9.2
minimized_CNP0167274.0.pdbqt,-6.2
minimized_CNP0107030.0.pdbqt,-6.3
minimized_CNP0280509.1.pdbqt,-6.7
minimized_CNP0145198.1.pdbqt,-6.1
minimized_CNP0593961.0.pdbqt,-6.3
minimized_CNP0353780.0.pdbqt,-6.5
minimized_CNP0182636.0.pdbqt,-6.3
