Ligand,Score
minimized_CNP0348993.1.pdbqt,-8.7
minimized_CNP0393982.1.pdbqt,-7.7
minimized_CNP0583072.1.pdbqt,-9.8
minimized_CNP0212264.4.pdbqt,-8.5
minimized_CNP0199228.5.pdbqt,-10.2
minimized_CNP0339319.2.pdbqt,-7.8
minimized_CNP0199228.2.pdbqt,-9.7
minimized_CNP0071915.1.pdbqt,-10.1
minimized_CNP0212264.17.pdbqt,-8.6
minimized_CNP0487784.2.pdbqt,-9.2
minimized_CNP0389611.8.pdbqt,-7.8
minimized_CNP0269616.4.pdbqt,FAILED
minimized_CNP0212673.1.pdbqt,-10.7
minimized_CNP0170839.2.pdbqt,-8.1
minimized_CNP0203452.6.pdbqt,-12.3
minimized_CNP0239650.7.pdbqt,-13.0
minimized_CNP0221756.5.pdbqt,-9.0
minimized_CNP0203452.9.pdbqt,-11.9
minimized_CNP0321949.1.pdbqt,-12.3
minimized_CNP0260639.1.pdbqt,-12.3
minimized_CNP0209806.6.pdbqt,-12.3
minimized_CNP0249635.0.pdbqt,-11.0
minimized_CNP0226405.14.pdbqt,-11.5
minimized_CNP0183354.5.pdbqt,-12.9
minimized_CNP0226405.2.pdbqt,-11.4
minimized_CNP0257299.1.pdbqt,-10.1
minimized_CNP0209806.2.pdbqt,-12.6
minimized_CNP0224871.3.pdbqt,-11.3
minimized_CNP0211045.1.pdbqt,-12.7
minimized_CNP0390535.1.pdbqt,-10.7
minimized_CNP0108344.5.pdbqt,-12.5
minimized_CNP0278146.2.pdbqt,-10.7
minimized_CNP0269616.7.pdbqt,-10.2
minimized_CNP0278146.1.pdbqt,-10.7
minimized_CNP0087101.3.pdbqt,-11.9
