Ligand,Score
minimized_CNP0589650.2.pdbqt,FAILED
minimized_CNP0106326.0.pdbqt,-5.2
minimized_CNP0061060.1.pdbqt,-5.3
minimized_CNP0250835.0.pdbqt,-5.7
minimized_CNP0394123.5.pdbqt,-9.2
minimized_CNP0387457.0.pdbqt,-10.7
minimized_CNP0303448.0.pdbqt,-9.6
minimized_CNP0422788.0.pdbqt,-5.5
minimized_CNP0297925.0.pdbqt,-10.1
minimized_CNP0390064.0.pdbqt,-7.1
minimized_CNP0362302.0.pdbqt,-8.0
minimized_CNP0113344.1.pdbqt,-7.3
minimized_CNP0113344.2.pdbqt,-7.5
minimized_CNP0046365.0.pdbqt,-5.8
minimized_CNP0207154.0.pdbqt,-6.7
minimized_CNP0589650.1.pdbqt,-6.6
minimized_CNP0484856.2.pdbqt,-6.5
minimized_CNP0563665.1.pdbqt,-6.4
minimized_CNP0604865.1.pdbqt,-5.8
minimized_CNP0532006.1.pdbqt,-6.0
minimized_CNP0599072.1.pdbqt,-5.8
minimized_CNP0561296.2.pdbqt,-5.8
minimized_CNP0527577.1.pdbqt,-6.2
minimized_CNP0579862.1.pdbqt,-5.8
minimized_CNP0598942.2.pdbqt,-5.7
minimized_CNP0538611.1.pdbqt,-6.1
minimized_CNP0555639.1.pdbqt,-5.9
minimized_CNP0577433.1.pdbqt,-5.5
minimized_CNP0580508.1.pdbqt,-5.5
minimized_CNP0501779.2.pdbqt,-5.9
minimized_CNP0579510.2.pdbqt,-6.3
minimized_CNP0603088.1.pdbqt,-6.3
minimized_CNP0532006.2.pdbqt,-5.8
minimized_CNP0568851.2.pdbqt,-6.9
minimized_CNP0512036.2.pdbqt,-6.3
