Ligand,Score
minimized_CNP0488580.1.pdbqt,-9.9
minimized_CNP0307576.1.pdbqt,-6.6
minimized_CNP0274558.1.pdbqt,-6.3
minimized_CNP0013692.2.pdbqt,-9.6
minimized_CNP0013747.1.pdbqt,-10.9
minimized_CNP0013832.1.pdbqt,-8.4
minimized_CNP0009243.2.pdbqt,-9.4
minimized_CNP0336028.1.pdbqt,-6.9
minimized_CNP0117129.1.pdbqt,-11.3
minimized_CNP0287524.4.pdbqt,-10.2
minimized_CNP0583964.1.pdbqt,-8.5
minimized_CNP0263800.12.pdbqt,-8.7
minimized_CNP0330669.3.pdbqt,-12.3
minimized_CNP0227457.1.pdbqt,-10.0
minimized_CNP0088824.1.pdbqt,-9.0
minimized_CNP0361023.2.pdbqt,-9.4
minimized_CNP0380040.1.pdbqt,-6.5
minimized_CNP0414626.1.pdbqt,-7.6
minimized_CNP0322210.1.pdbqt,-11.0
minimized_CNP0159877.1.pdbqt,-5.7
minimized_CNP0356650.1.pdbqt,-5.6
minimized_CNP0183333.2.pdbqt,-9.5
minimized_CNP0263800.14.pdbqt,-9.9
minimized_CNP0316231.1.pdbqt,-9.1
minimized_CNP0367800.0.pdbqt,-13.2
minimized_CNP0314429.1.pdbqt,-12.7
minimized_CNP0137835.1.pdbqt,-13.4
minimized_CNP0182764.1.pdbqt,-9.9
minimized_CNP0434630.1.pdbqt,-8.2
minimized_CNP0063372.1.pdbqt,-9.5
minimized_CNP0444818.1.pdbqt,-7.9
minimized_CNP0360108.1.pdbqt,-6.5
minimized_CNP0029966.1.pdbqt,-9.2
minimized_CNP0151012.1.pdbqt,-10.5
minimized_CNP0352405.1.pdbqt,-10.0
