Ligand,Score
minimized_CNP0348076.0.pdbqt,-8.1
minimized_CNP0555801.0.pdbqt,-7.5
minimized_CNP0528576.0.pdbqt,-8.5
minimized_CNP0169214.0.pdbqt,-10.5
minimized_CNP0074628.1.pdbqt,-9.7
minimized_CNP0386766.0.pdbqt,-8.2
minimized_CNP0535118.1.pdbqt,-9.5
minimized_CNP0315805.0.pdbqt,-7.2
minimized_CNP0226602.0.pdbqt,-9.0
minimized_CNP0394976.2.pdbqt,-8.1
minimized_CNP0371909.2.pdbqt,-8.1
minimized_CNP0470682.2.pdbqt,-9.0
minimized_CNP0564187.0.pdbqt,-8.1
minimized_CNP0121865.0.pdbqt,-8.9
minimized_CNP0400861.1.pdbqt,-8.9
minimized_CNP0009896.2.pdbqt,-9.7
minimized_CNP0561886.0.pdbqt,-7.4
minimized_CNP0162082.0.pdbqt,-9.9
minimized_CNP0322116.0.pdbqt,-9.3
minimized_CNP0406521.0.pdbqt,-9.6
minimized_CNP0234515.0.pdbqt,-9.7
minimized_CNP0375067.0.pdbqt,-9.2
minimized_CNP0035104.2.pdbqt,-8.5
minimized_CNP0280924.2.pdbqt,-8.6
minimized_CNP0402678.0.pdbqt,-9.1
minimized_CNP0602532.1.pdbqt,-9.6
minimized_CNP0410295.0.pdbqt,-9.2
minimized_CNP0555970.2.pdbqt,-9.1
minimized_CNP0107247.0.pdbqt,-10.0
minimized_CNP0527668.1.pdbqt,-9.2
minimized_CNP0144321.1.pdbqt,-11.1
minimized_CNP0289485.0.pdbqt,-10.2
minimized_CNP0224852.0.pdbqt,-9.5
minimized_CNP0346253.1.pdbqt,-10.2
minimized_CNP0251923.1.pdbqt,-9.5
