Ligand,Score
minimized_CNP0065752.0.pdbqt,-9.8
minimized_CNP0326579.1.pdbqt,-9.0
minimized_CNP0424149.1.pdbqt,-8.2
minimized_CNP0131025.2.pdbqt,-8.5
minimized_CNP0248199.1.pdbqt,-8.5
minimized_CNP0208199.1.pdbqt,-9.5
minimized_CNP0172776.1.pdbqt,-9.4
minimized_CNP0438244.2.pdbqt,-9.1
minimized_CNP0427294.1.pdbqt,-9.6
minimized_CNP0301261.2.pdbqt,-8.9
minimized_CNP0093313.3.pdbqt,-8.7
minimized_CNP0258169.1.pdbqt,-7.8
minimized_CNP0328026.2.pdbqt,-9.2
minimized_CNP0425960.1.pdbqt,-8.4
minimized_CNP0165160.1.pdbqt,-9.3
minimized_CNP0373036.3.pdbqt,-9.4
minimized_CNP0289404.2.pdbqt,-8.0
minimized_CNP0333791.0.pdbqt,-8.5
minimized_CNP0589753.1.pdbqt,-8.9
minimized_CNP0203316.2.pdbqt,-9.0
minimized_CNP0202873.1.pdbqt,-8.1
minimized_CNP0193253.4.pdbqt,-8.7
minimized_CNP0249820.5.pdbqt,-9.0
minimized_CNP0201643.5.pdbqt,-9.3
minimized_CNP0175125.1.pdbqt,-8.3
minimized_CNP0287388.2.pdbqt,-8.5
minimized_CNP0155983.1.pdbqt,-8.8
minimized_CNP0173096.2.pdbqt,-9.1
minimized_CNP0302229.1.pdbqt,-7.6
minimized_CNP0356479.0.pdbqt,-8.6
minimized_CNP0350004.2.pdbqt,-9.0
minimized_CNP0243981.2.pdbqt,-7.4
minimized_CNP0223602.1.pdbqt,-7.7
minimized_CNP0224757.0.pdbqt,-8.1
minimized_CNP0287518.2.pdbqt,-8.1
