Ligand,Score
minimized_CNP0391290.1.pdbqt,-9.6
minimized_CNP0234176.1.pdbqt,-11.2
minimized_CNP0493807.0.pdbqt,-11.5
minimized_CNP0240519.0.pdbqt,-8.4
minimized_CNP0133651.1.pdbqt,-10.7
minimized_CNP0197151.1.pdbqt,-9.8
minimized_CNP0337229.1.pdbqt,-10.9
minimized_CNP0260481.1.pdbqt,-9.3
minimized_CNP0180063.0.pdbqt,-8.2
minimized_CNP0325471.0.pdbqt,-11.4
minimized_CNP0358480.0.pdbqt,-9.9
minimized_CNP0234360.5.pdbqt,-9.6
minimized_CNP0422053.0.pdbqt,-10.2
minimized_CNP0114154.2.pdbqt,-9.8
minimized_CNP0092202.1.pdbqt,-8.5
minimized_CNP0077771.0.pdbqt,-7.0
minimized_CNP0252677.0.pdbqt,-8.7
minimized_CNP0372447.0.pdbqt,-10.7
minimized_CNP0253888.6.pdbqt,-9.2
minimized_CNP0578105.1.pdbqt,-8.7
minimized_CNP0253888.2.pdbqt,-9.5
minimized_CNP0253888.3.pdbqt,-9.7
minimized_CNP0266847.0.pdbqt,-9.9
minimized_CNP0304492.0.pdbqt,-8.0
minimized_CNP0305486.0.pdbqt,-8.3
minimized_CNP0176652.0.pdbqt,-10.0
minimized_CNP0419194.0.pdbqt,-10.4
minimized_CNP0480093.1.pdbqt,-10.1
minimized_CNP0046095.1.pdbqt,-10.2
minimized_CNP0136822.2.pdbqt,-9.8
minimized_CNP0533481.1.pdbqt,-8.9
minimized_CNP0522261.1.pdbqt,-10.8
minimized_CNP0361766.0.pdbqt,-9.2
minimized_CNP0378860.1.pdbqt,-9.7
minimized_CNP0570729.1.pdbqt,-10.7
