Ligand,Score
minimized_CNP0541173.2.pdbqt,-5.0
minimized_CNP0286065.2.pdbqt,-7.8
minimized_CNP0203852.1.pdbqt,-7.9
minimized_CNP0263318.1.pdbqt,-6.6
minimized_CNP0022769.1.pdbqt,-7.2
minimized_CNP0231994.2.pdbqt,-7.4
minimized_CNP0199215.1.pdbqt,-7.1
minimized_CNP0569347.2.pdbqt,-8.7
minimized_CNP0562276.3.pdbqt,-8.9
minimized_CNP0528482.2.pdbqt,-9.0
minimized_CNP0523352.2.pdbqt,-9.4
minimized_CNP0500663.1.pdbqt,-9.6
minimized_CNP0487549.4.pdbqt,-9.5
minimized_CNP0535914.2.pdbqt,-9.3
minimized_CNP0535827.1.pdbqt,-10.4
minimized_CNP0562278.1.pdbqt,-8.6
minimized_CNP0561815.1.pdbqt,-10.3
minimized_CNP0482135.3.pdbqt,-9.1
minimized_CNP0553262.2.pdbqt,-9.7
minimized_CNP0561719.3.pdbqt,-9.2
minimized_CNP0378450.7.pdbqt,-10.4
minimized_CNP0433915.1.pdbqt,-8.7
minimized_CNP0378450.12.pdbqt,-10.8
minimized_CNP0514673.3.pdbqt,-8.8
minimized_CNP0165745.10.pdbqt,-9.8
minimized_CNP0205748.1.pdbqt,-10.9
minimized_CNP0112716.3.pdbqt,-9.8
minimized_CNP0166337.4.pdbqt,-10.0
minimized_CNP0141915.4.pdbqt,-11.0
minimized_CNP0208449.1.pdbqt,-10.9
minimized_CNP0089484.1.pdbqt,-10.6
minimized_CNP0171527.1.pdbqt,-11.3
minimized_CNP0171527.2.pdbqt,-11.6
minimized_CNP0188027.2.pdbqt,-8.7
minimized_CNP0142710.1.pdbqt,-9.5
