Fold,MAE,MSE,RMSE,R2
1,0.516786375176597,0.4551511797246645,0.674648930722242,0.8507490917657401
2,0.529862667281174,0.49467644009260037,0.7033323823716638,0.8301680912022164
3,0.5136449111055245,0.4621246911003667,0.6797975368448805,0.8375148307840721
4,0.5359774715630942,0.4878903540317901,0.6984914845807285,0.8360885727145433
5,0.5266505040158393,0.4735352362805419,0.6881389658205251,0.8368605457961724
