dataset,MAE_mean,MAE_ci,MSE_mean,MSE_ci,RMSE_mean,RMSE_ci,R2_mean,R2_ci,MAPE_mean,MAPE_ci,model
transforms_and_interactions.csv,0.4596186717565758,0.0075600968208362,0.3716290944517585,0.012962770955614,0.6095172310138655,0.0106382847682494,0.8733905033344469,0.0054531231952487,5.436310970678477,0.1061213014950613,catboost
transforms_and_ratios.csv,0.4486675170271003,0.0059388434806212,0.3576784136462409,0.0117922144482912,0.5979774109155486,0.0098698057534783,0.878161960342595,0.0046311790851936,5.284788029353409,0.0879391152234156,catboost
raw_descs_and_transforms.csv,0.5163626492329958,0.009400862756815,0.465562938242979,0.0160858409636705,0.6822148617136614,0.0118341117228645,0.8414084787182581,0.0063677842220409,6.048896524984682,0.1390079587810707,catboost
ratios_only.csv,0.4470607944359277,0.0066952936414801,0.3559998462751054,0.0145264967111541,0.5965281029327547,0.0121641919816579,0.8787251858018573,0.0056188354910496,5.275583117744627,0.0851310340052526,catboost
interactions_only.csv,0.4596186717565758,0.0075600968208362,0.3716290944517585,0.012962770955614,0.6095172310138655,0.0106382847682494,0.8733905033344469,0.0054531231952487,5.436310970678477,0.1061213014950613,catboost
transformations_only.csv,0.5139972123696553,0.0068126610698901,0.4621300891586042,0.0110518041629415,0.6797508798485847,0.0081304868079064,0.8425973102644703,0.0043400825884437,6.017527354046199,0.1046384561977351,catboost
all_4_combined.csv,0.4464986944882118,0.0095328605032735,0.3590208610309875,0.0141101042569678,0.5990624942122109,0.0118003174739729,0.8776974453054784,0.0054677593065718,5.264409237217491,0.1326503412094813,catboost
interactions_and_ratios.csv,0.4480109682870326,0.0073261815634406,0.3580955465934507,0.0112410273555535,0.5983342259746903,0.0093845232238231,0.8780306253329335,0.0041916844548159,5.287936350894272,0.116549885562894,catboost
descriptors_only.csv,0.5257519866779405,0.009125571485491,0.4771133831990359,0.0179496874249057,0.6906060242020328,0.0130270915601022,0.8374862407027198,0.0066863477734269,6.14853408158852,0.1428484496379856,gradient_boosting
raw_descs_and_ratios.csv,0.4550938494515942,0.0084260084085144,0.3651011771730684,0.0161820817024563,0.6040817882828413,0.0133787135646561,0.875620834973508,0.0061971403643304,5.3665918086133875,0.1058879357664334,gradient_boosting
raw_descs_and_interactions.csv,0.4688870274895585,0.007035411366693,0.3866681706021585,0.0132089399707855,0.6217316069792646,0.0106445994536329,0.8682939262002776,0.005038242048666,5.541731422730246,0.116649294745453,gradient_boosting
transforms_and_interactions.csv,0.4688870274895585,0.007035411366693,0.3866681706021585,0.0132089399707855,0.6217316069792646,0.0106445994536329,0.8682939262002776,0.005038242048666,5.541731422730246,0.116649294745453,gradient_boosting
transforms_and_ratios.csv,0.4547571621411096,0.0078840790433998,0.3658835107740176,0.0162886963991948,0.604727443997694,0.013445273211512,0.8753687538094393,0.0059623091488373,5.357892478869297,0.1099161876174943,gradient_boosting
raw_descs_and_transforms.csv,0.5294639813476709,0.0085977618887927,0.4866359309421724,0.0178987018148502,0.6974691385060536,0.0128798911312753,0.8342347988086415,0.0068631398406737,6.198734483321884,0.1242210708417407,gradient_boosting
ratios_only.csv,0.4546153269729059,0.0077495050860747,0.3654563402365297,0.0156012216075563,0.6043866126978183,0.0128959446381776,0.8755122509150354,0.005791338618147,5.355700685032805,0.1090204610567749,gradient_boosting
interactions_only.csv,0.4688870274895585,0.007035411366693,0.3866681706021585,0.0132089399707855,0.6217316069792646,0.0106445994536329,0.8682939262002776,0.005038242048666,5.541731422730246,0.116649294745453,gradient_boosting
