identifier,canonical_smiles
CNP0197121.1,COc1c(O)c(CN2CCC(c3ccccc3)C2)c2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O
CNP0197121.2,COc1c(O)c(CN2CCC(c3ccccc3)C2)c2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O
CNP0197121.3,COc1c(O)c(CN2CCC(c3ccccc3)C2)c2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O
CNP0197122.0,COc1cc(O)c2c(O)c3c(=O)cc(C)oc3c(-c3c4cc(OC)cc(OC)c4c(O)c4c(=O)cc(C)oc34)c2c1
CNP0197123.1,COc1cc(OCC=C(C)C)c(C=CC(=O)O)c2c1CC(C(C)(C)O)O2
CNP0197124.1,CC(C)C1(O)C(OC(=O)c2ccc[nH]2)C2(O)C3(C)CC4(O)OC5(C(O)C(CO)CCC35O)C2(O)C41C
CNP0197125.0,CCCCCCCCCc1ccc(C=Nc2ccc(OC(=O)CC)cc2)cc1
CNP0197126.1,CC(C(=O)NCc1ccco1)C1CCC2(C)CCC(NC(=O)CC(C)(C)C)C(C)C2C1O
CNP0197126.2,CC(C(=O)NCc1ccco1)C1CCC2(C)CCC(NC(=O)CC(C)(C)C)C(C)C2C1O
CNP0197127.0,Cc1cccc(CCCCCCCC=CCC=CCCCCc2cccc(O)c2O)c1O
CNP0197128.0,COC1CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4C(OC(=O)c4ccccc4)C(OC(C)=O)C4(C)C(C(C)=O)CCC54O)C3)OC2C)OC(C)C1OC1CC(OC)C(OC2OC(CO)C(O)C(O)C2O)C(C)O1
CNP0197129.1,CCCOC(=O)C1C(C)=CCC2C1(C)CCC1C(C)(C)C(O)C(O)CC12C
CNP0197130.0,COC(=O)c1ccc(OCC=C(C)CCC=C(C)C)c(OC)c1
CNP0197131.1,CC(=O)Oc1ccc(OC(C)=O)c(CC2(C)C(C)CCC3(C)C(C)=CCCC32)c1
CNP0197131.2,CC(=O)Oc1ccc(OC(C)=O)c(CC2(C)C(C)CCC3(C)C(C)=CCCC32)c1
CNP0197132.1,CC1(C)OCC(C(c2cc3ccccc3o2)N(O)Cc2ccccc2)O1
CNP0197132.2,CC1(C)OCC(C(c2cc3ccccc3o2)N(O)Cc2ccccc2)O1
CNP0197133.1,COc1cc(C2OCC(C(O)c3ccc(O)c(O)c3)C2CO)ccc1O
CNP0197134.1,CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC=CCC=CCC=CCCCCC
CNP0197134.2,CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC=CCC=CCC=CCCCCC
CNP0197135.1,O=C(O)C1CCC(c2c(O)cc3oc(-c4ccc(O)c(O)c4)c(O)c(=O)c3c2O)N1
CNP0197136.1,CNCC1CC2CCc3ccc(Cc4c(O)c5c6c(c4OC4OC(C7CCCC7)C(O)C(O)(O)C4OCCN=C(N)N)CC#CC(N)CCC(O)Cc4cccc(c4)C=Cc4c(OC(C)=O)cc(CO)c(c4C6=O)C5=O)c(C=O)c3C2(O)C1
CNP0197137.1,CCCCCCCCCCCCC(O)C1CCC(C(O)CCCCC(O)CCCCC(O)CCC2=CC(C)OC2=O)O1
CNP0197137.2,CCCCCCCCCCCCC(O)C1CCC(C(O)CCCCC(O)CCCCC(O)CCC2=CC(C)OC2=O)O1
CNP0197138.0,CC(O)(CC(=O)O)CC(=O)OC1COC(OC2C(OC3COC(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(CO)CCC7(CO)C(O)CC56C)C4(C)C)C(OC4OC(CO)C(O)C(O)C4O)C3O)OC(CO)C(O)C2O)C(O)C1O
CNP0197139.1,COC1CC(OC2CC3=CCC4C(=O)C(c5ccoc5C)CCC4C3(C)CC2O)OC(C)C1OC1CC(O)C(O)C(C)O1
CNP0197140.1,C=CCC12C=C(OC)C(=O)C=C1OC(c1cc(OC)c(OC)c(OC)c1)C2C
CNP0197140.2,C=CCC12C=C(OC)C(=O)C=C1OC(c1cc(OC)c(OC)c(OC)c1)C2C
CNP0197140.3,C=CCC12C=C(OC)C(=O)C=C1OC(c1cc(OC)c(OC)c(OC)c1)C2C
CNP0197141.1,C=CCCC=CC#CCCCCCCCCC1C(=O)OC(C)C1O
CNP0197142.1,CC(C)=CCC(O)C(C)=CCCC(C)=CCCC(C)=CC=O
CNP0197142.2,CC(C)=CCC(O)C(C)=CCCC(C)=CCCC(C)=CC=O
CNP0197143.1,CCCCCCC(O)CCCCCCC=CC(O)C(O)C(O)C(NC(C)=O)C(=O)O
CNP0197143.2,CCCCCCC(O)CCCCCCC=CC(O)C(O)C(O)C(NC(C)=O)C(=O)O
CNP0197144.0,Cc1ccc2oc(-c3cc(=O)oc4ccc(C(C)(C)C)cc34)c(C)c2c1
CNP0197145.0,Cc1coc2cc3oc(=O)c(CC(=O)N(C)CC(=O)O)c(C)c3cc12
CNP0197146.1,Cc1cc(C(=O)Nc2ccc(C3OCC(=O)N(C4CCOCC4)C3CO)cc2)n(C)n1
CNP0197147.1,Cc1c(CC(=O)NCC(=O)NC(C(=O)O)C(C)C)c(=O)oc2cc3oc4c(c3cc12)CCCC4
CNP0197148.1,COC(=O)C12CCC(C)(C)C=C1C1=CCC3C4(C)CC(O)C(O)C(C)(C(=O)OC)C4CCC3(C)C1(C)CC2
CNP0197148.2,COC(=O)C12CCC(C)(C)C=C1C1=CCC3C4(C)CC(O)C(O)C(C)(C(=O)OC)C4CCC3(C)C1(C)CC2
CNP0197149.1,CC1=CCCC2C1(C)C(OC(=O)c1ccccc1)C(O)C1(C)OC3(COC(=O)C3O)CC(OC(=O)c3cccnc3)C21C
CNP0197149.2,CC1=CCCC2C1(C)C(OC(=O)c1ccccc1)C(O)C1(C)OC3(COC(=O)C3O)CC(OC(=O)c3cccnc3)C21C
CNP0197150.1,COc1ccc2c(c1)N=C(O)C21CN=C(SC)S1
CNP0197151.1,COc1c(CO)c(OC2OC(CO)C(O)C(O)C2O)cc2c1C(=O)c1ccccc1C2=O
CNP0197151.2,COc1c(CO)c(OC2OC(CO)C(O)C(O)C2O)cc2c1C(=O)c1ccccc1C2=O
CNP0197152.1,C=C1C2CCC3C45CCCC(C)(C(=O)O4)C5C(C(=O)O)C3(C2)C1O
CNP0197152.2,C=C1C2CCC3C45CCCC(C)(C(=O)O4)C5C(C(=O)O)C3(C2)C1O
CNP0197152.3,C=C1C2CCC3C45CCCC(C)(C(=O)O4)C5C(C(=O)O)C3(C2)C1O
CNP0197153.1,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14
CNP0197153.2,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14
CNP0197153.3,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14
CNP0197154.1,CC(C)COC(=O)C1C2C=CC3(CN(c4cccc5ccccc45)C(=O)C13)O2
CNP0197154.2,CC(C)COC(=O)C1C2C=CC3(CN(c4cccc5ccccc45)C(=O)C13)O2
CNP0197154.3,CC(C)COC(=O)C1C2C=CC3(CN(c4cccc5ccccc45)C(=O)C13)O2
CNP0197155.1,C=C1C(=O)OC2C=C(C)CCC=C3CC(OC3=O)C12
CNP0197155.2,C=C1C(=O)OC2C=C(C)CCC=C3CC(OC3=O)C12
CNP0197155.3,C=C1C(=O)OC2C=C(C)CCC=C3CC(OC3=O)C12
CNP0197156.1,CC1C(=O)OC2C1CCC1(C)Cc3sc(NC(=O)c4cccnc4)nc3C(C)C21
CNP0197157.0,CCC=CC=CC=CC=CCCC
CNP0197158.1,CCCC(NC(=O)CCc1c(C)c2ccc(OC)cc2oc1=O)C(=O)O
CNP0197158.2,CCCC(NC(=O)CCc1c(C)c2ccc(OC)cc2oc1=O)C(=O)O
CNP0197159.1,CC(=O)OC1CCC(=O)C2(CC(c3ccoc3)OC2=O)CC2C(=O)CC3(C)OCC12O3
CNP0197160.1,Cc1ccc(C2(C)CCC(CC(Cl)Cl)C2C)cc1
CNP0197160.2,Cc1ccc(C2(C)CCC(CC(Cl)Cl)C2C)cc1
CNP0197161.1,C=C(COC)C(=O)OC1CC(=C)C2CC(O)C(=C)C2C2OC(=O)C(=C)C12
CNP0197162.1,COc1c(O)cc(C2CC(=O)c3c(O)cc(O)cc3C2)cc1CC=C(C)C
CNP0197163.1,C=C1C(=O)OC2C1CC1OC1(C)C1CCC(=C)C21
CNP0197164.0,COC(=O)c1ccc(COc2ccc3c(C)c(Cc4ccccc4)c(=O)oc3c2)o1
CNP0197165.0,CCCCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCCCC
CNP0197166.1,CC(C)CCCC(C)C1CCC2(O)C3=CC(=O)C4CC(O)CCC4(C)C3(O)CCC12C
CNP0197166.2,CC(C)CCCC(C)C1CCC2(O)C3=CC(=O)C4CC(O)CCC4(C)C3(O)CCC12C
CNP0197166.3,CC(C)CCCC(C)C1CCC2(O)C3=CC(=O)C4CC(O)CCC4(C)C3(O)CCC12C
CNP0197167.1,CC(C)CC(=O)c1c(O)c(C=O)c2c(c1O)CC1CC(C(C)C)C=CC1(C)O2
CNP0197167.2,CC(C)CC(=O)c1c(O)c(C=O)c2c(c1O)CC1CC(C(C)C)C=CC1(C)O2
CNP0197167.3,CC(C)CC(=O)c1c(O)c(C=O)c2c(c1O)CC1CC(C(C)C)C=CC1(C)O2
CNP0197167.4,CC(C)CC(=O)c1c(O)c(C=O)c2c(c1O)CC1CC(C(C)C)C=CC1(C)O2
CNP0197168.1,O=C(OC1C(OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)OC2C(COC3=O)OC(O)C3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC32)OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC2C1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
CNP0197168.2,O=C(OC1C(OC(=O)c2cc(O)c(O)c(O)c2Oc2cc3c(c(O)c2O)-c2c(cc(O)c(O)c2O)C(=O)OC2C(COC3=O)OC(O)C3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC32)OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC2C1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
CNP0197169.0,C=CC1(C)C(Cl)CC2C(c3c([nH]c4ccccc34)C2(C)C)C1N=C
CNP0197170.0,CC1OC(OC2C(CO)OC(OC3C(CO)OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(OC8OCC(O)C(O)C8OC8OC(CO)C(O)C(O)C8O)C(C)(C)C7CCC6(C)C4(C)CC5O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
