identifier,canonical_smiles
CNP0528114.1,COc1cc2c3c(c1O)-c1c(cccc1OC)CC3[N+](C)(C)CC2.[I-]
CNP0528114.2,COc1cc2c3c(c1O)-c1c(cccc1OC)CC3[N+](C)(C)CC2
CNP0528115.0,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OC1CC2C(C(=O)O)=COC(OC3OC(CO)C(O)C(O)C3O)C2C1C
CNP0528116.1,CC(C)C1NC(=O)C2CCCN2C(=O)C(CC[S+](C)[O-])NC(=O)C(N)Cc2cn(c3ccccc23)C23CC(NC(=O)C(C(C)O)NC(=O)C4CCCN4C1=O)C(=O)N1C(Cc4ccccc4)C(=O)N(c4ccccc42)C13
CNP0528116.2,CC(C)C1NC(=O)C2CCCN2C(=O)C(CC[S+](C)[O-])NC(=O)C(N)Cc2cn(c3ccccc23)C23CC(NC(=O)C(C(C)O)NC(=O)C4CCCN4C1=O)C(=O)N1C(Cc4ccccc4)C(=O)N(c4ccccc42)C13
CNP0528117.1,CCC(C)CCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC
CNP0528117.2,CCC(C)CCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC
CNP0528118.1,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)(C(C)=O)C2(O)C(C)=O)cc1
CNP0528119.1,CCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC
CNP0528119.2,CCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC
CNP0528120.0,Cc1ccc(C)c(CN2C(=O)c3ccccc3S(=O)(=O)c3ccc(C(=O)N4CCC5(CC4)OCCO5)cc32)c1
CNP0528121.0,COCCOC(=O)c1c(C)oc2ccc(OCc3cccc([N+](=O)[O-])c3)cc12
CNP0528122.1,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC=CCC=CCCCCC
CNP0528123.0,O=C(O)CCCCC(CCSCc1ccccc1)SCc1ccccc1
CNP0528124.1,CC1(C)CC2C3=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)O)CC1OC(=O)C=Cc1ccccc1
CNP0528125.1,COC1CC(OC2CCC3(CO)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1O
CNP0528125.2,COC1CC(OC2CCC3(CO)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1O
CNP0528126.1,CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCC=CCC=CCC=CCCCCC
CNP0528127.0,Cc1ccc(C(=O)C[n+]2ccccc2)cc1
CNP0528128.1,CCCCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC
CNP0528129.1,CCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC(C)C
CNP0528129.2,CCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC(C)C
CNP0528130.1,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC(C)CC
CNP0528130.2,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC(C)CC
CNP0528131.1,CCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC
CNP0528131.2,CCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC
CNP0528132.0,O=C(O)CCCCCCC(=O)NCCc1c[nH]c2ccc(O)cc12
CNP0528135.1,CCC(C)CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCC(C)CC
CNP0528135.2,CCC(C)CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCC(C)CC
CNP0528136.1,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCCCCCCC
CNP0528137.1,CC(C)CCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCC(C)C
CNP0528137.2,CC(C)CCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCC(C)C
CNP0528138.1,CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC
CNP0528138.2,CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC
CNP0528139.0,N#CCc1cc(O)cc2cc(-c3ccc(O)cc3)oc12
CNP0528140.1,COc1cc2c(c(OC)c1)C(C)=[NH+]C(C)C2
CNP0528141.1,CC(O)(CC(=O)O)CC(=O)OCC1OC(Oc2cc3c(cc2O)[N+](=CC=C2C=C(C(=O)O)NC(C(=O)O)C2)C(C(=O)[O-])C3)C(OC2OC(C(=O)O)C(O)C(O)C2O)C(O)C1O
CNP0528141.2,CC(O)(CC(=O)O)CC(=O)OCC1OC(Oc2cc3c(cc2O)[N+](=CC=C2C=C(C(=O)O)NC(C(=O)O)C2)C(C(=O)[O-])C3)C(OC2OC(C(=O)O)C(O)C(O)C2O)C(O)C1O
CNP0528142.1,CC(C)CC(CC(=O)NO)C(=O)NC1Cc2cn(c3ccccc23)CCCCCCNC1=O
CNP0528143.0,CCCCc1ccc(C(C)C)s1
CNP0528144.0,C=C1C=C(OC)C(C(C)C)=C(OC)C1=O
CNP0528146.1,COc1ccc(NC(=O)C2CN(S(=O)(=O)C3CC3)CC23CCCCC3)c(OC)c1
CNP0528146.2,COc1ccc(NC(=O)C2CN(S(=O)(=O)C3CC3)CC23CCCCC3)c(OC)c1
CNP0528147.1,CCCCCC=CCC=CCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCC=CCCCCCCCC
CNP0528148.1,O=C(NCC1CC2N=C(O)NC2(O)O1)c1cc(Br)c[nH]1
CNP0528149.1,CC1=CC(=O)OC2CC3OC4CC(C)C5OC6CC7OC8(C)CC=CC9OC%10CC%11OC(C(CO)[S+]([O-])CC(N)C(=O)O)CC(O)C%11(C)OC%10CC9OC8CC7(C)OC6(C)CCC5OC4CC3(C)OC12
CNP0528150.1,O=C1C2Cc3c([nH]c4ccccc34)C(c3cccc([N+](=O)[O-])c3)N2C(=O)CN1Cc1ccc(Cl)cc1
CNP0528150.2,O=C1C2Cc3c([nH]c4ccccc34)C(c3cccc([N+](=O)[O-])c3)N2C(=O)CN1Cc1ccc(Cl)cc1
CNP0528150.3,O=C1C2Cc3c([nH]c4ccccc34)C(c3cccc([N+](=O)[O-])c3)N2C(=O)CN1Cc1ccc(Cl)cc1
CNP0528150.4,O=C1C2Cc3c([nH]c4ccccc34)C(c3cccc([N+](=O)[O-])c3)N2C(=O)CN1Cc1ccc(Cl)cc1
CNP0528151.1,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC
CNP0528151.2,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC
CNP0528152.1,COC(=O)NC1C(C)OC(OC2CC=C(C)C3C=CC4C(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(OC)C(C)O7)C(C)O6)C(C)O5)C(C)CC(C)C4C3(C)C(=O)C3=C(O)C4(CC(C)C(C=O)=CC4C=C2C)OC3=O)CC1(C)[N+](=O)[O-]
CNP0528152.2,COC(=O)NC1C(C)OC(OC2CC=C(C)C3C=CC4C(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(OC)C(C)O7)C(C)O6)C(C)O5)C(C)CC(C)C4C3(C)C(=O)C3=C(O)C4(CC(C)C(C=O)=CC4C=C2C)OC3=O)CC1(C)[N+](=O)[O-]
CNP0528153.1,CCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C
CNP0528153.2,CCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C
CNP0528154.1,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCC(C)C
CNP0528154.2,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCC(C)C
CNP0528155.1,O=C(C=Cc1ccc(O)cc1)OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(O)C(O)C1O
CNP0528155.2,O=C(C=Cc1ccc(O)cc1)OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(O)C(O)C1O
CNP0528155.3,O=C(C=Cc1ccc(O)cc1)OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(O)C(O)C1O
CNP0528157.1,COc1ccc(CC(Cc2ccc3c(c2)OCO3)NC(=O)NCCC(C)C)cc1
CNP0528157.2,COc1ccc(CC(Cc2ccc3c(c2)OCO3)NC(=O)NCCC(C)C)cc1
CNP0528159.1,CC1(C)CC2=C(CO)CC3(O)CCC(C)(O3)C2C1
CNP0528160.1,CC1(CC(NC(=O)c2cc(Br)c[nH]2)C(=O)O)CN=CN1
CNP0528160.2,CC1(CC(NC(=O)c2cc(Br)c[nH]2)C(=O)O)CN=CN1
CNP0528161.0,CCOc1ccc(OCC)c(NC(=O)C2=C(C)C(=O)OC23CCN(C(C)C)CC3)c1
CNP0528162.0,COc1cc(C2=NC(=O)C(c3c[nH]c4ccccc34)=C2)cc(OC)c1O
CNP0528163.1,CCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(COC2OC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)C(O)C2O)C(O)C(O)C1O)C(O)C=CCCCCCCCCCCC(C)C
CNP0528163.2,CCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(COC2OC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)C(O)C2O)C(O)C(O)C1O)C(O)C=CCCCCCCCCCCC(C)C
CNP0528164.0,CC(=O)OC(C)C=O
CNP0528165.1,CC(C)=C1CCc2ccc(cc2)C2CCC(c3cccc(Cc4ccccc4)c3)CC2CC(=O)OC2c3c(ccc4c(CO)cc(=O)oc34)OC(C)(CCCc3ccccc3)C2OC1=O
CNP0528166.1,O=C(Oc1c(O)c(O)c2c3c1C(O)C(OC3=O)C1OC(=O)c3c(c(O)c(O)c(O)c3-2)-c2c(cc(O)c(O)c2O)C(=O)OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC21)c1cc(O)c(O)c(O)c1
CNP0528167.1,CCC(C)C1C(=O)OCC(NC(=O)c2cnc3ccccc3n2)C(=O)NC(C)C(=O)N(C)C2C(=O)N(C)C(C(C)CC)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N(C)C(C[S+]([O-])C2SC)C(=O)N1C
CNP0528167.2,CCC(C)C1C(=O)OCC(NC(=O)c2cnc3ccccc3n2)C(=O)NC(C)C(=O)N(C)C2C(=O)N(C)C(C(C)CC)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N(C)C(C[S+]([O-])C2SC)C(=O)N1C
CNP0528168.1,CCNC1COC(OC2C(OC3c4ccccc4C4(O)CC(=O)C(NC(=O)OC)C35SCC=C45)OC(C)C(NOC3CC(O)C(SC(=O)c4c(C)c(Br)c(OC5OC(C)C(O)C(OC)C5O)c(OC)c4OC)C(C)O3)C2O)CC1OC
CNP0528169.0,COc1ccc2[nH]c3c(c2c1)CN(C(=O)CCC1C(O)=Nc2ccccc21)CC3
CNP0528170.0,COc1ccc(Cl)cc1S(=O)(=O)N1CCC2(CC1)Nc1cc(C)ccc1-n1cccc12
CNP0528171.1,C=C1CCCC2(C)C1CCC1(C)OC3=C(CC12)C(=O)C(OCC)=CC3=O
CNP0528172.1,CCOC(=O)C(CSC(=O)C(C)(C)CO[N+](=O)[O-])NC(C)=O
CNP0528173.1,CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O
CNP0528174.0,CCOc1ccc(S(=O)(=O)N2CCC3(CC2)Nc2cc(OC)ccc2-n2cccc23)cc1
CNP0528175.1,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OCCCCCCCCCCCCCCCCCC
CNP0528176.1,CCCC1N=C(O)c2csc(n2)C(C)N=C(O)C(C(C)C)N(C)C(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(C(C)C)OC(=O)C1C
CNP0528177.1,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC
CNP0528177.2,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC
CNP0528178.1,CCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCCCCCCCC(C)C
CNP0528178.2,CCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCCCCCCCC(C)C
CNP0528179.0,COc1cccc(C2CC(=O)c3c(OC)cc(OC)c(O)c3O2)c1
CNP0528180.0,CCCCc1ccccc1C(N)=O
CNP0528181.0,COC1c2c(cc(C)c(CCO)c2C)CC1(C)C
CNP0528182.0,Cn1c(=O)c2c(nc(NCCOCCO)n2Cc2ccccc2Br)n(C)c1=O
CNP0528184.1,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC=CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C
CNP0528185.0,C[N+]1(C)C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2
CNP0528186.1,COc1ccc(OC)c(CN2C(=O)c3ccccc3C2C(=O)NCCc2ccccc2)c1
CNP0528186.2,COc1ccc(OC)c(CN2C(=O)c3ccccc3C2C(=O)NCCc2ccccc2)c1
CNP0528187.1,CC(C)c1ccc2c(c1)NC(=O)CC1CCN(Cc3ccc(O)c(O)c3)CC1CCO2
CNP0528188.0,CC(=O)c1ccc(O)c(C(=O)O)c1
CNP0528189.0,COc1c(C)c(O)cc(O)c1C(=O)C(C)C
CNP0528190.0,O=c1c2c(nc(SCc3ccccc3)n1-c1ccccc1)-c1ccccc1CC21CCCCC1
CNP0528192.1,CC1N=C(O)c2csc(n2)C(C)N=C(O)C2N=C(OC2C)C(Cc2ccccc2)N=C(O)c2csc1n2
CNP0528193.0,CCN(CC)CCn1c(-c2ccccc2)noc1=N
CNP0528194.1,CC=C(C)C(=O)C(C)C(O)CC
CNP0528195.1,O=C(O)CCCCc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1
CNP0528196.0,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCc1ccccc1
CNP0528197.1,CCC(C)CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)C
CNP0528197.2,CCC(C)CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)C
CNP0528199.1,CC=C(C)C(=O)NC(C)C(=O)OC1CC=CC=CC=CC(OC)CC(=O)Nc2cc(O)cc(c2)CCC=C(C)C(O)C1C
CNP0528199.2,CC=C(C)C(=O)NC(C)C(=O)OC1CC=CC=CC=CC(OC)CC(=O)Nc2cc(O)cc(c2)CCC=C(C)C(O)C1C
CNP0528199.3,CC=C(C)C(=O)NC(C)C(=O)OC1CC=CC=CC=CC(OC)CC(=O)Nc2cc(O)cc(c2)CCC=C(C)C(O)C1C
CNP0528200.1,CC(=O)OCC1OC(c2c(O)c(C3OC(CO)C(O)C(O)C3O)c3oc(-c4ccc(O)cc4)cc(=O)c3c2O)C(O)C(O)C1O
CNP0528201.0,CCCCCCCCCCCCCCCCCC(=O)NCCSc1ccccc1C
CNP0528202.1,CCc1ccccc1NC(=O)N1CCC2(C1)Nc1cccnc1NC2=NC(C)(C)C
CNP0528202.2,CCc1ccccc1NC(=O)N1CCC2(C1)Nc1cccnc1NC2=NC(C)(C)C
CNP0528203.0,COc1ccc(C(=O)N2CCC3(CC2)Nc2ccc(C)c(C)c2-n2cccc23)c(OC)c1
CNP0528204.0,COc1ccccc(=O)c1O
CNP0528205.1,CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC
CNP0528205.2,CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC
CNP0528206.1,[C-]#[N+]C1(C)CCC2C(C)CC3CC(C)(C)CC4=CCC1C2C43
CNP0528206.2,[C-]#[N+]C1(C)CCC2C(C)CC3CC(C)(C)CC4=CCC1C2C43
CNP0528207.0,COC(=O)c1ccc(Oc2coc3c4c(ccc3c2=O)OCN(Cc2ccc(OC)cc2)C4)cc1
CNP0528208.1,O=C(O)CC(=O)OCC1OC(Oc2cc3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O
CNP0528208.2,O=C(O)CC(=O)OCC1OC(Oc2cc3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O
CNP0528210.0,CC(C)=CCC1=CCC(=O)C1O
CNP0528211.1,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCC
CNP0528211.2,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCC
CNP0528212.1,O=C(O)C1CSC(c2ccccc2O)N1
CNP0528213.0,COc1cc(-c2oc3cc(OC)c(O)c(O)c3c(=O)c2O)ccc1O
CNP0528214.0,COCc1cc(=O)c(O)c(-c2[nH]c(-c3cccc(OC)c3O)nc2-c2ccc(OC)cc2)o1
CNP0528215.1,NC(N)c1cc2c3cc1CSSCC1CCC(CCCCC(O)C4CCCC4)(C=CC(=O)CCc4ccc(O)c(c4)OCCc4ccc(O)c(c4)C3CC(=O)C3C=CN=C3CC#C2)C1
CNP0528216.0,Cc1ccc2c(c1)NC1(CCN(C(=O)c3ccccc3Cl)CC1)c1cccn1-2
CNP0528217.0,CCCSSSSSC
CNP0528218.0,COc1ccc(-c2nc3ccccc3c3c2c2ccccc2n3S(=O)(=O)c2ccccc2)cc1
CNP0528219.1,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCCCC
CNP0528219.2,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCCCC
CNP0528220.0,Cc1ccc(S(=O)(=O)NCCCc2ccccc2)c2nsnc12
CNP0528221.0,COc1ccc(-n2c(=O)c3ccc(C(=O)NCCc4ccccc4)cc3n(CC(=O)NC3CCCCC3)c2=O)cc1
CNP0528222.1,C=C1CCC2(O)CC3CC(C)(C)C(O)C3C12C
CNP0528223.0,Cc1ccc(C)c2c(N)c3c([nH+]c12)CC(C)(C)CC3=O
CNP0528224.1,CCCC1(O)CC(O)C(C)C(C(C)C2CC=CC=CC(O)C(=O)C(C)=CC=CC(C)=CC(O)C(C)=CCC(=O)O2)O1
CNP0528224.2,CCCC1(O)CC(O)C(C)C(C(C)C2CC=CC=CC(O)C(=O)C(C)=CC=CC(C)=CC(O)C(C)=CCC(=O)O2)O1
CNP0528224.3,CCCC1(O)CC(O)C(C)C(C(C)C2CC=CC=CC(O)C(=O)C(C)=CC=CC(C)=CC(O)C(C)=CCC(=O)O2)O1
CNP0528225.1,CCCCC(OP(=O)(O)O)C(=O)NC(CC(C)C)C(=O)Nc1ccc([N+](=O)[O-])cc1
CNP0528226.1,CCOC1OC(=O)CC1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12
CNP0528227.0,Cc1oc2cc3oc(=[N+]O)cc(C)c3cc2c1C
CNP0528228.0,CC(=O)Oc1c(-c2ccccc2)n(C(C)=O)c2cc([N+](=O)[O-])ccc12
CNP0528229.1,NC(N)=NCC(=CC(=O)O)C(CCC(CCCC(N)CCCCCCO)c1ccc2ccccc2c1)NC1=NC=CC1
CNP0528230.1,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC
CNP0528230.2,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC
CNP0528231.1,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C
CNP0528231.2,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C
CNP0528232.1,C=C(CCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC)C(C)(C)C1CC3)C(C)C
CNP0528233.0,C=CCCCCCCCCCCC1(O)C=CC2=[N+](CCCCCNC(=N)N)CCCN21
CNP0528234.0,C[CH2][Hg][S]c1ccccc1C(=O)[O][Na]
CNP0528235.0,CC(C)(O)C(O)Cc1c(O)cc(O)c(C(=O)c2ccccc2)c1O
CNP0528236.1,COc1c(O)c(O)c(CO)c(C2CC(O)C3CCC(c4ccc(O)c(C5C=CCC(C)C5)c4)CC3O2)c1CC1=CN=CC1
