identifier,canonical_smiles
CNP0262655.1,CCCOC(=O)C1=C(C)NC(=O)NC1c1cccc(OC)c1OC
CNP0262655.2,CCCOC(=O)C1=C(C)NC(=O)NC1c1cccc(OC)c1OC
CNP0262656.0,CC(C)(O)C1=CC2=CC3Oc4c(C(C)(C)O)cc5c(c4OC34C(C)(C)CCCC4(C)C2=C(O)C1=O)CC1=CCCC(C)(C)C1CC5O
CNP0262658.1,C=C(C)C1CC=C(C)C(CCC2C(=C)CCC3C(C)(C)C(=O)CCC23C)C1(C)CCC(=O)O
CNP0262658.2,C=C(C)C1CC=C(C)C(CCC2C(=C)CCC3C(C)(C)C(=O)CCC23C)C1(C)CCC(=O)O
CNP0262661.0,Cc1oc2c(C)c3oc(=O)c(CC(=O)NCCCn4ccnc4)c(C)c3cc2c1C
CNP0262662.0,O=C(CCc1ccc(O)cc1)n1cccc1
CNP0262663.0,COc1cc(C2CC(=O)Oc3c2c(C)cc2oc(=O)cc(-c4ccccc4)c32)ccc1O
CNP0262665.0,C=CCc1c(OCC(=O)O)ccc2nc3n(c(=O)c12)CCCCC3
CNP0262666.0,Cc1cccc2sc3nncn3c12
CNP0262667.1,COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(OC)CC(OC(=O)C=CC(=O)NC3=C(O)CCC3=O)C(C)C(C(C)C)O2)OC1=O
CNP0262667.2,COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(OC)CC(OC(=O)C=CC(=O)NC3=C(O)CCC3=O)C(C)C(C(C)C)O2)OC1=O
CNP0262667.3,COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(OC)CC(OC(=O)C=CC(=O)NC3=C(O)CCC3=O)C(C)C(C(C)C)O2)OC1=O
CNP0262667.4,COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(OC)CC(OC(=O)C=CC(=O)NC3=C(O)CCC3=O)C(C)C(C(C)C)O2)OC1=O
CNP0262668.0,O=c1c(C2=CCCC(O)C2O)coc2cc(O)cc(O)c12
CNP0262669.1,COC12CC3OC(C)(C1O)C1(O2)C(C)OC(O)CC31OC
CNP0262670.1,COc1c(O)cc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1CC=C(C)C
CNP0262671.1,CC(=O)C1(C)CCC2(C)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C21
CNP0262672.0,COn1cc(C(=O)N=C(SC)SC)c2ccccc21
CNP0262674.0,Cc1ccc(C(=O)O)cc1O
CNP0262676.1,COc1c(C)c(O)c2c(c1CC=C(C)C)OCC(c1ccc(O)cc1O)C2=O
CNP0262677.1,CC(=O)N1CC2COCCN2C2(C1)CN(C(=O)c1ccccc1)C2
CNP0262678.1,CC1=CCCC2(C)C=Cc3c(cc4c(c3CC(C)=CCC1)OCO4)O2
CNP0262678.2,CC1=CCCC2(C)C=Cc3c(cc4c(c3CC(C)=CCC1)OCO4)O2
