identifier,canonical_smiles
CNP0297022.1,CCC(C)C1=C(OC)C(=O)C(C)(CC)C(=O)C1=CN
CNP0297022.2,CCC(C)C1=C(OC)C(=O)C(C)(CC)C(=O)C1=CN
CNP0297023.1,CC1CC(=O)C2(O)C13CC1OC(O)(OCC2(C)C1(C)O)C3O
CNP0297025.1,C=C1CC(OC(C)=O)C=C(C)CCC2C(C(OC(C)=O)C(C=C(C)C)OC(C)=O)=COC(OC(C)=O)C12
CNP0297025.2,C=C1CC(OC(C)=O)C=C(C)CCC2C(C(OC(C)=O)C(C=C(C)C)OC(C)=O)=COC(OC(C)=O)C12
CNP0297025.3,C=C1CC(OC(C)=O)C=C(C)CCC2C(C(OC(C)=O)C(C=C(C)C)OC(C)=O)=COC(OC(C)=O)C12
CNP0297026.0,Cc1cc2c(cc1O)[nH]c1ccc3c(c12)C=CC(C)(C)O3
CNP0297027.1,CNC1CC(C)OC(OC2C(C)CC(C)C(=O)C=CC(C)C(C(C)O)OC(=O)C2C)C1O
CNP0297028.1,COc1ccc(-c2coc3c4c(cc(O)c3c2=O)OC(=O)CC4c2cc3cccc4c3n(c2=O)CCC4)cc1
CNP0297028.2,COc1ccc(-c2coc3c4c(cc(O)c3c2=O)OC(=O)CC4c2cc3cccc4c3n(c2=O)CCC4)cc1
CNP0297029.1,COc1c(O)ccc(C2c3ccc(O)cc3CC(c3ccc(O)c(O)c3)C2O)c1O
CNP0297029.2,COc1c(O)ccc(C2c3ccc(O)cc3CC(c3ccc(O)c(O)c3)C2O)c1O
CNP0297030.1,COC1=CC2(C)CCC(C(C)C)=CC2=CC1=O
CNP0297031.0,O=S(=O)(O)OCCc1cc(O)c(O)c(Br)c1
CNP0297033.1,CC(C)CC(=O)OC1OC=C(COC2OC(CO)C(O)C(O)C2O)C2CC(OC(=O)C=Cc3ccc(O)cc3)C(O)(CO)C12
CNP0297033.2,CC(C)CC(=O)OC1OC=C(COC2OC(CO)C(O)C(O)C2O)C2CC(OC(=O)C=Cc3ccc(O)cc3)C(O)(CO)C12
CNP0297033.3,CC(C)CC(=O)OC1OC=C(COC2OC(CO)C(O)C(O)C2O)C2CC(OC(=O)C=Cc3ccc(O)cc3)C(O)(CO)C12
CNP0297033.4,CC(C)CC(=O)OC1OC=C(COC2OC(CO)C(O)C(O)C2O)C2CC(OC(=O)C=Cc3ccc(O)cc3)C(O)(CO)C12
CNP0297033.5,CC(C)CC(=O)OC1OC=C(COC2OC(CO)C(O)C(O)C2O)C2CC(OC(=O)C=Cc3ccc(O)cc3)C(O)(CO)C12
CNP0297033.6,CC(C)CC(=O)OC1OC=C(COC2OC(CO)C(O)C(O)C2O)C2CC(OC(=O)C=Cc3ccc(O)cc3)C(O)(CO)C12
CNP0297034.1,CC1(C)CC(NC(=O)COc2cc(O)c3c(c2)OC(C)(C)CC3=O)CCO1
CNP0297034.2,CC1(C)CC(NC(=O)COc2cc(O)c3c(c2)OC(C)(C)CC3=O)CCO1
CNP0297035.1,CCCCCCC=CCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(O)C=CCCCCCCCCCCC
CNP0297036.1,COc1cccc2c1C(=O)OC(c1ccc(O)cc1)C2
CNP0297037.0,COC1OC(C(O)C(C)(C)OC)CC1C1CC=C2C1(C)CCC1C3(C)CCC(O)C(C)(C)C3CC(O)C21C
CNP0297038.1,CC12CCC3C(CCC4=CC(=O)CCC43O)C1CC(O)C2
CNP0297039.0,COc1ccccc1-c1cncnc1-c1ccc(OCc2c(Cl)cccc2Cl)cc1O
CNP0297040.1,CC(=O)OC1CC2C(C)(C)OC(=O)CCC2(C)C2CCC3(C)OC4(CC3C12C)c1ccccc1N1C(=O)C(C)NC14
CNP0297041.1,CC(=CCC=C(C)C1CNC(C(=O)O)C1CC(=O)O)C(=O)O
CNP0297041.2,CC(=CCC=C(C)C1CNC(C(=O)O)C1CC(=O)O)C(=O)O
CNP0297041.3,CC(=CCC=C(C)C1CNC(C(=O)O)C1CC(=O)O)C(=O)O
CNP0297041.4,CC(=CCC=C(C)C1CNC(C(=O)O)C1CC(=O)O)C(=O)O
CNP0297042.1,CC(C)=CCC(=O)C1(C)CCCC(=CCCC=C2CCCC(C)(C(=O)CC=C(C)C)C2O)C1O
CNP0297042.2,CC(C)=CCC(=O)C1(C)CCCC(=CCCC=C2CCCC(C)(C(=O)CC=C(C)C)C2O)C1O
CNP0297042.3,CC(C)=CCC(=O)C1(C)CCCC(=CCCC=C2CCCC(C)(C(=O)CC=C(C)C)C2O)C1O
CNP0297044.0,COc1c2c(cc3c1C(c1c(O)n(-c4ccc(Br)cc4)c(=O)[nH]c1=O)N(C)CC3)OCO2
CNP0297045.1,CCC(C)c1cc(C)c(C)cn1
CNP0297046.0,COc1c(C(C)C)cc2c(c1O)C1C(C(=O)O)CCC(C)(C)C1CC2
CNP0297047.1,COc1cc(OC)c2c(c1)C(=O)c1cc(O)c(C3CCCC(C)O3)c(O)c1C2=O
CNP0297048.0,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C=O)cccc12
CNP0297051.1,CC1(C)CCC2(C=O)C(O)CC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1
CNP0297052.1,CC(=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CCC=C(C)CCC(=O)O
CNP0297053.0,COc1ccc2occ(C3CC(=O)Oc4c3c(=O)oc3ccccc43)c(=O)c2c1
CNP0297055.1,CC(C)CC(C)C(C)C
