identifier,canonical_smiles
CNP0336654.1,COC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(Cl)c(Cl)c1
CNP0336655.1,O=C(NC(=S)N1CC2CC(C1)c1cccc(=O)n1C2)c1cccs1
CNP0336655.2,O=C(NC(=S)N1CC2CC(C1)c1cccc(=O)n1C2)c1cccs1
CNP0336656.0,CNC(C)C1CCC(N)C(OC2CC(OC3OCC(C)(O)C(NC)C3O)C(N)CC2N)O1
CNP0336657.0,C=C(C)C1CCC2(C)C3=CCC4C5(C)CCC(C(=O)CCCCCCCCCCCCCCCC)C(C)(C)C5CCC4(C)C3(C)CCC12
CNP0336658.1,COC1C=CC=C(C)Cc2cc(O)c(Cl)c(c2)N(C)C(=O)CC(O)C2(C)OC2C(C)C2CC1(O)N=C(O)O2
CNP0336660.1,COc1cccc(OC)c1C(=O)NC(=S)N1CC2CC(C1)c1cccc(=O)n1C2
CNP0336660.2,COc1cccc(OC)c1C(=O)NC(=S)N1CC2CC(C1)c1cccc(=O)n1C2
CNP0336660.3,COc1cccc(OC)c1C(=O)NC(=S)N1CC2CC(C1)c1cccc(=O)n1C2
CNP0336661.0,COc1cc(-c2nc(-c3ccccn3)no2)cc(OC)c1OC
CNP0336662.1,COc1ccc(-c2n[nH]c(C)c2CC(=O)N2CCCC3=CC4CC(CN5CCCCC45)C32)cc1
CNP0336663.1,CCC1OC(=O)CC(OC(C)=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1C
CNP0336665.0,CCCCC1(CCN(C(C)=O)C2CCOC(C)(C)C2)CCOC(C)(C)C1
CNP0336666.0,CCOC(=O)C=CN(C)C
CNP0336667.1,CNC(=O)C1Cc2ccccc2CN1C(=O)CCCCCn1cccc1
CNP0336668.1,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)C(O)C(C)=CC3CCC(O)C(O)C3)CC1=O)C(C)CC2OC
CNP0336669.1,CC=CC1=CC(=O)C(Cl)C1(O)C(=O)O
CNP0336671.0,COc1cc(OC)c2ccc(=O)oc2c1CC(C)(C)C=O
CNP0336672.1,C=C1C(OC(=O)C=Cc2ccccc2)CCC2(C)C(O)C(O)C3=C(C)C(=O)CC(O)(C(OC(C)=O)C12)C3(C)C
CNP0336673.0,CCc1c(C)c2ccc(OCC(=O)c3ccc(Br)cc3)c(C)c2oc1=O
CNP0336675.1,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
CNP0336677.1,COc1cc(NC(C)CCCN)c2ncccc2c1
CNP0336677.2,COc1cc(NC(C)CCCN)c2ncccc2c1
CNP0336678.1,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
CNP0336678.2,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
CNP0336678.3,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
CNP0336678.4,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
CNP0336678.5,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
CNP0336678.6,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
CNP0336678.7,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
CNP0336680.1,CC12C(=O)C=CCC1=CCC1C2C2CC3(O)C(=O)OC4(C)C5CC6(C)C(COC17OC34C6C27O)C(=O)O5
CNP0336680.2,CC12C(=O)C=CCC1=CCC1C2C2CC3(O)C(=O)OC4(C)C5CC6(C)C(COC17OC34C6C27O)C(=O)O5
CNP0336681.1,COC1C(O)C(C)OC(OC2CCC3(C)C(C2)C(OC(C)=O)CC2(O)C3CCC3(C)C(c4ccc(=O)oc4)CCC32O)C1O
CNP0336681.2,COC1C(O)C(C)OC(OC2CCC3(C)C(C2)C(OC(C)=O)CC2(O)C3CCC3(C)C(c4ccc(=O)oc4)CCC32O)C1O
CNP0336682.1,Cc1coc2c1c(C)cc1oc(=O)c(CC(=O)NCC(O)CO)c(C)c12
CNP0336682.2,Cc1coc2c1c(C)cc1oc(=O)c(CC(=O)NCC(O)CO)c(C)c12
CNP0336683.1,COc1ccccc1C1(C)CCCC(C)(C(=O)O)C1CC(=O)O
CNP0336684.1,CCC(OCOC)C1(C)OC(C)(C)OC1C(C)C(OC(=O)OC)C(C)CC1(C)OC(C)(C)OC1C(C)C=O
CNP0336686.1,O=C1OC(O)(Cc2ccc(O)cc2)C(c2ccc(O)cc2)=C1O
CNP0336687.1,COc1cccc2c1C(O)C13C=CC4=C(C(=O)CC(C)(O)C4)C1(O3)C2O
CNP0336688.0,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1
CNP0336689.0,CCC(C)C1OC2(CC3CC(CC=C(C)C(OC4CC(OC)C(OC5CC(OC)C(O)C(C)O5)C(C)O4)C(C)C=CC=C4COC5C(OC)C(C)=CC(C(=O)O3)C45O)O2)C(O)C(O)C1C
CNP0336693.1,C=C(CC=C(C)CCC=C(C)C)CCC(C)(C)C=CCCC(C)=CCCOC(=O)C(O)COP(=O)(O)OC1OC(C(=O)O)C(C)(O)C(OC(N)=O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(OC2OC(C)C(OC3OC(C(=O)NC4=C(O)CCC4=O)C(O)C(O)C3O)C(O)C2NC(C)=O)C(O)C1NC(C)=O
CNP0336694.1,Cc1c(Cc2ccccc2)c(=O)oc2c3c(cc(OCC(=O)NCC4CCCN5CCCCC45)c12)OC(C)(C)CC3
CNP0336695.0,O=C(C=Cc1ccccc1)C=Cc1ccccc1
CNP0336696.1,CC(CCc1ccco1)NC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1
CNP0336696.2,CC(CCc1ccco1)NC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1
CNP0336697.1,CC(C)C(NC(=O)CCn1ccc2cc(OCc3ccccc3)ccc21)C(=O)O
CNP0336699.1,C=CC(C)(CCC1C(C)(O)CCC2C(C)(COC3OC(C)C(O)C(O)C3O)CCCC12C)OC1OC(C)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O
CNP0336700.0,CCOC(N)=O
CNP0336702.0,COS(C)(=O)=O
CNP0336703.1,CC=C(CCC(C)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C)C(C)C
CNP0336705.0,COc1c(C)c(O)c(C(C)=O)c(O)c1CC1=C(O)C(C)(C)C(O)=C(C(C)=O)C1=O
CNP0336706.1,CCSCCC(NC(=O)Cc1c(C)c2ccc(O)c(C)c2oc1=O)C(=O)O
CNP0336709.1,CCCOc1ccc(C2CN3C(=O)CN(C4CC4)C(=O)C3(C)c3[nH]c4ccccc4c32)cc1OCC
CNP0336711.0,CCCCC1C(=O)OC(C(C)C(O)CCCNC(=N)N)C(C)C=C(C)CCCCC(O)CC(O)CC(O)CC(O)CC(O)CC=C(C)C(O)CC(O)CCCC(O)CCC(C)C1O
CNP0336712.0,CCCc1cc(=O)oc2cc3occ(C)c3cc12
CNP0336713.1,COC1CCC(OC2C(C)C(O)(C(C)C(=O)O)OC(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)C(OC)C6C)O5)O3)C(OC)C4C)C2(C)OC)OC1C
CNP0336714.1,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O
CNP0336714.2,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O
CNP0336715.1,CC(=O)OC1CC2C3=C(C(C)C)CCC3(C)CCC2(C)C(O)C=C1CO
CNP0336715.2,CC(=O)OC1CC2C3=C(C(C)C)CCC3(C)CCC2(C)C(O)C=C1CO
CNP0336716.0,COc1ccc2[nH]c3c(N4CCCC4)ncnc3c2c1
CNP0336718.1,CCOC(=O)c1ccc(NC(=O)C2(C)Cc3ccccc3C(=O)O2)cc1
CNP0336718.2,CCOC(=O)c1ccc(NC(=O)C2(C)Cc3ccccc3C(=O)O2)cc1
CNP0336719.0,CCCCCCC(=O)c1oc(OC)c(C)c(=O)c1C
CNP0336721.1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl
CNP0336721.2,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl
CNP0336721.3,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl
CNP0336722.1,COC(=O)C1C(C)OC2(C)CC(O)C3OC12OC(C(C)C=C(C)C=CC(=O)C1=C(O)CN=C1O)C3C
CNP0336723.1,CC(C)C(O)C(O)C(C)C
CNP0336724.0,CCCCCC1C(=O)OC(C(C)C(O)CCCNC(=N)N)C(C)C=C(C)CCCCC(O)CC(O)CC(O)CC(O)CC(O)C(O)C=C(C)C(O)CC(O)CCCC(O)CCC(C)C1O
CNP0336725.0,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)c(OC)c1O
CNP0336726.2,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
CNP0336726.4,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
CNP0336727.0,O=Cc1cc2cc3c(cc2[nH]c1=O)OCCO3
CNP0336728.0,CCOC1(C)CC2=C(CO1)C(=O)c1c(O)cc(OC)c(O)c1C2=O
CNP0336730.1,CC1(C)C(Cc2cc(CN3CCCCC3)on2)CC1NC(=O)c1ccco1
CNP0336731.1,CC1CC2Cc3ncc(-c4ccc5c(n4)C(=O)C4CC(C)CC56NCCCC46)cc3C3(C1)NCCCC23
CNP0336733.1,CC1=CC(CNC(=O)CCC(=O)O)C(C(C)C)CC1Cc1nc2c(C)cccc2[nH]1
CNP0336734.0,COc1ccc(OC)c(C(=O)c2coc3ccc(OCC(=O)O)cc23)c1
