identifier,canonical_smiles
CNP0569083.1,Cc1nccc(OC2C(=O)N(C)C3CN(CC4CCOCC4)CC23)n1
CNP0569084.1,CCC(C)C1=C(O)[N+]2([O-])Oc3ccc(-c4c(O)c(O)c(-c5ccc(OC(C)=O)cc5)c(OC(C)=O)c4OC(C)=O)cc3OC2(C(C)CC)C(=O)N1O
CNP0569084.2,CCC(C)C1=C(O)[N+]2([O-])Oc3ccc(-c4c(O)c(O)c(-c5ccc(OC(C)=O)cc5)c(OC(C)=O)c4OC(C)=O)cc3OC2(C(C)CC)C(=O)N1O
CNP0569084.3,CCC(C)C1=C(O)[N+]2([O-])Oc3ccc(-c4c(O)c(O)c(-c5ccc(OC(C)=O)cc5)c(OC(C)=O)c4OC(C)=O)cc3OC2(C(C)CC)C(=O)N1O
CNP0569084.4,CCC(C)C1=C(O)[N+]2([O-])Oc3ccc(-c4c(O)c(O)c(-c5ccc(OC(C)=O)cc5)c(OC(C)=O)c4OC(C)=O)cc3OC2(C(C)CC)C(=O)N1O
CNP0569085.1,CC1N=C(O)C(C)N=C(O)C(NC(=O)C(CCCCN)NC(=O)C(CCCN(O)C=O)NC(=O)C(CC(N)=O)NC(=O)C2CCNc3c(NC(=O)CCC(=O)C(=O)O)cc4cc(O)c(=O)cc-4n32)C(C)OC(=O)C(CCCCN)N=C(O)C(CCCN(O)C=O)N=C1O
CNP0569086.0,CCCCCCCCOn1cc(CC(=O)Nc2ccccc2Cl)c2ccccc21
CNP0569088.1,CCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCCCCC(C)C
CNP0569088.2,CCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCCCCC(C)C
CNP0569089.1,CC(C)c1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(CCc2ccccc2Cl)C4C(=O)NC2CCCCC2C)cc1
CNP0569089.2,CC(C)c1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(CCc2ccccc2Cl)C4C(=O)NC2CCCCC2C)cc1
CNP0569089.3,CC(C)c1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(CCc2ccccc2Cl)C4C(=O)NC2CCCCC2C)cc1
