identifier,canonical_smiles
CNP0000002.0,CC=C(N=CS)C(=O)OC1C(COC(C)=O)OC(C2(O)CC(=O)C(N)=C(C(=O)O)C2=O)C(O)C1OC1CC(OC)C(O)C(C)O1
CNP0000003.1,COc1cc(C)cc2c1C(=O)OC1C(O)C=CC3c4c(cc(OC)c5c4C(=O)c4c(OC)ccc(OC)c4C5=O)CC31C2O
CNP0000004.1,COc1cc(C)cc2c1C(=O)OC1C(O)C=CC3c4c(cc(OC)c5c4C(=O)c4cccc(O)c4C5=O)CC31C2O
CNP0000005.1,CC1(C)CC2C(OC(=O)c3ccccc3)C(OC(=O)c3ccccc3)CC(C)(CCOC(=O)C(C)(C)C)C2C1
CNP0000006.1,COc1cc(C)cc2c1C(=O)OC1C(O)C=CC3c4c(cc(O)c5c4C(=O)c4cccc(O)c4C5=O)CC31C2O
CNP0000007.0,CC1OC(=O)C2(C(C)CCC(O)C2O)C1O
CNP0000008.1,CC(=O)Oc1cc(C)cc2c1C(=O)OC1C(OC(C)=O)C=CC3c4c(cc(OC(C)=O)c5c4C(=O)c4c(OC(C)=O)ccc(OC(C)=O)c4C5=O)CC31C2OC(C)=O
CNP0000009.1,CC(=O)OCCC1(C)CC(OC(C)=O)C(OC(C)=O)C2CC(C)(C)CC21
CNP0000010.1,CC1(C)CC2C(O)C(=O)CC(C)(CC=O)C2C1
CNP0000011.0,COc1cccc2c1C(=O)c1c(OC)cc3c(c1C2=O)C1C=CC(=O)C2(O)C(=O)c4c(OC)cc(C)cc4C(=O)C12C3
CNP0000012.0,Cc1cc(O)c2c(c1)C(=O)C13Cc4cc(O)c5c(c4C1C=CC(=O)C3(O)C2=O)C(=O)c1cccc(O)c1C5=O
CNP0000013.1,COc1ccc(C2Oc3c(I)c(OC)cc(OC)c3CC2OC)cc1OC
CNP0000014.1,COc1c(C)c(OC(C)=O)c(I)c2c1CCC(c1ccccc1)O2
CNP0000015.1,COc1cc(OC(C)=O)c(I)c2c1CCC(c1ccccc1)O2
CNP0000016.1,COc1c(Cl)c(OC(C)=O)c(Cl)c2c1CCC(c1ccccc1)O2
CNP0000017.0,C=C(c1cc(-c2cc3cc(C=CC)ccc3o2)c(OC)cc1OC(C)=O)c1cc(C=CC)ccc1OC(=O)c1ccc(O)cc1
CNP0000018.0,C=C(c1cc(C=CC)ccc1O)c1cc(-c2cc3cc(C=CC)ccc3o2)c(OC)cc1O
