identifier,canonical_smiles
CNP0163521.0,CCc1cc(=O)oc2c(C)c(OC(=O)CCNS(=O)(=O)c3ccc(C)cc3)ccc12
CNP0163523.1,COc1ccc2[nH]c3c(c2c1)CCCC3NC(=O)CC(c1cc(OC)c(OC)c(OC)c1)c1c(O)cc2c(c1O)C(=O)OC(C)CCCC(=O)CCCC=C2
CNP0163524.1,CC(=O)OC(CC(C)C)CC(C)c1ccc(C)cc1O
CNP0163525.0,O=C(O)CCCCCCCC=CCCCCCCCCO
CNP0163526.1,CC(CO)c1cc2c(c(O)c1O)C1(C)CCCC(C)(C)C1=C(O)C2=O
CNP0163526.2,CC(CO)c1cc2c(c(O)c1O)C1(C)CCCC(C)(C)C1=C(O)C2=O
CNP0163526.3,CC(CO)c1cc2c(c(O)c1O)C1(C)CCCC(C)(C)C1=C(O)C2=O
CNP0163526.4,CC(CO)c1cc2c(c(O)c1O)C1(C)CCCC(C)(C)C1=C(O)C2=O
CNP0163527.0,COc1cc(C(C)C)ccc1C
CNP0163528.1,COc1cc(OC)c2c(c1Cl)OC1(C(=O)C=C(NCCn3ccnc3)CC1C)C2=O
CNP0163529.1,CC(=O)C1=CCC2C3CCC4CC(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)C(O)CC4(C)C3CCC12C
CNP0163530.1,COc1cc2c(cc1CC=C(C)C)C(=O)C(c1ccc(O)cc1O)CO2
CNP0163532.0,C=C1C2CCC3C(OC(C)=O)C2(CC2OC(c4ccc(O)c(O)c4)OC24C1CC(O)C4(C)C)CC3(C)O
CNP0163533.1,CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)(C)O
CNP0163534.0,COc1cc2oc3cc(OC)c(OC)cc3c(=O)c2cc1OC
CNP0163535.0,COC(=O)c1ccc(Oc2c(C)oc3cc(OCc4ccc(C)cc4)ccc3c2=O)cc1
CNP0163537.0,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCC
CNP0163538.1,Cc1ncsc1CN1C(=O)COC(c2ccc(NC(=O)COc3ccccc3)cc2)C1CO
CNP0163539.0,COc1c(O)c(O)cc2c(=O)c(O)c(-c3ccccc3)oc12
CNP0163540.0,Cc1ccc2c(c1)c1c3c(ccc1n2C)OC(C)(C)C=C3
CNP0163541.1,CC(=O)OC12CC(C)C(O)C1C=C(C)CCC1C(C=C(C)C2=O)C1(C)C
CNP0163542.1,CC(=O)OCC12CCC(OC(C)=O)CC1CCC1C3CCC(=O)C3(C)CCC12
CNP0163543.0,COc1ccc(CO)cc1Br
