identifier,canonical_smiles
CNP0486511.0,COCCNC(=O)Cc1c(C)c2c(cc(C)c3c(-c4ccccc4)coc32)oc1=O
CNP0486512.0,CC(C)CCOC(=O)C(C)O
CNP0486513.1,CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCCCCCCCCCCC(C)C
CNP0486513.2,CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCCCCCCCCCCC(C)C
CNP0486514.1,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCC
CNP0486514.2,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCC
CNP0486515.1,COc1ccc(CCNC(=O)c2ccc3c(c2)nc2n3CCC(C)C2)cc1OC
CNP0486515.2,COc1ccc(CCNC(=O)c2ccc3c(c2)nc2n3CCC(C)C2)cc1OC
CNP0486516.1,CN1CCN(CCCN2C(=O)C3C(C(=O)Nc4cc(Cl)cc(Cl)c4)C4C=CC3(O4)C2C(=O)NC2CCCCC2)CC1
CNP0486516.2,CN1CCN(CCCN2C(=O)C3C(C(=O)Nc4cc(Cl)cc(Cl)c4)C4C=CC3(O4)C2C(=O)NC2CCCCC2)CC1
CNP0486516.3,CN1CCN(CCCN2C(=O)C3C(C(=O)Nc4cc(Cl)cc(Cl)c4)C4C=CC3(O4)C2C(=O)NC2CCCCC2)CC1
CNP0486516.4,CN1CCN(CCCN2C(=O)C3C(C(=O)Nc4cc(Cl)cc(Cl)c4)C4C=CC3(O4)C2C(=O)NC2CCCCC2)CC1
CNP0486517.1,O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O
CNP0486518.1,Cc1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(C2CC2)C4C(=O)NC2CCCCC2)cc1Cl
CNP0486518.2,Cc1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(C2CC2)C4C(=O)NC2CCCCC2)cc1Cl
CNP0486518.3,Cc1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(C2CC2)C4C(=O)NC2CCCCC2)cc1Cl
CNP0486518.4,Cc1ccc(NC(=O)C2C3C=CC4(O3)C2C(=O)N(C2CC2)C4C(=O)NC2CCCCC2)cc1Cl
CNP0486519.1,CC(C=O)CCCCCCCCCC(C=CC(=O)O)NC1=NC=CC1
CNP0486520.1,CCC(C)CCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C
CNP0486520.2,CCC(C)CCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C
CNP0486521.1,NC(CC1C=CC=CC1)C(=O)O
CNP0486522.1,CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCCCCCCCCCC(C)C
CNP0486522.2,CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC)COC(=O)CCCCCCCCCCCCCCC(C)C
CNP0486523.1,COc1cc(O)cc2c1-c1ccc3c4c1C1(CCC(Cc5ccc(N)nc5C#CCc5c(C6CCC7CC(=O)CCC7N6)c(O)c6c(c5C(O4)C3COC(C)=O)C=CC3NC4CCCC(CSSC(Cc5ccccc5)C3O6)C4)C1)C2
CNP0486524.1,C=C(C(=O)O)C1CC2(C)C(=C1C=O)CCCC2C
CNP0486525.1,COc1c(O)c2c(=O)cc3c4c5c(cc(=O)c6c(O)c(OC)c(CC(C)OC(C)=O)c(c(c1CC(C)OC(C)=O)c24)c65)OCO3
CNP0486526.1,CCCCCC=CCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCC=CCCCCCCCC
CNP0486527.1,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)COC(=O)CCCCCCCCCCCCC(C)CC
