identifier,canonical_smiles
CNP0078946.1,CC1CC2(CC(C)C3(CCC4(C)C5CCC6C(C)(C)C(=O)CCC6(C)C5CCC43C)O2)OC1=O
CNP0078947.1,CC1CC2(CC(C)C3(CCC4(C)C5=CCC6C(C)(C)C(O)CCC6(C)C5CCC43C)O2)OC1=O
CNP0078948.1,CC1CC2(CC(C)C3(CCC4(C)C5=CCC6C(C)(C)C(=O)CCC6(C)C5CCC43C)O2)OC1=O
CNP0078948.2,CC1CC2(CC(C)C3(CCC4(C)C5=CCC6C(C)(C)C(=O)CCC6(C)C5CCC43C)O2)OC1=O
CNP0078951.0,CCCCCC1CCCCCCCCCC(=O)OC2C(O)C(OC(C)C2OC2OC(C)C(OC3OC(C)C(O)C(O)C3O)C(OC3OC(CO)C(O)C(O)C3O)C2OC(=O)C(C)CC)OC2C(O1)OC(C)C(O)C2O
CNP0078952.0,CCCCCC1CCCCCCCCCC(=O)OC2C(OC(C)C(OC3OC(C)C(OC4OC(C)C(OC(=O)C(C)CC)C(O)C4O)C(OC4OC(CO)C(O)C(O)C4O)C3OC(=O)C(C)CC)C2O)OC2C(O1)OC(C)C(OC(C)=O)C2O
CNP0078953.0,CCCCCCCC(=O)OC1C(OC2C(C)OC3OC4C(OC(CCCCC)CCCCCCCCCC(=O)OC3C2O)OC(C)C(OC(C)=O)C4O)OC(C)C(OC2OC(C)C(OC(=O)C(C)CC)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O
CNP0078954.0,CCC(C)CC(C)CC(C)C(OC1OC(COC(C)=O)C(O)C(O)C1O)C(C)C=C(C)C(O)C(C)C=C(C)C(O)C(C)C=C(C)C(O)C(C)C(=O)OCC(O)C(O)C(O)C(C)CO
CNP0078957.1,CC(=O)OCC1=CC(O)CC2(C)C1CCC1CC3CC12CCC3(O)COC(C)=O
CNP0078961.0,C=CC(=C)CCC1(C)C(C)CC(OC)C23C(=CC(OC(=O)C(C)CC)CC12)C(OC(=O)CCC)OC3OC(C)=O
CNP0078962.0,C=CC(=C)CCC1(C)C(C)CC(OC)C23C(=CC(OC(=O)CCC)CC12)C(OC(=O)CCC)OC3OC(C)=O
CNP0078963.0,CC1OC(C=C=CBr)CC(O)C(Cl)CC2OC(CC2Br)C1Br
CNP0078964.0,COc1ccccc1Oc1coc2c3c(ccc2c1=O)OCN(Cc1ccncc1)C3
CNP0078966.1,CC12CCC(=O)CC1CCc1ccccc12
CNP0078967.1,C=CC(O)C(C=CC#CC#CC#CC)OC1OC(CO)C(O)C(O)C1O
CNP0078968.1,C=CCNC(=O)NC1CC(C(=O)NC(Cc2ccccc2)C(N)=O)N(C(=O)C=C(C)C)C1
CNP0078970.0,CCCCCCCCC1CCC(OC)c2c1c(=O)c(OC)c(C)n2OC
