Fold,MAE,MSE,RMSE,R2
1,0.4596504401408451,0.36907670847024643,0.6075168380137677,0.8789742037346401
2,0.4752807548415492,0.3991918312858605,0.6318162955209848,0.8629497886111787
3,0.4509709705105633,0.3620298084311289,0.6016891293941822,0.8727086524113767
4,0.4696719740316899,0.4009733227737343,0.6332245437234207,0.8652891800460715
5,0.46733607221488316,0.3766201303628574,0.6136938409034731,0.8702491434593679
