cluster_post,UMAP_0,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11
829,10.510869,-0.43037117,1.3956532,4.4604177,5.30221,5.7134056,2.5211873,3.5078971,12.628639,4.203617,5.2933965,4.7333784
830,8.762139,4.5666914,1.3120664,11.644803,4.0499983,5.311468,5.14934,1.9805084,5.7921305,4.131624,6.415012,5.1889973
831,8.872648,4.545213,1.29951,11.771694,4.04068,5.2294497,5.013662,2.0732036,5.534926,4.4140015,6.532133,5.240482
832,9.155766,3.9550483,1.4282942,11.669121,4.040726,5.078578,5.3070946,1.9116526,5.573581,4.0090017,6.445897,5.299343
833,9.279398,3.9250426,1.2922598,11.741821,4.132372,5.0824137,5.16271,2.179293,5.2710457,4.2923784,6.622072,5.352578
834,9.768837,0.72946966,1.3040794,3.0982146,5.6060567,6.2348924,6.0325675,2.8529422,5.7977552,3.629787,9.456709,10.013572
835,10.29761,-0.57318866,1.4069461,4.361237,5.055863,5.190333,3.0531328,3.4373245,12.923619,4.056655,5.3916554,4.6880817
836,10.223868,-0.6759098,1.4185684,4.441395,4.9491377,4.991467,3.2878647,3.4256232,13.014707,4.129016,5.6161695,4.614371
837,10.453315,-0.19542919,1.4109479,4.239898,5.104368,5.535357,2.8872604,3.3824506,12.809287,4.0977244,5.0923934,4.7804327
838,10.334243,-0.49646607,1.4303888,4.1504383,4.9378057,5.2694073,2.694134,3.4198873,12.572051,3.9343631,4.7706885,4.947263
839,10.065069,-1.1370445,1.4225173,4.4548426,4.690773,4.7129765,3.1438437,3.434552,12.601401,3.924361,5.5139713,4.7531905
840,10.340595,-0.82705534,1.4099393,4.3528776,5.1670237,5.3301373,2.3618684,3.5817564,12.505982,3.9736376,4.969811,4.8840694
841,10.190894,-1.0121441,1.4179862,4.4270916,4.8940253,4.9936056,2.7661436,3.500844,12.503965,3.9611194,5.261321,4.821272
842,10.092515,-1.2111511,1.4159423,4.367647,4.8110275,4.821059,2.5237308,3.562269,12.148896,3.81073,4.8435388,4.9859567
843,9.881643,-1.5991608,1.4235404,4.469154,4.427604,4.4206643,2.842929,3.4974093,11.922241,3.724572,5.1139793,4.9555435
844,9.837684,-1.5092547,1.4200326,4.5559683,4.2700725,4.323027,3.7719464,3.2529902,12.555436,3.7613146,6.155097,4.6162434
845,9.723166,-1.9280334,1.4274036,4.6088433,4.063344,4.1249704,3.3937128,3.3820708,11.907681,3.707883,5.7535024,4.8102956
846,9.793583,-1.6958064,1.4274622,4.5815973,4.1818967,4.238303,3.5666971,3.318124,12.28385,3.7563539,5.966282,4.7142725
847,9.673568,-1.7410918,1.4175751,4.5423436,3.97541,4.110528,4.3006425,3.0619152,12.566503,3.4746697,6.663421,4.507443
848,9.5589695,-1.8868477,1.4185413,4.4526606,3.8142858,3.9889102,4.7264423,2.9138901,12.601907,3.0679784,7.0129,4.424989
849,9.456362,-2.0030484,1.3925446,4.388961,3.6777647,3.922208,5.148707,2.7707236,12.616652,2.6359634,7.3150234,4.3862348
850,9.507011,-1.9195194,1.4454203,4.3803654,3.7130601,3.93756,5.0161686,2.797633,12.649051,2.882777,7.3300743,4.297139
851,9.378331,-2.0789938,1.4390553,4.414173,3.4704165,3.8324254,5.2393575,2.6402092,12.616428,2.8360448,7.656796,4.238286
852,9.486745,-1.9396927,1.3846588,4.4184947,3.6263428,4.0116487,5.383612,2.6336062,12.609821,2.5684538,7.5945535,4.2758417
853,7.634458,5.0018263,0.112414844,5.417929,4.3162737,4.699382,2.4963508,2.3252854,4.055618,5.115694,4.4916124,2.3866231
854,9.413433,-2.1076267,1.3676858,4.5308385,3.457564,3.9642258,5.3639913,2.5418518,12.509805,2.6879895,7.7091713,4.276477
855,9.423811,-2.1137726,1.3749777,4.5843906,3.4554005,3.954633,5.177196,2.587127,12.477946,2.905792,7.606458,4.2992077
856,9.460658,1.6789218,1.8751051,3.8262267,5.0652876,3.0928502,4.084334,4.698298,0.012884125,5.4134393,2.913103,3.6429405
857,9.073061,0.03394957,0.7213438,0.8449771,4.1625233,4.8501787,3.9860373,1.3894001,6.8630476,4.363059,7.9259286,0.8573876
858,8.647761,-1.9389555,1.4824699,1.873643,2.24742,4.3467245,2.587119,1.7102746,6.3045635,5.9185805,5.812882,2.181374
859,8.550775,-0.8725307,0.67313594,0.78417957,3.615264,4.3962293,2.964215,1.6320572,6.069641,5.1139016,6.4233065,1.2217363
860,8.077492,3.0187328,0.5432533,3.321203,3.7617004,4.8306575,1.7735833,1.0738825,4.27158,5.618595,5.180958,1.3943815
861,7.969869,5.437082,-0.08882939,5.647855,4.447134,4.5506525,3.5727382,3.1681936,3.7131028,4.597689,3.9094615,2.021346
862,8.008644,5.812152,-0.25487584,6.144241,4.229674,4.530754,3.5519707,3.307,3.7285588,4.519261,3.7965689,2.1590772
863,8.03132,5.7308187,-0.21312885,5.937555,4.40562,4.510545,3.746112,3.3857832,3.6683638,4.556319,3.716571,2.0582197
864,7.9692755,5.214524,-0.11538526,5.397982,4.232195,4.6930895,3.3152196,2.8230493,4.001112,4.644375,4.1768928,1.9502676
865,8.050463,5.6334825,-0.2696346,5.9723363,4.028091,4.6607437,3.480198,2.9963825,3.9775226,4.5580153,4.239563,2.1921465
866,7.8560185,4.38381,0.3646596,4.010344,4.2323937,4.5652246,2.5337992,2.6009743,4.551116,5.669633,4.8048115,2.4807036
867,8.194254,3.2648542,0.50663483,3.8760478,3.8644438,5.2192607,3.163905,1.4748312,4.852605,4.7655735,6.155855,1.8150417
868,8.094604,2.5531662,0.5106656,3.0004578,3.8445568,4.750396,2.2407298,1.0643069,4.5991025,5.450945,5.7797556,1.1427097
869,8.161378,2.1244648,0.50273114,2.6247067,3.9545934,4.721071,2.5805337,0.9862124,4.9162107,5.293862,6.280128,0.92627406
870,8.097619,3.7358904,0.30569655,4.049803,3.8375967,5.0749593,2.987953,1.7076564,4.68129,4.7103405,5.3131447,1.5194892
871,8.030401,4.6362653,0.023207944,4.8443336,4.009565,4.861458,3.1735466,2.3221817,4.3152604,4.671335,4.6978984,1.7264847
872,8.593726,1.2956973,0.9520798,1.9447763,3.8029559,5.5048985,3.8704283,0.59249336,6.280061,4.1914744,7.7563286,0.8535666
873,8.308355,2.2794027,0.82879525,2.772703,3.6322281,5.640268,3.216516,0.7539332,5.5317054,4.4164395,6.595771,1.3163525
874,8.475549,1.662573,0.9616478,2.2131188,3.6606693,5.8426013,3.6057885,0.65182436,6.096001,4.079482,6.996366,1.3081269
875,8.4538145,1.6604743,0.8856436,2.146764,3.7706845,5.493379,3.5409443,0.5413019,6.039069,4.3136697,7.3322906,0.85870117
876,8.047296,3.418231,0.44009137,3.8640347,3.8257625,5.0436935,2.7482135,1.448894,4.7098255,4.983965,5.643252,1.6048237
877,8.02316,3.6912923,0.40395293,4.2032204,3.9217107,5.062782,2.889605,1.5814594,4.602516,4.9821124,5.781336,1.876465
878,8.056815,4.172316,0.2823396,4.711492,3.9829805,5.070038,3.1383185,1.8690389,4.4070983,4.857092,5.6587486,2.1279843
879,7.826167,4.118813,0.29836956,4.4904428,3.9602242,4.914762,2.5129275,1.7258185,4.45164,5.167037,5.2595105,1.9791023
880,7.707714,4.465135,0.22117025,4.804554,4.042643,4.8500023,2.3685572,1.8488454,4.3210173,5.2304945,5.007926,2.1366596
881,8.075305,2.6617835,0.52930933,2.3529446,4.4176526,5.2834496,2.5388012,0.4014901,4.722367,5.052809,6.4876037,0.87666726
882,8.056517,2.7683408,0.5381291,2.4790423,4.3333263,5.2511234,2.3583953,0.40506628,4.58888,5.16371,6.274887,0.91707635
883,8.213969,0.38424987,0.42079365,0.69403535,4.1596904,4.987836,3.8735585,0.60554886,6.5083566,4.0068474,7.5155783,0.4806802
884,8.827503,0.026173027,0.90907055,0.94167984,3.7816513,5.2928157,3.3077018,1.4248481,7.266345,4.2327876,5.968309,1.443216
885,8.928294,-2.6404185,1.6874328,2.3039184,1.4702826,4.2902703,2.197737,2.0878158,6.3248887,6.4995627,5.3350754,3.1130579
886,8.988215,-2.9874897,1.7497802,2.4936802,1.1268475,4.242619,2.0922835,2.2047882,6.195164,6.7696366,5.36162,3.439988
887,8.660294,1.0599282,0.9771645,2.2673917,3.7380686,5.2242084,3.879747,0.91977197,5.708571,4.6411204,7.9453645,1.0874802
888,8.241499,1.418321,0.7005958,2.0668623,3.7419302,5.0353003,3.082933,0.6839933,5.6012626,4.790239,6.861709,0.79702336
889,8.505531,1.5723242,0.8695112,2.529546,3.7316873,5.1595592,3.4701054,0.9056774,5.574648,4.77124,7.37385,1.0487796
890,8.325334,2.0709884,0.76374906,2.785537,3.7232428,5.167158,3.1354113,0.85288745,5.2605467,4.863379,6.9001627,1.0835961
891,9.79818,-1.66644,0.9842634,2.7968323,5.5421376,1.9025162,0.6183958,4.584284,5.3554325,6.0615263,2.0277758,1.7212098
892,9.722874,-1.5947016,0.99580914,2.7459054,5.3946414,2.0117207,0.6131345,4.471529,5.4032826,6.064078,2.1915822,1.7552124
893,8.34694,1.4663318,0.7968245,2.3013637,3.6832726,5.069326,3.1814983,0.7817413,5.5694294,4.839655,7.0076056,0.91176784
894,9.729497,-1.269428,0.9881512,2.7977023,5.486644,2.2625227,0.25910425,4.6533823,5.3053174,5.849019,1.4898876,1.8530684
895,9.790689,-1.2441553,0.9634219,2.843655,5.650626,2.2138,0.21880783,4.770457,5.2526746,5.787156,1.1861699,1.7991513
896,10.000789,1.4659079,1.4397911,3.9896827,3.8934872,6.9703016,5.47771,2.1627223,7.8084,3.811394,9.609431,8.4812565
897,9.781472,-0.92772174,0.9678368,2.8186848,5.638404,2.5304031,-0.005267906,4.848123,5.1444125,5.6357946,0.8623745,1.7930908
898,9.740059,-0.47792578,0.9582114,2.6232846,5.5427637,3.023013,-0.31990993,4.9344335,4.7914786,5.487995,0.7084066,1.7772467
899,9.757986,-0.6558748,0.96675646,2.7284615,5.5958166,2.8279262,-0.17865302,4.8886704,4.971293,5.544013,0.7298976,1.7783946
900,10.148723,1.4341851,1.2594497,3.9376295,3.836907,7.498786,5.2094574,1.9444187,7.6590867,3.5365987,9.7273445,8.064233
901,10.183613,1.4782183,1.1639775,3.8528473,3.764693,7.762756,5.0375414,1.7948787,7.607849,3.424742,9.741522,7.8937078
902,9.75397,2.5561876,1.3296549,1.6790142,4.7934027,5.894412,6.4772596,2.4144108,5.4309764,3.7454648,11.068251,9.317076
903,8.145462,1.8999159,0.65299946,2.3373122,3.7422678,5.043229,2.6843023,0.6329074,5.2612944,4.97902,6.4054008,0.82249576
904,9.324346,1.1951653,1.5155685,2.6202464,5.9730806,4.196908,5.3512144,3.9941878,4.5238285,4.688448,8.578623,10.990635
905,9.512613,1.4463189,1.432183,2.6423643,5.4273663,6.244179,6.3494167,2.4955354,5.759459,3.5529606,9.787271,9.628978
906,8.115591,2.3551528,0.6996803,2.7057135,3.622599,5.1713233,2.4385054,0.58408576,4.9725122,5.059191,6.095053,0.96738994
907,8.229524,1.8194278,0.78151435,2.3248801,3.6590393,5.2979727,3.0267313,0.5419652,5.5259748,4.6893907,6.7724066,0.8802686
908,8.156308,2.8018503,0.704219,2.8005137,3.6857207,5.0889688,1.6074444,0.46708953,4.3158574,5.568566,5.3422475,1.0661384
909,8.111651,2.580327,0.69222784,2.8487945,3.6135507,5.1391115,2.1628559,0.60837394,4.741717,5.224571,5.7802124,1.0476693
910,9.552384,1.7848619,0.94961846,2.297815,4.8978896,7.2798405,5.1560154,1.7296078,6.036628,3.4672186,9.641741,9.434175
911,8.92374,-2.1054368,1.4848161,2.4467206,2.1110537,4.229673,1.7765341,2.481462,6.0334735,6.174968,4.7867994,2.9920661
912,8.1182785,2.6291456,0.7519399,2.817941,3.564532,5.249931,2.2381299,0.41790643,4.791054,5.1284413,5.993032,0.93528897
913,8.129196,2.6025345,0.6835596,2.773181,3.6368709,5.0428143,1.8759654,0.5516716,4.5402246,5.433308,5.569537,1.0053988
914,8.134772,2.6666253,0.68534064,2.8567886,3.6162896,5.0106835,1.6996996,0.6313356,4.4306645,5.5380583,5.3138356,1.1172451
915,8.225551,2.3655038,0.6685969,2.7992537,3.5170736,4.9322085,1.5708922,0.77745414,4.375742,5.6314316,5.0133605,1.2195467
916,8.139866,2.153031,0.76701754,2.4996886,3.6180463,5.3617043,2.784967,0.4280397,5.3309317,4.7574325,6.5153394,0.8641622
917,8.1208,2.3621118,0.73954445,2.8300087,3.5418167,5.300834,2.6410134,0.66325,5.158267,4.8746753,6.150631,1.0884467
918,8.793491,-1.1969757,1.3252409,1.66487,2.9020622,4.597464,2.6291215,1.8181071,6.6370034,5.402945,5.559455,1.9277457
919,9.506883,1.5518181,1.3138725,2.7817996,4.897481,6.4192476,5.528316,2.4267578,6.5070467,4.036214,9.432826,10.224056
920,8.50609,-0.8566899,0.59710664,0.74482334,3.7100744,4.29334,3.1548965,1.4977441,5.9745774,5.1040235,6.8694367,1.0187917
921,9.584469,0.77909666,2.77258,2.4628859,5.697592,4.2902975,7.1634088,4.46184,-0.033297814,4.0668106,4.0928035,5.158696
922,9.145156,-1.1608529,0.73449624,1.5274976,4.106053,3.0689542,3.2737746,2.328815,5.599744,6.4568357,7.8743186,0.4029501
923,9.697218,1.6010416,1.2549053,2.6087387,5.104399,6.652475,6.0965385,2.3572881,6.0581303,3.4943895,10.144149,9.433275
924,9.075936,-1.697088,1.2725669,1.7180368,2.8637588,3.8589292,3.8062975,1.6850519,5.803024,6.228312,8.412508,1.3114288
925,8.775485,-1.8825889,1.1481997,1.7258195,2.729536,3.654978,3.3231757,1.7184182,5.40962,6.4197702,7.6128125,1.4801313
926,9.247572,-1.3935239,1.0626079,1.6452502,3.4964137,3.4927783,3.59576,2.0598898,5.879446,6.2628245,8.209374,0.9193924
927,9.917317,0.84246624,1.1420805,1.4982405,6.6030655,4.5411787,10.002139,3.3737166,3.8043582,4.5112286,7.1146817,4.100924
928,9.103011,-0.70676357,0.83606267,1.0205795,3.8918004,4.319743,3.6523118,1.7665434,6.3899646,5.1381884,7.749152,0.96673775
929,9.172668,-0.6144189,0.97300076,1.6150218,3.9080799,3.8445737,3.259383,2.028076,6.4361186,5.682676,7.1985226,0.7808159
930,9.371305,2.345455,1.1082156,3.1652262,3.8903894,7.1232686,4.32486,1.6647823,7.2990656,4.283602,8.8084545,10.23386
931,9.545648,1.5106149,1.0819482,2.07445,5.505139,6.73189,5.7017813,2.0656695,5.2429814,3.3607297,9.954538,9.504716
932,9.430763,-1.5085708,1.0403913,2.1379433,4.298499,2.623025,2.210496,3.1201696,5.8299866,6.5314226,5.8008246,1.0775855
933,9.576692,1.6809299,1.3017179,2.2005932,5.406037,6.2643304,6.1319194,2.406134,5.3714375,3.5728686,10.310859,9.680317
934,9.441996,1.6489584,1.1947496,1.898105,5.6093264,6.2989364,5.7847486,2.198616,4.914725,3.547482,10.06658,9.788843
935,9.323756,1.3051817,2.0425055,1.8570247,7.0496182,4.388673,7.578171,4.0866804,1.6032157,3.7485876,3.7271452,4.9427156
936,9.370049,-1.185302,0.8471361,1.7806821,4.213364,2.8773487,3.2050338,2.6263845,5.653528,6.7017927,7.8271933,0.38150454
937,9.64752,-1.7215672,1.0239437,2.638598,5.1164637,2.0245435,0.981184,4.140818,5.5525966,6.253066,3.0872865,1.6437441
938,9.291717,-1.1660539,1.0447297,1.9593263,4.0319796,3.164735,2.8217504,2.6630726,5.7739987,6.6441126,6.9845905,0.6676887
939,9.374109,-1.6626326,1.2770256,2.908711,4.4580283,2.4613082,0.37385905,3.9168415,5.830663,6.2295227,2.824339,2.5418448
940,9.507865,-1.3998561,1.1338433,2.0511715,4.1442685,2.8775759,2.504433,2.9396014,6.1552453,6.415966,6.2853847,1.0467696
941,9.463705,-1.4479233,1.1701472,2.1146147,4.1203094,2.8610287,2.1675847,3.0561545,6.216093,6.3893805,5.6243796,1.2576567
942,9.431484,-1.382468,1.255573,2.9692333,4.770399,2.4520552,0.1582333,4.1577873,5.941822,5.876563,2.220325,2.600896
943,9.453409,-1.7542278,1.2542527,2.5079474,4.33315,2.3739872,1.4149272,3.446095,6.119919,6.3458867,4.3583703,1.8279638
944,9.377677,-1.6208963,1.0994027,2.2735622,4.3218174,2.5148265,1.7003596,3.2949326,5.8880224,6.4248204,4.8421187,1.4483345
945,9.525153,-1.7456348,1.1532702,2.559867,4.681086,2.1449847,1.3185436,3.692499,5.912782,6.367632,4.0495763,1.6836177
946,9.621448,-1.2099288,0.99242014,1.9702257,4.347808,2.7399805,2.9451313,2.9453402,6.0078397,6.6399403,7.2808247,0.52597076
947,9.426974,-1.6236945,0.9319929,2.248211,4.631082,2.4196165,1.6911705,3.5195749,5.5175476,6.5124893,4.5631447,1.1962478
948,9.493177,-1.6799792,0.9202073,2.3157978,4.772229,2.2971137,1.546638,3.684986,5.4646635,6.495916,4.2321067,1.2367743
949,9.708489,0.5527084,1.0034682,2.657149,5.841005,6.9384255,5.511418,2.260927,5.525167,3.2311397,9.22074,9.587173
950,9.65752,0.40610477,1.0258514,2.6243908,6.1496773,6.552969,5.5238843,2.437553,4.982972,3.2924876,9.099926,9.870425
951,9.295902,-0.65044785,1.0369257,1.70346,3.898508,3.7743073,3.5088105,2.0226834,6.3934064,5.797501,7.790629,0.661281
952,9.476704,-1.5578672,1.2671851,2.9782598,4.9149666,2.0929546,0.36850086,4.1206503,6.0590787,5.9654408,2.4792666,2.4640512
953,9.864204,0.37238228,0.8726311,2.687131,5.7462993,7.420098,5.4303713,2.035602,5.6513767,2.9038024,9.228841,8.858544
954,9.498751,-1.8662537,1.30701,2.9131243,4.5826926,2.0988226,0.7118636,3.87171,6.007096,6.3404665,3.2418408,2.3338585
955,9.417543,-1.7089353,1.2264651,2.693195,4.6010475,2.1917531,0.9518073,3.723728,6.000643,6.243485,3.5558324,2.0686133
956,9.568458,-1.7759954,1.1689781,2.667664,4.820431,2.0153275,1.1405967,3.8507667,5.921517,6.3112693,3.6735938,1.8012025
957,9.712342,0.6579737,0.8798707,2.3740063,5.791573,7.2976785,5.3582897,1.9343517,5.403356,3.0117047,9.314502,9.118518
958,9.709262,0.5521188,0.86988354,2.4397154,5.7498097,7.424632,5.2421484,1.8791748,5.6460924,3.0142655,9.183028,9.109288
959,9.383126,-1.1231706,1.1678071,2.1352398,4.1355386,3.2318816,2.296707,3.0768497,5.92767,6.8122053,5.9331126,0.8501253
960,9.5891695,-1.3433024,0.993469,2.0346477,4.3765273,2.5859575,2.6052432,3.1254034,5.9205527,6.7342725,6.6721473,0.66687435
961,9.441581,-1.6196986,1.247174,2.8340447,4.874935,1.9722791,0.6483105,3.9561481,6.1232266,6.0262446,2.9476707,2.2619317
962,9.565726,-1.7229519,1.21177,2.86453,5.0044694,1.8951846,0.73959434,4.0658584,5.9952283,6.130633,2.9505975,2.116375
963,9.401925,-1.2785181,0.9014747,1.8732785,4.2714243,2.7815099,2.841455,2.8459837,5.722793,6.7096887,7.116551,0.5454719
964,9.5974655,-1.0497298,0.93839,1.8500662,4.275294,2.922273,3.3517683,2.6928148,6.0126715,6.5602827,7.9849887,0.3728778
965,9.37942,-1.2764063,1.0255034,2.0008307,4.187997,2.933161,2.5688176,2.9163396,5.8157387,6.668614,6.4981713,0.7615822
966,9.442651,-1.2113408,1.1529475,2.1125576,4.182638,3.112814,2.421087,3.084618,5.8991013,6.8411455,6.206945,0.76677305
967,9.36291,-1.1778222,1.0472845,1.8877418,4.046057,3.1539493,2.7860494,2.6323462,6.1026597,6.2870092,6.7417026,0.88404197
968,9.305671,-1.0692761,1.0519367,1.8236786,3.9428246,3.3624113,2.9966774,2.4293625,6.12948,6.1863127,7.061826,0.8358082
969,9.319325,-1.0036802,1.0289496,1.7638682,3.9067929,3.4397354,3.3061118,2.2768664,6.100023,6.1663013,7.656567,0.7094185
970,9.366534,-1.1055292,1.0351769,1.8801765,4.0107226,3.2086532,3.1603937,2.4944158,5.9434505,6.467159,7.5572176,0.60334265
971,8.891655,-0.988079,1.1601139,1.7074237,3.335385,4.1347437,2.8395374,1.8967068,6.3703356,5.6532187,6.2826376,1.3660115
972,9.903576,-0.036492273,1.0685617,3.2218735,6.1297064,6.5626473,5.907511,2.7877676,5.530928,3.2112846,9.101329,9.717368
973,9.933542,0.15060098,1.0313638,3.1527994,5.8763885,6.995865,5.834182,2.5056436,5.8004518,3.057466,9.22129,9.2882185
974,9.871418,-0.3190958,1.0723445,3.3636866,6.4811325,5.8812456,5.96786,3.2184253,5.1393347,3.3971918,8.871028,10.24612
975,10.086307,-0.8793941,1.1774248,2.9784198,6.014464,6.422742,6.4334035,3.1013641,4.933549,3.4846923,8.91797,9.714021
976,8.799926,-0.9688773,1.1537594,2.0329354,3.1507504,4.4544077,1.3704048,2.640968,6.206986,5.4698763,3.6901414,2.4840138
977,8.99035,-1.1250589,1.2289461,2.3861995,3.3141856,4.1270533,0.8905164,3.1155803,6.0294857,5.659221,3.3337677,2.700809
978,8.939049,-1.1863048,1.2741232,2.2150712,3.1124098,4.280862,1.3478413,2.74385,6.3121333,5.605768,3.8144312,2.60061
979,9.298288,2.1916273,1.2437334,1.9394486,5.3311734,5.601011,5.6471953,2.5184045,4.2487373,3.9149575,10.277307,10.241007
980,9.359458,2.2379375,1.1782293,1.8972838,5.349482,5.846796,5.801797,2.3885806,4.222407,3.681544,10.5626545,9.963258
981,8.980629,1.5172544,1.4625132,2.9085717,6.272333,3.734819,5.486741,4.4136744,0.84149,3.7291431,2.0429232,4.819362
982,9.047655,1.4412189,1.5290663,2.4772847,6.7032337,4.055817,6.2169003,4.230104,1.3621081,3.6070168,2.4275384,4.978556
983,9.400655,1.6621331,1.3654343,2.2888722,5.7216477,5.4479074,5.939133,2.7702844,4.1628723,3.7604482,9.979618,10.279615
984,9.118321,1.614603,1.5874773,1.6142504,6.9693766,3.1790323,7.314966,4.137174,-0.22530392,4.306023,3.4003239,3.9145997
985,9.250416,2.1940384,1.2701627,2.477035,4.8877,6.9062586,6.1255946,2.0355697,6.8386164,3.6941268,9.448218,9.953921
986,8.108565,-0.6624716,0.3490419,0.8939336,3.8123176,3.827924,3.0179174,1.1965286,5.515908,5.3914275,7.0086317,0.49708006
987,9.623935,1.5485499,1.2808043,2.4860861,5.63765,6.330916,6.3662868,2.4765139,4.812548,3.2466812,10.332062,9.571457
988,9.511174,1.577847,1.3795843,2.4372623,5.7255316,5.860445,6.2466974,2.6408975,4.4733534,3.4951942,10.198269,9.967368
989,8.761006,-1.8240813,1.6111436,1.8475646,2.2650297,4.630312,3.3069248,1.3688588,6.539553,5.6337156,6.880329,2.0526884
990,8.749685,-2.264092,1.7607899,2.1133952,1.8590955,4.4041815,2.6984036,1.5785902,6.8023696,5.985146,5.946534,2.4542012
991,8.717252,-2.4402447,1.8652632,2.17714,1.6555166,4.4975038,3.0972729,1.2750078,6.893471,5.955058,6.670036,2.444948
992,8.7336035,-2.2652829,1.8087201,2.0537167,1.8260198,4.49552,2.966175,1.3903133,6.863925,5.897304,6.3664484,2.3407044
993,8.628584,-1.1654077,1.1064136,1.8093464,2.9869542,4.3406734,1.6720133,2.3122578,6.020789,5.6494374,4.2629843,2.2090259
994,8.797348,-1.2443167,1.2766159,1.8847034,2.874546,4.53695,1.8655826,2.3180096,6.3907666,5.4953365,4.3677297,2.4293754
995,8.961637,-0.54769003,1.1819327,1.7324698,3.3540936,4.952266,2.0223923,2.3048787,6.9970098,4.9112554,4.0655084,2.3835428
996,9.026355,-0.63036984,1.2261549,2.225648,3.3113663,4.7891126,1.5253586,2.661183,6.8013315,5.073313,3.553926,2.7503133
997,9.091381,-0.70590687,1.2352563,1.7750242,3.4733286,4.422522,2.221653,2.3150346,7.0642905,5.344681,4.6644526,1.8518062
998,9.207714,-0.3021622,1.1521987,1.6363914,3.7597575,4.3713427,2.709666,2.124308,7.352166,5.2735066,5.457303,1.2914269
999,9.084896,-0.26922086,1.2153566,1.4828054,3.576951,4.844809,2.969509,1.7950013,7.4713645,4.866176,5.605682,1.455627
1000,8.380022,-1.4238478,0.5855058,1.0599582,3.5043356,3.4853296,2.8253655,1.6063383,5.3451705,5.916175,7.017675,0.84275323
1001,9.244409,-1.0393744,0.7645416,1.6916009,4.144989,3.0079978,3.601178,2.2856684,5.4868155,6.6576195,8.613589,0.22036073
1002,9.491696,1.1404155,1.7578758,3.2438304,5.125792,5.961487,6.5854034,2.773167,6.899617,3.896543,9.302795,9.596842
1003,9.549017,1.2446954,1.6177201,3.033641,5.1368213,5.9244933,6.2790513,2.8096282,6.419186,3.987298,9.514395,9.88948
1004,9.62584,1.3093672,1.6447276,3.3856242,4.6497808,6.0853953,6.0407257,2.6400466,7.092484,4.082226,9.4308,9.526252
1005,8.878903,-0.41651994,1.0482649,1.2229608,3.4660485,5.2377415,2.5062153,1.9969071,7.0056205,4.588468,4.5805674,2.221926
1006,8.93362,-0.04856961,1.0022675,1.5850251,3.7368422,4.5542035,3.5002015,1.4560568,6.6403093,5.043137,7.2380247,0.88297594
1007,9.257401,-0.19736299,1.2807535,1.570516,3.648174,4.795688,2.7743363,2.0199757,7.8014946,4.914416,5.142876,1.5408747
1008,9.259779,-0.25979903,1.2967292,1.6290476,3.6056976,4.774308,2.5760517,2.1403377,7.777501,4.9753375,4.807397,1.6886127
1009,8.901684,0.1509483,0.5380698,1.2813148,4.3156524,3.892781,3.27004,1.7399733,6.572181,5.2746778,7.034364,0.34110525
1010,9.014755,-0.115634985,0.86030906,1.4760957,3.972356,4.188487,3.2685888,1.7564625,6.6877565,5.252391,6.9230313,0.74546224
1011,9.155851,-0.31356475,0.7279007,1.4664222,4.210508,3.6793299,3.6252344,1.8780727,6.3133426,5.6382227,8.026319,0.32977396
1012,9.25369,-0.96765,1.0172304,1.7691243,3.8067977,3.5034869,3.6968448,2.0273826,5.865976,6.251576,8.474478,0.557067
1013,8.935864,-0.019500846,1.1360341,1.2256372,3.6134574,5.515724,2.967604,1.6274191,7.541181,4.207546,5.0577865,1.9170035
1014,9.176389,-0.4342222,0.8306087,1.4886036,4.0425024,3.8275096,3.9524715,1.693819,6.225891,5.5996556,8.647276,0.39244908
1015,9.191183,-0.024029301,0.73097026,1.4369292,4.2390466,3.911776,4.018918,1.6062213,6.5288043,5.3175125,8.634393,0.19223496
1016,9.427605,-0.8826582,0.814432,1.7620338,4.2122707,3.042204,3.8147225,2.3112843,5.7169695,6.608232,8.970208,0.13993886
1017,9.413844,-0.9807724,0.9550963,1.7436545,3.9628036,3.3065653,3.8368428,2.1721141,5.8722277,6.378689,8.830107,0.41856632
1018,9.004695,0.11303628,0.8165049,1.475562,4.04273,4.278046,3.586127,1.5432721,6.66397,5.095329,7.525168,0.5592058
1019,9.058967,0.06729858,0.65323627,1.3807614,4.275335,3.9007068,3.539576,1.7326614,6.602185,5.311503,7.611378,0.31021672
1020,8.937473,-0.2820777,1.1332101,1.6342171,3.5570133,4.6869287,3.8415885,1.284089,6.471084,5.0317893,7.8917594,0.9506161
1021,8.953114,0.064410925,1.1002233,1.7075379,3.6758008,4.7327976,3.870416,1.214817,6.6132374,4.9163036,7.914524,0.78925645
1022,9.051394,0.18815461,0.76426417,1.4577143,4.1552978,4.2,3.9602096,1.4043995,6.6333265,5.0596614,8.3266115,0.28350708
1023,9.00651,-0.15426704,0.9538423,1.584646,3.8480556,4.343263,3.900314,1.3946441,6.3731656,5.1924815,8.239627,0.62331694
1024,9.078623,0.0059059537,0.94117844,1.5871543,3.9349766,4.3476667,3.9597511,1.3980676,6.5786085,5.113292,8.292858,0.5085726
1025,8.929986,-0.77020514,1.200201,3.1326108,2.8437784,5.050361,0.85940665,3.3755777,6.5858665,4.643152,2.7407002,3.539581
