cluster_post,UMAP_0,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11
392,9.784646,1.4019144,1.083652,11.314704,4.476241,5.1470327,5.2625546,3.0435739,1.0974271,5.156785,5.947401,7.4313383
393,9.218889,1.9624634,0.54219,11.008018,3.90254,4.870557,4.87314,3.2098043,1.6667477,5.2760754,6.0321274,6.0125237
394,9.914399,2.6894083,1.1193342,12.071266,4.83066,5.826986,4.858241,2.794858,5.220747,4.098423,7.0716906,5.196026
395,9.75605,2.781751,1.0289164,11.978358,4.700938,5.6831427,4.981246,2.7796023,5.151204,4.1171255,7.013896,5.12265
396,9.017618,1.9315687,0.36935416,10.790465,4.1713667,4.6877704,5.0496855,3.2192671,2.1382701,4.9734726,5.9711766,6.002104
397,10.100581,1.3917502,1.04839,11.4445505,4.2103333,5.248797,5.477287,3.2115667,1.3408355,5.359381,6.374156,7.599277
398,10.196206,1.2980404,1.3028797,11.573519,4.3062906,5.2965317,5.2761145,3.270209,0.9703314,5.6356087,6.5566163,7.6692457
399,9.418841,2.175088,1.4468253,10.535933,4.738698,4.5208225,5.362384,3.1213987,6.488672,4.089741,5.898198,8.631881
400,10.361313,3.1268969,0.6923999,11.4709215,4.6926613,4.704612,5.3045096,3.2473528,4.5662503,3.7550988,7.3633556,4.568925
401,9.59637,1.2051235,1.1678174,9.9154215,5.5498047,5.5039744,5.218829,3.111461,4.2000957,4.246046,6.391232,0.13962601
402,9.426444,1.961664,0.84219325,11.003286,4.5028396,4.918322,5.414448,2.814761,3.2586796,4.4189334,5.772423,6.5370607
403,9.741015,2.3283665,1.0788898,10.367895,4.894214,4.101747,5.161268,3.561572,5.948961,3.7084782,5.9746985,9.067661
404,9.569063,1.7075762,0.66047394,11.258438,4.4018464,5.0542192,5.2455387,3.146241,1.7518456,4.902977,5.878642,6.3226676
405,9.490878,1.8804549,0.78677297,11.090461,4.398677,4.9280095,5.3518934,2.8898458,2.803442,4.6147356,5.8057895,6.7516
406,9.526326,1.7133089,0.9321997,11.049718,4.5399632,5.1746054,5.2223043,2.9200642,2.2629573,4.6439047,5.762056,7.152836
407,9.427956,2.2399619,0.8743597,11.001369,4.5451183,4.9754176,5.5842743,2.7479126,3.8864005,4.080876,6.0352235,6.0993905
408,9.342031,2.1834068,0.46318403,11.033611,4.585633,4.992198,5.864224,2.7848368,3.5812297,4.12792,6.0401244,5.856731
409,8.415303,2.0237737,0.9512417,10.247741,5.829748,4.8292494,4.7622337,2.9962318,0.428098,4.459157,4.3822384,6.0982647
410,8.7156,1.3292354,0.8586957,10.782761,5.3355536,4.705624,4.895309,3.023159,0.68270105,4.65444,4.984232,6.133494
411,8.722149,1.3448274,0.9149643,10.693648,5.399754,4.5426826,5.017829,2.9972491,1.2795576,4.604265,5.118985,5.8098745
412,9.504459,1.5078444,0.6697224,11.246642,4.490833,4.8920593,5.518764,3.062159,2.247626,4.606121,5.8672724,6.443866
413,9.429446,1.6535286,0.6770838,11.146548,4.5078077,4.868929,5.5356793,2.9950502,2.596185,4.478278,5.8767066,6.353351
414,9.116973,2.3367267,1.4327298,10.5421505,4.6946373,4.3487024,5.40922,3.0189044,6.0596294,4.270849,5.777877,8.445937
415,9.058926,1.5043297,0.7039957,10.808048,4.7317233,4.551487,5.312317,2.9182444,2.5035012,4.5434732,5.29872,6.3395653
416,9.129093,1.6445082,0.70329684,10.8647585,4.6688814,4.641008,5.342564,2.9614413,2.5208924,4.5446877,5.5349283,6.3251586
417,9.659494,-0.37900817,1.2078036,2.70826,5.903784,3.0300171,0.406411,3.2796772,8.333768,4.864583,9.350084,7.0978246
418,8.928676,1.3929125,0.8435693,10.825046,5.1305413,4.640673,5.1245065,3.0229743,1.4974617,4.6377735,5.228279,6.2430973
419,8.972019,1.4836562,0.7649734,10.801761,4.9343576,4.5673647,5.223479,3.0203204,1.9792408,4.5982985,5.4372015,5.9367485
420,9.691156,-1.6675082,1.4322488,4.7428813,3.8772852,4.0641513,4.448933,3.076327,12.543085,3.9581368,7.0671544,4.377191
421,8.386678,5.169965,0.26811412,4.917425,5.9643154,3.753471,5.523063,4.71671,1.9205402,4.772865,2.9368107,2.5019708
422,9.447815,0.42511857,1.3232393,2.3874817,6.638624,2.750183,0.09479601,3.7229447,8.715781,4.7469196,8.790912,7.0019493
423,9.110476,-1.4492185,1.3757763,2.8406634,2.9217546,4.19179,0.757462,3.252369,6.226846,5.710797,3.3671489,3.2198732
424,9.494478,1.0971669,1.1891646,2.8178601,6.820124,2.4002695,0.34462005,4.0623264,8.660492,4.742892,8.646779,7.1263556
425,9.536022,1.3064532,1.0822055,3.0848794,6.7404604,2.3696158,0.5927675,4.149766,8.44588,4.729399,8.558504,7.249464
426,9.652955,-0.71128744,1.4167396,2.6055646,5.76857,3.1690688,0.59449244,2.9960735,8.419359,4.764506,9.56668,7.0675807
427,7.938266,6.5645695,-0.07045785,6.822166,5.0833464,4.0813236,3.7539418,4.29491,2.29971,4.05763,3.1910954,1.8755574
428,9.645764,-0.53469276,1.3447789,2.576358,6.005054,2.9221547,0.51666003,3.2476099,8.487283,4.8795094,9.52398,7.105493
429,9.575113,-0.34665352,1.4222369,2.3781774,6.1247993,3.0596516,0.2847703,3.2766495,8.566927,4.7628946,9.208994,7.064991
430,9.235454,2.1587243,0.14358762,11.00105,3.855302,4.582838,5.032047,3.803877,2.3759315,5.168087,6.8789806,4.485751
431,9.222112,2.302475,0.21665782,11.0193205,3.9379094,4.469287,5.0631924,3.5482733,2.684883,5.120183,6.741348,4.9001365
432,9.306223,2.759572,1.1755857,10.693077,4.563336,4.444761,5.214981,3.059887,5.5410547,4.225162,6.0459714,8.219036
433,9.295724,2.6968653,1.3043029,10.708893,4.51319,4.5117335,5.1849585,3.0128186,5.833713,4.2337747,5.9582624,8.4769
434,8.261805,5.184795,0.32306308,5.237628,5.893094,4.012237,4.923977,4.344087,2.4470508,4.51596,2.758241,2.5495446
435,9.674417,0.5779765,1.0763888,2.962586,6.440155,2.4284756,0.59598833,3.8932097,8.483985,4.9560237,9.064346,7.0963573
436,13.629458,0.2882546,1.1031524,4.8642178,4.953303,11.936029,5.3837967,3.4267035,4.5893126,4.6360555,5.6785207,4.2757807
437,9.616983,2.031727,1.2750531,10.322023,4.8860865,4.5681095,5.4217663,3.2584977,6.3707647,4.1440845,5.9768553,8.988534
438,9.557752,2.2717648,1.1817234,10.398111,4.834185,4.3874664,5.3521266,3.2941415,6.0199866,3.9976323,5.9687867,8.771476
439,9.499939,2.9778478,0.8320546,11.883887,3.8183856,4.456713,5.2173414,2.471015,3.9663327,4.7909017,6.8667,4.299055
440,9.562548,0.49583665,1.1383741,2.6532524,6.614365,2.553591,0.28180495,3.8754005,8.604416,4.907917,8.979205,7.025005
441,8.070853,5.893208,-0.14765987,5.81788,5.1310525,4.3143353,4.6911554,3.8745031,3.1687834,4.611504,3.4846148,2.184305
442,9.679354,2.7507546,0.47611663,11.661113,3.709535,4.330167,5.242047,2.666531,3.6529698,4.6924915,7.2857246,3.9321797
443,9.703041,2.8433485,0.59508365,11.859844,3.7822397,4.4043865,5.2242384,2.5358183,3.9214337,4.6932087,7.3639936,3.9067945
444,9.723963,0.40464392,1.2192476,2.8708549,6.435054,2.4771445,0.72257435,3.801265,8.575444,4.924566,9.191254,7.179257
445,9.606603,0.21819004,1.3796823,2.5155475,6.5303626,2.6307418,0.4565052,3.6724954,8.736244,4.83781,9.148732,7.108754
446,9.6874485,0.27134138,1.2924446,2.6724012,6.528064,2.4750953,0.60542864,3.7726488,8.695405,4.943687,9.270176,7.133368
447,9.547127,0.4429889,1.273618,2.5250738,6.677071,2.5419276,0.30412486,3.8274207,8.726844,4.8676176,9.017338,7.053424
448,8.840288,-2.2515032,1.384791,2.16491,2.2173293,3.8434453,2.6022625,2.09207,5.5318832,6.487307,6.265629,2.4139247
449,9.2825985,2.8369045,1.2189072,12.541622,3.670684,4.042211,5.004416,2.0736406,4.245311,5.2685714,7.2165966,3.5448966
450,13.772039,0.82480985,1.1728781,4.3499346,5.1069813,12.496127,5.4482336,2.915401,3.5948415,4.630484,5.7869334,4.5430207
451,9.303884,2.8269858,0.60789627,11.431363,4.0553155,4.7429247,5.3708115,2.7845483,3.9692507,4.4133134,6.430742,4.680868
452,12.752701,0.6196276,1.3404697,4.3409586,4.913296,12.519318,5.730117,3.1360917,3.1256423,4.186325,5.83029,4.561119
453,8.3159075,4.858446,0.0784408,4.68131,6.2259655,3.974516,5.9738636,4.346083,2.3480775,4.5893264,3.15962,2.6552541
454,9.570636,-1.2966715,1.3397669,3.239433,4.2762413,5.582612,0.3068626,1.9121939,7.2649426,3.6788816,7.3816495,7.1056614
455,8.147173,6.3829184,-0.302154,6.7528396,4.8250136,4.281496,4.6322494,4.1002564,2.9236646,4.5631275,3.1081529,2.1900122
456,9.4921465,3.0846245,1.4182642,11.260835,4.436431,5.172721,5.4142194,2.289781,5.9179163,3.8582587,6.3543653,5.9263134
457,9.380331,2.640134,1.3179259,12.477959,3.4939215,3.7199686,5.1464224,2.101038,4.0556746,4.9819555,7.373965,3.5021594
458,9.395319,3.0019853,1.1623822,12.374336,3.715452,4.2186565,5.173524,2.0896056,4.437032,4.838771,7.0986075,3.7395236
459,8.354727,4.6328516,0.20121942,4.406333,6.3703823,4.1134324,6.597255,4.1190796,2.526183,4.806708,3.934166,2.6808934
460,8.457626,4.29045,0.29307297,4.1890535,6.449541,4.1510663,6.887205,4.039195,2.5586705,4.843816,4.13149,2.8114338
461,9.564606,2.860664,1.0137811,12.330665,3.7178233,4.2549467,5.1625004,2.3530414,3.9557335,4.9908323,6.9901214,3.8601506
462,9.484509,2.9708047,1.1956147,12.496797,3.568555,4.0639625,5.190808,2.1036236,4.1307025,4.979787,7.027301,3.7320514
463,9.563691,2.93742,0.70204383,11.374275,4.1418924,4.763668,5.493299,2.6712317,4.506884,4.0155134,6.6885266,4.396588
464,8.061067,6.040032,-0.12171662,6.382044,4.750239,4.242155,3.9443762,4.011329,3.0077746,4.3535542,3.0586956,2.1152587
465,13.00004,0.8641623,1.2703794,4.3279076,5.0583153,12.661918,5.7565417,3.039039,3.3812344,4.322795,5.7566376,4.5204883
466,14.096213,0.4857934,1.1197785,4.597717,5.0538344,12.096341,5.2802534,3.0358922,3.8863294,4.7973647,5.79313,4.482967
467,13.870224,0.5713179,1.0938457,4.6513133,4.9710674,12.141629,5.313907,3.2463422,4.423268,4.6223536,5.7256207,4.3154845
468,8.052928,6.4964957,-0.15524141,6.4781938,5.1409316,4.1547546,4.727457,4.310925,2.7051415,4.426497,2.9244397,2.108784
469,8.108767,6.3484693,-0.18733904,6.817164,4.8251777,4.2708845,4.4072733,4.070609,2.801796,4.445568,3.1101418,2.3062696
470,8.0809555,6.023181,-0.08879715,6.8569536,4.6634893,4.316168,3.8913457,3.8820632,2.83491,4.3372846,3.2093925,2.431642
471,9.939157,0.83413565,1.7257042,9.872248,5.2822614,5.116907,5.5777154,3.0335627,5.2736053,4.014351,6.2728486,0.50164115
472,9.765557,1.1920148,1.468881,9.989869,5.346461,4.917054,5.408068,3.0755863,5.125076,3.9690065,6.3158946,0.92377144
473,8.528621,1.9128469,0.8090475,2.7016165,3.7427046,5.69018,3.636755,1.2319348,5.6465125,4.2681828,6.769961,1.9583647
474,13.431611,0.760301,1.2144686,4.3483768,4.8687515,12.438023,5.44197,3.1878839,3.9235942,4.2877445,5.793552,4.441972
475,13.14494,0.8320675,1.2822822,4.2365413,4.8776083,12.593925,5.5769324,3.1227484,3.5239153,4.1774063,5.8194613,4.5127454
476,8.137481,6.3618345,-0.35458186,6.4214168,4.8401246,4.2044473,4.638746,4.2794185,3.1088386,4.5567145,2.8222578,1.7935998
477,8.104365,6.3007107,-0.29812217,6.461493,4.7003703,4.234452,4.3591027,4.177034,3.164547,4.4728084,2.8699534,1.8013266
478,9.27777,2.4930234,0.22441739,11.052505,4.0051193,4.534357,5.2815065,3.3161714,3.407521,4.6865616,6.7605166,4.608924
479,9.513432,2.690722,0.30328852,11.153763,4.0914216,4.6792274,5.4475055,3.2068732,3.9007502,4.304895,6.8569016,4.683234
480,8.166726,5.4227524,0.02942826,5.1162224,5.9568195,4.086633,5.711389,4.221642,2.589885,4.7276297,3.5328681,2.4081197
481,10.006013,-0.4848642,1.274853,4.552701,2.7408192,6.2833138,1.357876,0.51216984,7.6829624,4.1412683,10.25455,6.0302496
482,9.457083,0.5730252,1.1636066,4.5799804,3.5259452,6.076148,1.489297,2.5791895,7.1988316,4.666497,0.3879433,5.1728716
483,9.901712,2.9121122,0.37204507,11.275198,4.342212,4.799828,5.3046627,3.6330388,4.191644,4.250922,7.233466,5.003055
484,7.966868,5.6913676,0.08886791,4.867345,6.256071,4.05298,6.197684,4.4306245,2.4049518,4.6530557,3.634863,2.4378498
485,8.008888,5.428395,0.05338624,4.6028423,6.4839163,4.094602,6.598591,4.3533955,2.434183,4.7342634,3.8803265,2.5099065
486,9.458074,0.21786444,1.1698008,5.1012173,3.234793,5.8321285,1.1439432,2.976216,7.644275,5.2633977,0.2010571,4.605158
487,10.714355,0.7346099,1.086143,5.441568,2.8953767,6.239265,3.0478082,0.59045905,8.481266,3.8804512,10.678373,6.422673
488,11.078959,1.0374787,0.98625773,5.930356,2.9640057,5.871951,3.3990483,0.5043746,8.817063,3.8100026,11.000661,6.407484
489,8.122277,5.9066696,-0.11962944,5.743328,5.4713755,4.1957736,5.1585965,4.1201286,2.8335364,4.653867,3.355481,2.2621872
490,9.585466,-1.035743,1.3438445,3.168495,4.5980163,4.778978,0.12206885,2.3647683,7.6179776,4.0721784,7.57015,6.8713584
491,9.508797,-0.6942273,1.3062989,3.302981,4.6425858,4.5433574,0.1236814,2.692675,7.526153,4.235653,6.7206135,6.577651
492,9.4590845,0.4866305,1.1829742,4.176706,3.7130446,6.133399,1.6151614,2.5340679,7.2637725,4.7191205,0.27458122,5.2614403
493,9.462319,0.3319487,1.1684923,4.7541785,3.448207,6.076702,1.4047837,2.679711,7.5095468,4.9703975,0.12357561,5.048039
494,8.395243,-0.55687916,0.6718196,1.2269778,4.1176295,4.273703,4.3336234,0.6034747,5.4015365,4.7993436,9.667982,0.34704477
495,8.425414,-1.0541954,0.6738506,1.3239503,3.688974,3.6741805,4.025005,0.97152495,4.964592,5.714432,9.459885,0.5041951
496,8.385725,-0.958343,0.57270074,1.2717289,3.9140644,3.5914268,4.104724,0.9235356,4.846313,5.648102,9.727684,0.34411213
497,9.647368,-5.6746354,1.2737556,6.6272783,8.825809,4.998311,5.671929,4.780782,4.375967,6.3212585,6.4693713,4.899568
498,9.928114,2.7897303,0.15738827,11.008348,4.4383883,4.8230114,5.6853366,3.5410306,4.3639026,3.8146083,7.3151584,4.9501734
499,9.731617,2.9144986,0.59835064,11.392786,4.595522,5.175962,5.2688727,3.4436462,4.7015505,4.16677,7.1435804,5.1907477
500,9.43719,1.2203711,1.1035719,10.12167,5.560134,4.999577,5.398642,3.349078,4.7225313,4.0301375,6.4564447,0.70550096
501,8.662407,1.3546557,0.673284,1.6439898,4.145584,4.9896383,3.6623394,0.82082295,6.521811,4.3583355,7.563414,0.47817513
502,10.483476,-0.6230237,1.3962004,4.7227774,4.915967,5.6044908,2.7097614,3.3620653,12.116709,4.415271,5.758202,4.740196
503,9.353846,0.91780645,0.83048415,10.081297,5.62321,5.7206626,5.0728054,3.537456,4.237134,4.2649646,6.502936,0.12515959
504,9.659148,-5.542785,1.2693074,6.612794,8.911177,4.909864,5.6886945,4.9303093,4.368687,6.0708256,6.6957603,4.8967404
505,9.432123,0.53905284,0.9942555,10.112499,5.334886,5.5665827,4.9722695,3.4171443,4.981496,4.1006436,6.522857,0.214911
506,9.645909,-5.948158,1.2979913,6.5278854,8.214783,4.6819124,5.5364685,4.6552014,5.1475043,5.3259487,6.5551896,4.899392
507,8.058571,5.8775153,-0.0633467,5.7903757,5.365381,4.0790157,4.59649,4.3356047,2.7925963,4.416856,2.9067545,2.0336137
508,10.32663,-0.61345804,1.3878714,4.4118986,5.0792327,5.3272953,2.2831268,3.5359063,11.808944,4.108113,4.5130544,5.037338
509,10.477756,-0.41741422,1.3838398,4.459224,5.1998067,5.6701837,2.2993343,3.4950778,12.020444,4.215084,4.841727,4.922559
510,8.173222,5.729832,-0.06548774,5.424123,5.859721,4.0441284,5.575109,4.3821416,2.526485,4.6824408,3.2297966,2.3034852
511,8.249222,5.2878327,-0.029915905,5.060473,6.029866,4.022335,5.7445297,4.3521433,2.518892,4.6765957,3.2365797,2.3950028
512,8.231743,5.6076837,-0.1342667,5.4176116,5.8236904,4.017113,5.4772015,4.425915,2.6005406,4.673954,3.0509255,2.2157786
513,8.14584,6.329793,-0.26535854,6.326069,5.236369,4.1798773,5.0377927,4.2762957,2.7798374,4.6218743,3.05518,2.1510441
514,9.619772,1.0378845,3.5210211,1.9870876,5.801606,3.872166,7.2599087,4.855423,-0.49451074,3.855914,4.510014,4.9423327
515,9.469809,0.7262065,1.016124,10.019801,5.4403963,5.685973,5.0000153,3.3319647,4.5912323,4.209314,6.486636,0.06826283
516,8.304711,4.999505,0.07007657,4.776096,6.1923065,4.02624,6.0797324,4.259154,2.4574888,4.752002,3.5550737,2.5097356
517,8.323437,4.9776716,0.045937236,4.811779,6.175984,4.0620694,6.0524898,4.163586,2.5665467,4.8405857,3.750875,2.4421196
518,9.07533,0.58679664,1.21235,3.1865144,6.523816,2.420977,6.7831774,4.929956,3.7570841,3.7803211,8.350844,11.939957
519,9.295114,0.43225774,0.69935566,10.109647,5.1040907,6.084348,4.3530645,3.410711,4.4400268,4.413504,6.599678,0.17217328
520,8.116863,5.063208,0.0028270092,5.6829925,4.025502,4.918936,3.4644532,2.483194,4.0406656,4.7092886,5.114617,2.4682114
521,9.444736,0.8166104,1.2810029,10.268359,5.3049016,4.577633,5.2477484,3.461038,5.4392896,3.597387,6.4973207,1.2881721
522,9.405017,0.6115776,0.78190666,10.015118,5.27174,6.1473265,4.4743342,3.328148,4.1755404,4.463605,6.5626297,0.07455339
523,9.337808,0.47569266,0.6563961,10.025797,5.164877,6.3931894,4.192605,3.327541,3.9877076,4.593112,6.599151,0.08708047
524,8.189712,6.068579,-0.31372517,5.9681454,5.417669,4.087959,5.1761346,4.427353,2.8293169,4.667181,2.8844037,1.9843976
525,8.219706,5.878887,-0.24892072,5.7226377,5.6022763,4.0292516,5.2741585,4.477366,2.723117,4.6796083,2.881394,2.0390081
526,9.9442215,-0.44888878,1.3911026,3.7431865,2.6559556,7.3597293,1.4211642,0.37622988,7.455129,3.3188815,10.365694,6.25271
527,9.835538,2.391925,-0.08988332,11.253413,4.319082,5.0067773,5.468616,3.9192505,3.5539963,4.590327,7.5414815,4.33664
528,9.653623,-5.8498793,1.2692344,6.6745954,8.815172,4.991184,5.6135736,4.168937,4.169061,5.5591297,6.3275714,4.880606
529,9.507027,2.2036517,1.1092238,5.1305585,4.233348,5.631937,1.1198114,3.703265,5.657363,4.5978823,0.41616708,4.553615
530,8.138679,6.037024,-0.12836546,5.788781,5.6602445,4.0552325,5.3033295,4.4329305,2.5783527,4.60566,3.0199964,2.1944528
531,8.098033,6.152075,-0.099839285,5.9290333,5.5300555,4.0801725,5.086809,4.3925095,2.6028337,4.5303745,2.9960608,2.1798131
532,9.2865715,-0.85210884,1.2639724,3.7316048,3.0356903,4.6826477,0.029256653,3.8479605,6.2237687,5.25789,2.6321695,3.5032048
533,9.301347,-0.29955393,1.2016829,3.9392045,3.248394,4.8535876,0.22099218,3.8149118,6.466224,4.922935,2.3687751,3.6480322
534,9.564206,0.24155104,1.2027009,5.0976677,3.6083663,5.0772066,0.23106462,3.8330007,7.3116655,4.728244,1.7478514,4.3128896
535,9.430513,1.3461748,1.2206458,4.259051,4.076454,6.1766806,1.7655134,2.5985248,6.1709366,4.225075,0.26042867,6.0202193
536,9.285494,1.8051322,1.3572482,2.5331373,5.2215557,6.638558,6.341414,2.2452013,6.4939175,3.622261,9.44719,9.913157
537,10.121395,1.2057536,1.1713805,4.444932,3.0230334,7.49859,3.3119173,1.0855399,8.071448,3.7763782,9.571679,7.5208282
538,9.948783,2.2098837,1.472105,4.7694983,4.8921003,3.2376387,2.5234556,5.525068,0.35954535,4.927404,2.0333748,3.6021817
539,9.075891,-1.1536933,1.036217,1.6686484,3.444901,3.66401,4.3050437,1.510219,5.304149,6.23087,9.745769,0.7429667
540,9.391572,0.015368117,1.195598,4.3689547,3.342912,5.0575204,0.33336174,3.7334259,6.8493505,4.7539783,2.105484,3.9865236
541,9.582698,0.87248963,1.3835921,9.895967,5.8584404,5.31307,5.898078,3.5037177,4.933411,3.955808,6.3302097,-0.26023817
542,9.225138,-1.3498523,1.3110015,1.8334476,2.9038455,3.9757006,4.663974,1.3751264,5.4630785,6.3116446,10.074442,1.1146955
543,9.169265,-0.97870165,1.1490941,1.7536541,3.3672307,3.9057434,4.5445223,1.4089979,5.471227,6.099833,9.973026,0.8186069
544,9.42539,0.71473926,1.1668588,4.555799,3.1931624,5.35899,1.0322126,3.475642,7.3925924,5.641698,0.085355654,3.5982828
545,9.418406,0.64354277,1.1317768,4.1856265,3.464332,5.407279,1.2258524,3.278435,7.048728,5.344449,0.27738008,3.8625798
546,9.198975,0.86400044,1.3557718,3.5174854,6.53322,2.7818964,5.903047,4.6988316,3.7879868,3.8037727,8.030751,11.612713
547,9.005026,-1.9282212,1.3506637,1.8706146,2.4531503,3.7989771,4.1583195,1.472332,5.2861004,6.59975,9.125529,1.5326033
548,9.040613,-1.894521,1.4156463,1.871166,2.4101737,3.9645853,4.2292476,1.4185357,5.457139,6.468283,9.120396,1.5708312
549,9.261191,-0.09815659,1.2237655,3.582456,3.447248,5.047317,0.8825427,3.234297,6.753318,4.8058286,2.440757,3.8581846
550,9.752263,0.36640763,1.5333961,10.030817,5.2259865,5.233358,5.5507894,3.0881782,5.274299,3.9529922,6.4190583,0.49492383
551,9.796247,0.4962059,1.6595955,10.095863,5.2909317,4.7264285,5.8322196,3.2947314,5.8717294,3.693624,6.3724227,0.795981
552,9.608814,2.397252,0.21093622,11.251176,4.1867085,4.7152824,5.156125,3.7737799,3.3999524,4.8613796,7.0209384,4.8073764
553,9.855225,2.5567217,0.009895967,11.207215,4.0934916,4.651119,5.349302,3.943925,3.344512,4.670562,7.2224407,4.546334
554,9.110104,-0.9028703,1.0206997,1.6722822,3.5921774,3.696728,4.748467,1.3491992,5.0905995,6.1942964,10.633548,0.665067
555,9.246882,-1.1077355,1.1987861,1.7933619,3.2095063,3.7791593,4.885476,1.4071796,5.138089,6.425179,10.746872,0.90785193
556,9.391167,0.30695748,1.063513,2.9663126,6.9468484,3.229145,6.766216,4.6688166,3.5042653,3.7322712,8.819513,11.700996
557,9.433062,-1.9743338,1.4493505,4.4858494,3.4948418,3.6883214,4.625547,2.8804936,12.643093,3.6224313,7.2200933,4.4606276
558,9.243605,0.58605736,1.2058805,3.2475262,6.674478,2.8993793,6.414613,4.718255,3.7612224,3.7737021,8.4028845,11.693498
559,9.320289,0.50345737,1.2102795,3.2648458,6.646956,3.1934757,6.3584146,4.5789447,3.865638,3.7701724,8.471347,11.594728
560,9.950127,1.0197831,1.0859838,3.7219644,3.3492033,7.662254,3.2331412,1.1042296,7.5981236,3.603173,9.35152,7.538328
561,10.516606,1.3452106,0.6337346,2.9315727,3.3952515,9.053559,4.59296,1.1660225,6.6993895,2.7195883,9.700275,7.5274677
562,9.452414,1.0017406,1.2695832,3.5061762,4.2675567,6.2390194,1.9028134,2.4275103,6.53572,4.4103026,-0.0471603,6.14941
563,9.634631,-6.1698484,1.2862207,6.6443543,8.384911,4.983383,5.555089,3.9838386,4.6126914,5.56281,6.0697193,4.883851
564,9.132653,0.6067216,1.0529313,3.1305463,6.9351087,2.2408967,6.686185,5.1554537,3.5898685,3.7726808,8.317611,11.924462
565,9.1716585,0.61838394,1.0978295,3.059836,6.8981247,2.496091,6.6496973,4.972712,3.5245144,3.796611,8.462409,11.8400545
566,9.628588,-6.0626907,1.3152633,6.4945793,7.893005,4.798388,5.5571203,5.06896,5.60586,6.709161,6.254983,4.925605
567,9.423712,0.9559949,1.1231939,3.1120245,3.84352,6.5115733,1.7910618,2.1796098,6.756792,3.8318639,1.5037606,5.230886
568,9.452401,0.79280335,1.1527423,3.5377088,3.6837642,6.335154,1.5741444,2.3118804,6.9560194,3.9954972,1.4523956,5.0770807
569,9.321225,0.9723713,1.1162585,2.7412426,4.022858,6.179993,2.0750573,2.3470392,6.2314615,4.1897907,0.96341527,5.0057554
570,9.3382,0.9151326,1.1438359,3.2040555,3.838853,6.08749,1.7996738,2.4605849,6.417405,4.128104,1.3551313,4.791742
571,10.652378,-0.4383091,1.4077497,4.749777,4.835363,5.840882,2.8171353,3.253997,12.297759,4.6443615,6.105315,4.6349673
572,9.371467,0.7030835,1.1502193,3.2194855,3.9359353,6.000686,1.9053144,2.5002873,6.706472,4.529465,0.6994818,4.929081
573,9.394208,0.66453475,1.1619353,3.5901356,3.8252237,5.7667866,1.685855,2.7742383,6.7612605,4.7496176,0.58628345,4.6431026
574,9.641162,-5.9681296,1.3104595,6.4975414,8.043508,4.743108,5.560386,5.049632,5.455338,6.3472495,6.417735,4.9239693
575,9.605942,-6.340086,1.3203493,6.4954495,7.629707,4.780795,5.493045,4.699307,5.7964253,6.40793,6.039966,4.9077764
576,9.976013,-0.6703932,1.401719,3.8382227,2.5547514,6.474728,1.5176505,0.4682232,7.7628665,3.9965804,10.310842,6.3026347
577,9.622166,-6.27191,1.3137566,6.523331,7.865739,4.814415,5.5225987,4.6099772,5.500155,6.1120353,6.1404805,4.907519
578,9.958486,-0.738066,1.5889226,3.5766456,2.1642907,6.049047,1.5797907,0.09818959,7.7286515,3.763537,11.231075,6.356775
579,9.950583,-0.7257805,1.5140797,3.6968822,2.2845821,6.3385468,1.4614629,0.21726279,7.738895,3.8729308,10.798212,6.281629
580,9.320239,1.7239013,1.166003,3.8343444,4.1925244,5.7582946,1.8394506,3.017315,5.252927,4.1850395,0.4512121,5.178826
581,9.6488085,-6.0475965,1.2927569,6.594582,8.398696,4.92929,5.5988774,4.4838166,4.8139596,5.8412147,6.298825,4.9020314
582,9.645921,-5.8607364,1.2834431,6.618692,8.625541,5.0052094,5.6425486,4.6439867,4.5647197,6.2480693,6.33181,4.9040527
583,9.377606,2.2088509,0.11412644,11.195753,4.1715508,4.9202166,5.677219,3.1623976,3.2623394,4.5095024,6.470087,4.8146915
584,9.640612,-6.1776867,1.3048474,6.5571337,8.138672,4.8785186,5.5746555,4.5810637,5.172346,5.9526896,6.246016,4.9058595
585,9.655796,-5.818087,1.2965779,6.5460634,8.406155,4.8497286,5.6319156,5.0405993,5.011964,6.304331,6.521664,4.919594
586,9.25702,2.1115105,1.1315778,4.2323437,4.277933,5.5518093,1.7602524,3.3121684,4.8208294,4.128548,0.30309263,5.1190205
587,9.28243,2.0882506,1.1267157,4.456863,4.21826,5.513824,1.5740025,3.4054902,5.0335083,4.250879,0.34464473,5.012095
588,9.284834,2.0389793,1.1439065,4.228526,4.232508,5.614784,1.7142091,3.2546098,4.9584537,4.172358,0.33255953,5.135803
589,11.0680065,1.3787614,1.0458579,6.2831354,2.507443,7.213291,2.693835,0.60272175,8.140003,3.6560063,10.585903,6.1884513
590,10.772697,1.1046994,1.1244543,5.8212414,2.5663261,7.326446,2.7119484,0.6844026,8.015914,3.7630253,10.365764,6.2128057
591,9.600742,-6.130993,1.3227125,6.438923,7.4878798,4.6324987,5.460981,5.1078825,6.100887,6.8219376,6.170873,4.920235
592,9.616214,-6.09453,1.3214011,6.451298,7.6451006,4.6585903,5.4923987,5.1106253,5.933137,6.6627636,6.2579055,4.923713
