Fold,MAE,MSE,RMSE,R2
1,0.4526491754175557,0.3710064630210338,0.6091029986964716,0.8783414082323886
2,0.4721385565917604,0.41331480131676895,0.6428956379668235,0.8581011021489852
3,0.45182022752609896,0.392314070009617,0.6263497984430242,0.8620605665983394
4,0.4706779695725675,0.40415532244093544,0.6357321153134671,0.8642201568469803
5,0.4689567526146565,0.4008405435938206,0.6331196913647692,0.8619048752986146
