Fold,MAE,MSE,RMSE,R2
1,0.4445100446274601,0.34390219083175355,0.586431744392946,0.887229306191317
2,0.45843299941980015,0.37671783295312233,0.6137734378034962,0.8706655432455669
3,0.44695683601916986,0.35207233811746375,0.5933568387719684,0.8762097448222279
4,0.4622751866990902,0.37911706399437584,0.6157248281451511,0.8726319990668622
5,0.4592080976181356,0.3679121599052128,0.6065576311491042,0.8732491600132396
