InputFile,Model,BestFold,TestSamples,Features,OuterCVSplits,InnerCVSplits,RandomState,BestRMSE,MeanRMSE,SHAPExplainer
data/final_features_data/ratios_only.csv,CatBoostRegressor,1,2272,80,5,3,42,0.586431744392946,0.6031688960525331,TreeExplainer
