InputFile,Model,BestFold,TestSamples,Features,OuterCVSplits,InnerCVSplits,RandomState,BestRMSE,MeanRMSE,SHAPExplainer
data/final_features_data/ratios_only.csv,XGBRegressor,1,2272,80,5,3,42,0.5847587916634899,0.6014110399572572,TreeExplainer
