Fold,MAE,MSE,RMSE,R2
1,0.4438634592899134,0.34194284442774475,0.5847587916634899,0.8878718053067114
2,0.4637555917165649,0.38159914923251453,0.6177371198434772,0.8689896937528768
3,0.4378877935728556,0.34256224912720157,0.5852881761382179,0.8795535358998305
4,0.4592666479114076,0.3792399810945653,0.6158246350176041,0.8725907038923145
5,0.45910016119086444,0.3641476507527586,0.6034464771234965,0.8745460856091056
