SMILES,PredictionsNuclear Response_NR-AR,Probability_Nuclear Response_NR-AR,Interpretation_Nuclear Response_NR-AR,PredictionsNuclear Response_NR-AR-LBD,Probability_Nuclear Response_NR-AR-LBD,Interpretation_Nuclear Response_NR-AR-LBD,PredictionsNuclear Response_NR-AhR,Probability_Nuclear Response_NR-AhR,Interpretation_Nuclear Response_NR-AhR,PredictionsNuclear Response_NR-Aromatase,Probability_Nuclear Response_NR-Aromatase,Interpretation_Nuclear Response_NR-Aromatase,PredictionsNuclear Response_NR-ER,Probability_Nuclear Response_NR-ER,Interpretation_Nuclear Response_NR-ER,PredictionsNuclear Response_NR-ER-LBD,Probability_Nuclear Response_NR-ER-LBD,Interpretation_Nuclear Response_NR-ER-LBD,PredictionsNuclear Response_NR-PPAR-gamma,Probability_Nuclear Response_NR-PPAR-gamma,Interpretation_Nuclear Response_NR-PPAR-gamma,PredictionsNuclear Response_NR-GR,Probability_Nuclear Response_NR-GR,Interpretation_Nuclear Response_NR-GR,PredictionsNuclear Response_NR-TR,Probability_Nuclear Response_NR-TR,Interpretation_Nuclear Response_NR-TR,PredictionsStress Response_SR-ARE,Probability_Stress Response_SR-ARE,Interpretation_Stress Response_SR-ARE,PredictionsStress Response_SR-ATAD5,Probability_Stress Response_SR-ATAD5,Interpretation_Stress Response_SR-ATAD5,PredictionsStress Response_SR-HSE,Probability_Stress Response_SR-HSE,Interpretation_Stress Response_SR-HSE,PredictionsStress Response_SR-MMP,Probability_Stress Response_SR-MMP,Interpretation_Stress Response_SR-MMP,PredictionsStress Response_SR-p53,Probability_Stress Response_SR-p53,Interpretation_Stress Response_SR-p53,PredictionsGenomic_AMES_Mutagenesis,Probability_Genomic_AMES_Mutagenesis,Interpretation_Genomic_AMES_Mutagenesis,PredictionsGenomic_Carcinogenesis,Probability_Genomic_Carcinogenesis,Interpretation_Genomic_Carcinogenesis,PredictionsGenomic_Micronucleus,Probability_Genomic_Micronucleus,Interpretation_Genomic_Micronucleus,PredictionsEnvironmental_Fathead_Minnow,Probability_Environmental_Fathead_Minnow,Interpretation_Environmental_Fathead_Minnow,PredictionsEnvironmental_T._Pyriformis,Probability_Environmental_T._Pyriformis,Interpretation_Environmental_T._Pyriformis,PredictionsEnvironmental_Honey_Bee,Probability_Environmental_Honey_Bee,Interpretation_Environmental_Honey_Bee,PredictionsEnvironmental_Biodegradation,Probability_Environmental_Biodegradation,Interpretation_Environmental_Biodegradation,PredictionsEnvironmental_Crustacean,Probability_Environmental_Crustacean,Interpretation_Environmental_Crustacean,PredictionsEnvironmental_Avian,Probability_Environmental_Avian,Interpretation_Environmental_Avian,PredictionsEnvironmental_Fathead_Minnow_(Regression),Probability_Environmental_Fathead_Minnow_(Regression),Interpretation_Environmental_Fathead_Minnow_(Regression),PredictionsEnvironmental_T._Pyriformis_(Regression),Probability_Environmental_T._Pyriformis_(Regression),Interpretation_Environmental_T._Pyriformis_(Regression),PredictionsEnvironmental_Rat_(Acute),Probability_Environmental_Rat_(Acute),Interpretation_Environmental_Rat_(Acute),PredictionsEnvironmental_Rat_(Chronic_Oral),Probability_Environmental_Rat_(Chronic_Oral),Interpretation_Environmental_Rat_(Chronic_Oral),PredictionsDose Response_Maximum_Tolerated_Dose,Probability_Dose Response_Maximum_Tolerated_Dose,Interpretation_Dose Response_Maximum_Tolerated_Dose,PredictionsOrganic_Skin_Sensitisation,Probability_Organic_Skin_Sensitisation,Interpretation_Organic_Skin_Sensitisation,PredictionsOrganic_hERG_I_Inhibitor,Probability_Organic_hERG_I_Inhibitor,Interpretation_Organic_hERG_I_Inhibitor,PredictionsOrganic_hERG_II_Inhibitor,Probability_Organic_hERG_II_Inhibitor,Interpretation_Organic_hERG_II_Inhibitor,PredictionsOrganic_Liver_Injury_I,Probability_Organic_Liver_Injury_I,Interpretation_Organic_Liver_Injury_I,PredictionsOrganic_Liver_Injury_II,Probability_Organic_Liver_Injury_II,Interpretation_Organic_Liver_Injury_II,PredictionsOrganic_Eye_Irritation,Probability_Organic_Eye_Irritation,Interpretation_Organic_Eye_Irritation,PredictionsOrganic_Eye_Corrosion,Probability_Organic_Eye_Corrosion,Interpretation_Organic_Eye_Corrosion,PredictionsOrganic_Respiratory_Disease,Probability_Organic_Respiratory_Disease,Interpretation_Organic_Respiratory_Disease
CC1OC(OC2CCC3(C)C(=CCC4C3CC(=O)C3(C)C4CC4OC5(OCC(CO)CC5O)C(C)C43)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,Safe,0.130,High Safety,Safe,0.320,Medium Safety,Safe,0.000,High Safety,Safe,0.100,High Safety,Safe,0.220,Medium Safety,Safe,0.020,High Safety,Safe,0.010,High Safety,Safe,0.270,Medium Safety,Safe,0.230,Medium Safety,Safe,0.330,Medium Safety,Safe,0.000,High Safety,Safe,0.030,High Safety,Safe,0.390,Low Safety,Safe,0.150,High Safety,Safe,0.090,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.610,Low Toxicity,Toxic,0.660,Low Toxicity,Toxic,0.550,Low Toxicity,Safe,0.070,High Safety,Safe,0.230,Medium Safety,Safe,0.000,High Safety,1.790,-,None,-0.420,-,None,4.190,-,None,2.950,-,None,-0.980,-,None,Safe,0.360,Low Safety,Safe,0.020,High Safety,Toxic,0.570,Low Toxicity,Safe,0.080,High Safety,Safe,0.370,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.770,Medium Toxicity
CC1OC(OC2CCC3(C)C(=CCC4C3CC(=O)C3(C)C4CC4OC5(OCC(CO)CC5O)C(C)C43)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,Safe,0.130,High Safety,Safe,0.320,Medium Safety,Safe,0.000,High Safety,Safe,0.100,High Safety,Safe,0.220,Medium Safety,Safe,0.020,High Safety,Safe,0.010,High Safety,Safe,0.270,Medium Safety,Safe,0.230,Medium Safety,Safe,0.330,Medium Safety,Safe,0.000,High Safety,Safe,0.030,High Safety,Safe,0.390,Low Safety,Safe,0.150,High Safety,Safe,0.090,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.610,Low Toxicity,Toxic,0.660,Low Toxicity,Toxic,0.550,Low Toxicity,Safe,0.070,High Safety,Safe,0.230,Medium Safety,Safe,0.000,High Safety,1.790,-,None,-0.420,-,None,4.190,-,None,2.950,-,None,-0.980,-,None,Safe,0.360,Low Safety,Safe,0.020,High Safety,Toxic,0.570,Low Toxicity,Safe,0.080,High Safety,Safe,0.370,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.770,Medium Toxicity
CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,Safe,0.100,High Safety,Safe,0.140,High Safety,Safe,0.000,High Safety,Safe,0.130,High Safety,Safe,0.220,Medium Safety,Safe,0.050,High Safety,Safe,0.010,High Safety,Safe,0.260,Medium Safety,Safe,0.120,High Safety,Safe,0.240,Medium Safety,Safe,0.030,High Safety,Safe,0.050,High Safety,Safe,0.180,Medium Safety,Safe,0.030,High Safety,Safe,0.080,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.520,Low Toxicity,Toxic,0.770,Medium Toxicity,Toxic,0.560,Low Toxicity,Safe,0.070,High Safety,Safe,0.400,Low Safety,Safe,0.010,High Safety,1.800,-,None,-0.130,-,None,2.990,-,None,2.900,-,None,-1.340,-,None,Safe,0.370,Low Safety,Safe,0.050,High Safety,Safe,0.470,Low Safety,Safe,0.070,High Safety,Safe,0.390,Low Safety,Safe,0.040,High Safety,Safe,0.000,High Safety,Toxic,0.700,Medium Toxicity
CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,Safe,0.100,High Safety,Safe,0.140,High Safety,Safe,0.000,High Safety,Safe,0.130,High Safety,Safe,0.220,Medium Safety,Safe,0.050,High Safety,Safe,0.010,High Safety,Safe,0.260,Medium Safety,Safe,0.120,High Safety,Safe,0.240,Medium Safety,Safe,0.030,High Safety,Safe,0.050,High Safety,Safe,0.180,Medium Safety,Safe,0.030,High Safety,Safe,0.080,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.520,Low Toxicity,Toxic,0.770,Medium Toxicity,Toxic,0.560,Low Toxicity,Safe,0.070,High Safety,Safe,0.400,Low Safety,Safe,0.010,High Safety,1.800,-,None,-0.130,-,None,2.990,-,None,2.900,-,None,-1.340,-,None,Safe,0.370,Low Safety,Safe,0.050,High Safety,Safe,0.470,Low Safety,Safe,0.070,High Safety,Safe,0.390,Low Safety,Safe,0.040,High Safety,Safe,0.000,High Safety,Toxic,0.700,Medium Toxicity
CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,Safe,0.100,High Safety,Safe,0.140,High Safety,Safe,0.000,High Safety,Safe,0.130,High Safety,Safe,0.220,Medium Safety,Safe,0.050,High Safety,Safe,0.010,High Safety,Safe,0.260,Medium Safety,Safe,0.120,High Safety,Safe,0.240,Medium Safety,Safe,0.030,High Safety,Safe,0.050,High Safety,Safe,0.180,Medium Safety,Safe,0.030,High Safety,Safe,0.080,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.520,Low Toxicity,Toxic,0.770,Medium Toxicity,Toxic,0.560,Low Toxicity,Safe,0.070,High Safety,Safe,0.400,Low Safety,Safe,0.010,High Safety,1.800,-,None,-0.130,-,None,2.990,-,None,2.900,-,None,-1.340,-,None,Safe,0.370,Low Safety,Safe,0.050,High Safety,Safe,0.470,Low Safety,Safe,0.070,High Safety,Safe,0.390,Low Safety,Safe,0.040,High Safety,Safe,0.000,High Safety,Toxic,0.700,Medium Toxicity
CC1OC(OC2C(O)CC(c3ccc4c(c3O)C(=O)C3=C(C4=O)C4(O)C(=O)CC(C)(OC5CCC(OC6CCC(=O)C(C)O6)C(C)O5)CC4(O)C=C3)OC2C)C=CC1=O,Safe,0.000,High Safety,Safe,0.130,High Safety,Safe,0.000,High Safety,Safe,0.150,High Safety,Safe,0.230,Medium Safety,Safe,0.020,High Safety,Safe,0.010,High Safety,Safe,0.420,Low Safety,Safe,0.240,Medium Safety,Toxic,0.520,Low Toxicity,Safe,0.060,High Safety,Safe,0.040,High Safety,Safe,0.400,Low Safety,Safe,0.070,High Safety,Safe,0.410,Low Safety,Toxic,0.880,High Toxicity,Toxic,0.500,Low Toxicity,Toxic,0.920,High Toxicity,Toxic,0.950,High Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.000,High Safety,Toxic,0.640,Low Toxicity,Safe,0.010,High Safety,0.160,-,None,1.420,-,None,3.050,-,None,1.780,-,None,-0.190,-,None,Safe,0.350,Low Safety,Safe,0.170,Medium Safety,Safe,0.480,Low Safety,Toxic,0.510,Low Toxicity,Safe,0.290,Medium Safety,Safe,0.010,High Safety,Safe,0.010,High Safety,Toxic,0.710,Medium Toxicity
CC1OC(OC2C(O)CC(c3ccc4c(c3O)C(=O)C3=C(C4=O)C4(O)C(=O)CC(C)(OC5CCC(OC6CCC(=O)C(C)O6)C(C)O5)CC4(O)C=C3)OC2C)C=CC1=O,Safe,0.000,High Safety,Safe,0.130,High Safety,Safe,0.000,High Safety,Safe,0.150,High Safety,Safe,0.230,Medium Safety,Safe,0.020,High Safety,Safe,0.010,High Safety,Safe,0.420,Low Safety,Safe,0.240,Medium Safety,Toxic,0.520,Low Toxicity,Safe,0.060,High Safety,Safe,0.040,High Safety,Safe,0.400,Low Safety,Safe,0.070,High Safety,Safe,0.410,Low Safety,Toxic,0.880,High Toxicity,Toxic,0.500,Low Toxicity,Toxic,0.920,High Toxicity,Toxic,0.950,High Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.000,High Safety,Toxic,0.640,Low Toxicity,Safe,0.010,High Safety,0.160,-,None,1.420,-,None,3.050,-,None,1.780,-,None,-0.190,-,None,Safe,0.350,Low Safety,Safe,0.170,Medium Safety,Safe,0.480,Low Safety,Toxic,0.510,Low Toxicity,Safe,0.290,Medium Safety,Safe,0.010,High Safety,Safe,0.010,High Safety,Toxic,0.710,Medium Toxicity
CC1OC(OC2C(O)CC(c3ccc4c(c3O)C(=O)C3=C(C4=O)C4(O)C(=O)CC(C)(OC5CCC(OC6CCC(=O)C(C)O6)C(C)O5)CC4(O)C=C3)OC2C)C=CC1=O,Safe,0.000,High Safety,Safe,0.130,High Safety,Safe,0.000,High Safety,Safe,0.150,High Safety,Safe,0.230,Medium Safety,Safe,0.020,High Safety,Safe,0.010,High Safety,Safe,0.420,Low Safety,Safe,0.240,Medium Safety,Toxic,0.520,Low Toxicity,Safe,0.060,High Safety,Safe,0.040,High Safety,Safe,0.400,Low Safety,Safe,0.070,High Safety,Safe,0.410,Low Safety,Toxic,0.880,High Toxicity,Toxic,0.500,Low Toxicity,Toxic,0.920,High Toxicity,Toxic,0.950,High Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.000,High Safety,Toxic,0.640,Low Toxicity,Safe,0.010,High Safety,0.160,-,None,1.420,-,None,3.050,-,None,1.780,-,None,-0.190,-,None,Safe,0.350,Low Safety,Safe,0.170,Medium Safety,Safe,0.480,Low Safety,Toxic,0.510,Low Toxicity,Safe,0.290,Medium Safety,Safe,0.010,High Safety,Safe,0.010,High Safety,Toxic,0.710,Medium Toxicity
CC1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC34C)C2(C)C)C(O)C(O)C1OC1OCC(O)C(O)C1O,Safe,0.050,High Safety,Safe,0.070,High Safety,Safe,0.000,High Safety,Safe,0.080,High Safety,Safe,0.190,Medium Safety,Safe,0.100,High Safety,Safe,0.010,High Safety,Safe,0.230,Medium Safety,Safe,0.070,High Safety,Safe,0.260,Medium Safety,Safe,0.010,High Safety,Safe,0.080,High Safety,Safe,0.250,Medium Safety,Safe,0.100,High Safety,Safe,0.030,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.700,Medium Toxicity,Toxic,0.800,Medium Toxicity,Toxic,0.860,High Toxicity,Safe,0.260,Medium Safety,Safe,0.490,Low Safety,Safe,0.000,High Safety,1.450,-,None,0.300,-,None,4.220,-,None,2.670,-,None,-1.480,-,None,Safe,0.390,Low Safety,Safe,0.040,High Safety,Safe,0.340,Low Safety,Safe,0.120,High Safety,Toxic,0.520,Low Toxicity,Safe,0.000,High Safety,Safe,0.010,High Safety,Toxic,0.730,Medium Toxicity
CC1=C(C)C(=O)OC(C(C)C2CCC3C4CC=C5CC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CC(O)C5(C)C4CCC23C)C1,Safe,0.200,Medium Safety,Safe,0.280,Medium Safety,Safe,0.000,High Safety,Safe,0.090,High Safety,Safe,0.290,Medium Safety,Safe,0.020,High Safety,Safe,0.010,High Safety,Safe,0.260,Medium Safety,Safe,0.060,High Safety,Safe,0.250,Medium Safety,Safe,0.020,High Safety,Safe,0.030,High Safety,Safe,0.350,Low Safety,Safe,0.100,High Safety,Safe,0.110,High Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.670,Medium Toxicity,Toxic,0.760,Medium Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.150,High Safety,Safe,0.350,Low Safety,Safe,0.000,High Safety,1.440,-,None,-0.160,-,None,3.890,-,None,2.820,-,None,-0.280,-,None,Safe,0.420,Low Safety,Safe,0.030,High Safety,Toxic,0.540,Low Toxicity,Safe,0.090,High Safety,Safe,0.390,Low Safety,Safe,0.010,High Safety,Safe,0.000,High Safety,Toxic,0.840,High Toxicity
COC1CC(OC2C(O)CC(OC3C(O)CC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,Safe,0.100,High Safety,Safe,0.150,High Safety,Safe,0.000,High Safety,Safe,0.070,High Safety,Safe,0.210,Medium Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.320,Medium Safety,Safe,0.060,High Safety,Safe,0.340,Low Safety,Safe,0.030,High Safety,Safe,0.030,High Safety,Toxic,0.580,Low Toxicity,Safe,0.220,Medium Safety,Safe,0.150,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.540,Low Toxicity,Toxic,0.700,Medium Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.190,Medium Safety,Safe,0.250,Medium Safety,Safe,0.000,High Safety,1.580,-,None,-0.380,-,None,3.780,-,None,2.790,-,None,-1.390,-,None,Safe,0.330,Medium Safety,Safe,0.020,High Safety,Toxic,0.520,Low Toxicity,Safe,0.030,High Safety,Safe,0.460,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.810,Medium Toxicity
COC1CC(OC2C(O)CC(OC3C(O)CC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,Safe,0.100,High Safety,Safe,0.150,High Safety,Safe,0.000,High Safety,Safe,0.070,High Safety,Safe,0.210,Medium Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.320,Medium Safety,Safe,0.060,High Safety,Safe,0.340,Low Safety,Safe,0.030,High Safety,Safe,0.030,High Safety,Toxic,0.580,Low Toxicity,Safe,0.220,Medium Safety,Safe,0.150,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.540,Low Toxicity,Toxic,0.700,Medium Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.190,Medium Safety,Safe,0.250,Medium Safety,Safe,0.000,High Safety,1.580,-,None,-0.380,-,None,3.780,-,None,2.790,-,None,-1.390,-,None,Safe,0.330,Medium Safety,Safe,0.020,High Safety,Toxic,0.520,Low Toxicity,Safe,0.030,High Safety,Safe,0.460,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.810,Medium Toxicity
COC1CC(OC2C(O)CC(OC3C(O)CC(OC4CC5=CCC6C(=O)OC7COC8(C)OC=C(CCC6C5(C)CC4O)C78)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,Safe,0.100,High Safety,Safe,0.150,High Safety,Safe,0.000,High Safety,Safe,0.070,High Safety,Safe,0.210,Medium Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.320,Medium Safety,Safe,0.060,High Safety,Safe,0.340,Low Safety,Safe,0.030,High Safety,Safe,0.030,High Safety,Toxic,0.580,Low Toxicity,Safe,0.220,Medium Safety,Safe,0.150,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.540,Low Toxicity,Toxic,0.700,Medium Toxicity,Toxic,0.760,Medium Toxicity,Safe,0.190,Medium Safety,Safe,0.250,Medium Safety,Safe,0.000,High Safety,1.580,-,None,-0.380,-,None,3.780,-,None,2.790,-,None,-1.390,-,None,Safe,0.330,Medium Safety,Safe,0.020,High Safety,Toxic,0.520,Low Toxicity,Safe,0.030,High Safety,Safe,0.460,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.810,Medium Toxicity
CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,Safe,0.010,High Safety,Safe,0.150,High Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Safe,0.210,Medium Safety,Safe,0.130,High Safety,Safe,0.010,High Safety,Safe,0.220,Medium Safety,Safe,0.050,High Safety,Safe,0.140,High Safety,Safe,0.070,High Safety,Safe,0.020,High Safety,Safe,0.190,Medium Safety,Safe,0.070,High Safety,Safe,0.260,Medium Safety,Safe,0.150,High Safety,Safe,0.490,Low Safety,Toxic,0.790,Medium Toxicity,Toxic,0.860,High Toxicity,Safe,0.310,Medium Safety,Safe,0.070,High Safety,Safe,0.470,Low Safety,Safe,0.010,High Safety,0.410,-,None,0.780,-,None,2.970,-,None,2.930,-,None,-1.490,-,None,Safe,0.480,Low Safety,Safe,0.040,High Safety,Safe,0.440,Low Safety,Safe,0.100,High Safety,Toxic,0.560,Low Toxicity,Safe,0.190,Medium Safety,Safe,0.030,High Safety,Toxic,0.560,Low Toxicity
CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,Safe,0.010,High Safety,Safe,0.150,High Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Safe,0.210,Medium Safety,Safe,0.130,High Safety,Safe,0.010,High Safety,Safe,0.220,Medium Safety,Safe,0.050,High Safety,Safe,0.140,High Safety,Safe,0.070,High Safety,Safe,0.020,High Safety,Safe,0.190,Medium Safety,Safe,0.070,High Safety,Safe,0.260,Medium Safety,Safe,0.150,High Safety,Safe,0.490,Low Safety,Toxic,0.790,Medium Toxicity,Toxic,0.860,High Toxicity,Safe,0.310,Medium Safety,Safe,0.070,High Safety,Safe,0.470,Low Safety,Safe,0.010,High Safety,0.410,-,None,0.780,-,None,2.970,-,None,2.930,-,None,-1.490,-,None,Safe,0.480,Low Safety,Safe,0.040,High Safety,Safe,0.440,Low Safety,Safe,0.100,High Safety,Toxic,0.560,Low Toxicity,Safe,0.190,Medium Safety,Safe,0.030,High Safety,Toxic,0.560,Low Toxicity
CC1CCC2(OC1)OC1CC3C4CC(=O)C5CC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,Safe,0.090,High Safety,Safe,0.220,Medium Safety,Safe,0.000,High Safety,Safe,0.020,High Safety,Safe,0.220,Medium Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.270,Medium Safety,Safe,0.210,Medium Safety,Safe,0.140,High Safety,Safe,0.010,High Safety,Safe,0.050,High Safety,Safe,0.130,High Safety,Safe,0.260,Medium Safety,Safe,0.090,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.510,Low Toxicity,Toxic,0.830,Medium Toxicity,Safe,0.320,Medium Safety,Safe,0.030,High Safety,Safe,0.380,Low Safety,Safe,0.000,High Safety,1.790,-,None,-0.180,-,None,3.670,-,None,3.030,-,None,-1.480,-,None,Safe,0.400,Low Safety,Safe,0.020,High Safety,Safe,0.480,Low Safety,Safe,0.060,High Safety,Safe,0.400,Low Safety,Safe,0.020,High Safety,Safe,0.000,High Safety,Toxic,0.690,Medium Toxicity
CC1CCC2(OC1)OC1CC3C4CC(=O)C5CC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,Safe,0.090,High Safety,Safe,0.220,Medium Safety,Safe,0.000,High Safety,Safe,0.020,High Safety,Safe,0.220,Medium Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.270,Medium Safety,Safe,0.210,Medium Safety,Safe,0.140,High Safety,Safe,0.010,High Safety,Safe,0.050,High Safety,Safe,0.130,High Safety,Safe,0.260,Medium Safety,Safe,0.090,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.510,Low Toxicity,Toxic,0.830,Medium Toxicity,Safe,0.320,Medium Safety,Safe,0.030,High Safety,Safe,0.380,Low Safety,Safe,0.000,High Safety,1.790,-,None,-0.180,-,None,3.670,-,None,3.030,-,None,-1.480,-,None,Safe,0.400,Low Safety,Safe,0.020,High Safety,Safe,0.480,Low Safety,Safe,0.060,High Safety,Safe,0.400,Low Safety,Safe,0.020,High Safety,Safe,0.000,High Safety,Toxic,0.690,Medium Toxicity
COC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(=CC(O)C6C(=O)OC7C(=O)OC8(C)OC=C(CCC65)C78)C4)CC3OC)OC2C)OC(C)C1O,Safe,0.240,Medium Safety,Safe,0.240,Medium Safety,Safe,0.000,High Safety,Safe,0.070,High Safety,Safe,0.240,Medium Safety,Safe,0.040,High Safety,Safe,0.010,High Safety,Safe,0.490,Low Safety,Safe,0.070,High Safety,Safe,0.200,Medium Safety,Safe,0.040,High Safety,Safe,0.040,High Safety,Toxic,0.570,Low Toxicity,Safe,0.380,Low Safety,Safe,0.130,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.890,High Toxicity,Toxic,0.820,Medium Toxicity,Toxic,0.750,Medium Toxicity,Safe,0.020,High Safety,Toxic,0.510,Low Toxicity,Safe,0.000,High Safety,0.300,-,None,1.250,-,None,3.380,-,None,2.890,-,None,-0.180,-,None,Safe,0.140,High Safety,Safe,0.040,High Safety,Safe,0.450,Low Safety,Toxic,0.700,Medium Toxicity,Safe,0.360,Low Safety,Safe,0.020,High Safety,Safe,0.000,High Safety,Toxic,0.800,Medium Toxicity
CC1OC(OC2CCC3(C)C(CCC4(O)C3CCC3(C)C(C5=CC(=O)OC5)CC(=O)C34O)C2)CC(O)C1OC1OCC(O)C(OC2OCC(O)(CO)C2O)C1O,Safe,0.070,High Safety,Safe,0.410,Low Safety,Safe,0.000,High Safety,Safe,0.230,Medium Safety,Safe,0.240,Medium Safety,Safe,0.080,High Safety,Safe,0.010,High Safety,Safe,0.210,Medium Safety,Safe,0.100,High Safety,Safe,0.170,Medium Safety,Safe,0.020,High Safety,Safe,0.020,High Safety,Safe,0.120,High Safety,Safe,0.350,Low Safety,Safe,0.110,High Safety,Safe,0.100,High Safety,Toxic,0.500,Low Toxicity,Safe,0.490,Low Safety,Toxic,0.650,Low Toxicity,Safe,0.480,Low Safety,Safe,0.050,High Safety,Safe,0.200,Medium Safety,Safe,0.000,High Safety,1.400,-,None,-0.390,-,None,3.950,-,None,2.760,-,None,-1.270,-,None,Safe,0.360,Low Safety,Safe,0.020,High Safety,Toxic,0.580,Low Toxicity,Safe,0.110,High Safety,Safe,0.490,Low Safety,Safe,0.000,High Safety,Safe,0.000,High Safety,Toxic,0.860,High Toxicity
CC1CC2OC3C(CC2OC2CC4COC5CC=CC(C)C6OC7C=CC8OC9C(CC8OC7CC=CC6OC5CC4(O)OC2C1)OC1CC=CCOC1C9O)OC1C(C)C(C)C2(CC(O)CO2)OC1C(O)C3C,Safe,0.000,High Safety,Safe,0.020,High Safety,Safe,0.000,High Safety,Safe,0.120,High Safety,Safe,0.150,High Safety,Safe,0.010,High Safety,Safe,0.010,High Safety,Safe,0.340,Low Safety,Safe,0.080,High Safety,Safe,0.330,Medium Safety,Safe,0.070,High Safety,Safe,0.050,High Safety,Toxic,0.570,Low Toxicity,Safe,0.460,Low Safety,Safe,0.190,Medium Safety,Safe,0.150,High Safety,Toxic,0.500,Low Toxicity,Toxic,0.760,Medium Toxicity,Toxic,0.890,High Toxicity,Toxic,0.640,Low Toxicity,Safe,0.170,Medium Safety,Toxic,0.570,Low Toxicity,Safe,0.010,High Safety,-1.750,-,None,1.960,-,None,3.980,-,None,2.760,-,None,-0.260,-,None,Safe,0.390,Low Safety,Safe,0.150,High Safety,Toxic,0.550,Low Toxicity,Safe,0.440,Low Safety,Toxic,0.730,Medium Toxicity,Safe,0.050,High Safety,Safe,0.030,High Safety,Toxic,0.650,Low Toxicity
