Nuclear Response_NR-AR,Nuclear Response_NR-AR-LBD,Nuclear Response_NR-AhR,Nuclear Response_NR-Aromatase,Nuclear Response_NR-ER,Nuclear Response_NR-ER-LBD,Nuclear Response_NR-PPAR-gamma,Nuclear Response_NR-GR,Nuclear Response_NR-TR,Stress Response_SR-ARE,Stress Response_SR-ATAD5,Stress Response_SR-HSE,Stress Response_SR-MMP,Stress Response_SR-p53,Genomic_AMES_Mutagenesis,Genomic_Carcinogenesis,Genomic_Micronucleus,Environmental_Fathead_Minnow,Environmental_T._Pyriformis,Environmental_Honey_Bee,Environmental_Biodegradation,Environmental_Crustacean,Environmental_Avian,Environmental_Fathead_Minnow_(Regression),Environmental_T._Pyriformis_(Regression),Environmental_Rat_(Acute),Environmental_Rat_(Chronic_Oral),Dose Response_Maximum_Tolerated_Dose,Organic_Skin_Sensitisation,Organic_hERG_I_Inhibitor,Organic_hERG_II_Inhibitor,Organic_Liver_Injury_I,Organic_Liver_Injury_II,Organic_Eye_Irritation,Organic_Eye_Corrosion,Organic_Respiratory_Disease,identifier,SMILES
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,CNP0195108.1,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OCC(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,CNP0195108.2,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OCC(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Medium Toxicity,High Safety,Medium Safety,High Safety,,,,,,Medium Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0195259.6,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0196339.1,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7O)C(O)C6O)CCC5(C)C4CC(=O)C3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Low Toxicity,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0197409.1,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7O)C(C)(C)C6CCC5(C)C3(C)CC4)OCC(O)C2O)C(O)C(O)C1OC1OCC(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Safety,Low Safety,Medium Toxicity,Medium Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Medium Toxicity,Medium Safety,High Safety,Low Toxicity,CNP0197515.1,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0197607.1,CC1(C)CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(O)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1
High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,Medium Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0197845.2,CC(=O)C(O)(C(C)C)C1OC(O)C2C1OC1C=C3C4=C(CCC3(C)C12)C1(C)CCC(OC2OC(CO)C(O)C(O)C2O)CC1CC4
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,Medium Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0197847.1,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC6OC7CC(=O)C(C)OC7OC6C(C)O4)c3O)C5=O)OC2C)C=CC1=O
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,Medium Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0197847.2,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC6OC7CC(=O)C(C)OC7OC6C(C)O4)c3O)C5=O)OC2C)C=CC1=O
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,Medium Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0197847.3,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC6OC7CC(=O)C(C)OC7OC6C(C)O4)c3O)C5=O)OC2C)C=CC1=O
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,Medium Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0197847.4,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC6OC7CC(=O)C(C)OC7OC6C(C)O4)c3O)C5=O)OC2C)C=CC1=O
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,Medium Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0197847.5,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC6OC7CC(=O)C(C)OC7OC6C(C)O4)c3O)C5=O)OC2C)C=CC1=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0198476.1,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,Low Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,High Toxicity,Low Toxicity,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0198595.2,CC1OC(OC2COC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OCC(OC8OC(CO)C(O)C(O)C8O)C(O)C7O)C(C)(C)C6CCC5(C)C3(C)CC4)C(O)C2O)C(O)C(OC2OCC(O)C(O)C2O)C1O
High Safety,Medium Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0200093.1,CC1CCC(C(C)C2CCC3C4=CC(=O)C5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC32C)OC1OC1OC(C)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0200896.5,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0200896.7,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1
High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,Low Safety,Medium Safety,Medium Safety,Low Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Safety,High Safety,Medium Toxicity,Low Toxicity,,,,,,Medium Safety,Medium Safety,Medium Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0201047.1,COc1c(O)c2c(c3cc(C(=O)N4CCc5c4c(O)c(OC)c4[nH]c(C(=O)N6CC7CC78C6=CC(=O)c6[nH]cc(C)c68)cc54)[nH]c13)CCN2C(N)=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,Medium Safety,Low Toxicity,Medium Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0201578.2,CC1OC(OC2CCC(OC3C(O)CC(c4ccc5c(c4O)C(=O)C4=C(C5=O)C5(O)C(=O)CC(C)(O)CC5(O)C=C4)OC3C)OC2C)C=CC1=O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Low Safety,High Safety,Low Safety,Medium Safety,Low Toxicity,Medium Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0201578.3,CC1OC(OC2CCC(OC3C(O)CC(c4ccc5c(c4O)C(=O)C4=C(C5=O)C5(O)C(=O)CC(C)(O)CC5(O)C=C4)OC3C)OC2C)C=CC1=O
Medium Safety,Low Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Medium Safety,Low Toxicity,High Safety,High Safety,High Toxicity,CNP0201697.1,COC1C(O)C(OC2CCC3(C)C(C2)CC2OC24C3CCC2(C)C(C3=CC(=O)OC3)CCC24O)OC(C)C1OC1OC(CO)C(O)C(O)C1O
Medium Safety,Low Safety,High Safety,Low Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Medium Safety,Low Toxicity,High Safety,High Safety,High Toxicity,CNP0201697.2,COC1C(O)C(OC2CCC3(C)C(C2)CC2OC24C3CCC2(C)C(C3=CC(=O)OC3)CCC24O)OC(C)C1OC1OC(CO)C(O)C(O)C1O
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,Medium Safety,Low Safety,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0202293.1,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC(O)C(OC6CCC(=O)C(C)O6)C(C)O4)c3O)C5=O)OC2C)C=CC1=O
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,Medium Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,,,,,,Low Safety,Medium Safety,Low Safety,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0202293.2,CC1OC(OC2CCC(OC3(C)CC(=O)C4(O)C5=C(C=CC4(O)C3)C(=O)c3c(ccc(C4CC(O)C(OC6CCC(=O)C(C)O6)C(C)O4)c3O)C5=O)OC2C)C=CC1=O
High Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Low Safety,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Toxicity,Low Toxicity,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0202331.1,COC1CC(OC2C(C)OC(OC3C(O)CC(OC4C(O)CC(OC5CCC6(C)C(CCC78OC(C)C9CCC(=O)C9(C)C(CC76)O8)C5)OC4C)OC3C)CC2OC)OC(C)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Safety,Low Toxicity,Low Toxicity,Medium Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0202462.1,CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(C)C(OC8OC(C)C(O)C(OC9OC(CO)C(O)C(O)C9O)C8O)C(O)C7O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,High Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0202976.1,CC(CO)C1(O)C2OC(=O)C(C3CC=C4C5=C(CCC43C)C3(C)CCC(OC4OC(CO)C(O)C(OC6OCC(O)C(O)C6O)C4O)CC3CC5)C2OC1(C)O
High Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,High Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0202976.2,CC(CO)C1(O)C2OC(=O)C(C3CC=C4C5=C(CCC43C)C3(C)CCC(OC4OC(CO)C(O)C(OC6OCC(O)C(O)C6O)C4O)CC3CC5)C2OC1(C)O
High Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Low Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0203452.14,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)CC(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,Medium Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Safety,Low Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0203452.16,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)CC(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,Low Safety,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Toxicity,Medium Safety,High Safety,Low Toxicity,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Low Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,CNP0204025.1,CC1CCC2C(C)(C)C(O)CCC2(C)C12Cc1c(cc3c(c1O)CN(CCCCC(C(=O)O)N1Cc4c(cc5c(c4O)CC4(O5)C(C)CCC5C(C)(C)C(O)CCC54C)C1=O)C3=O)O2
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,High Toxicity,High Safety,Low Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0204358.2,CC1OC(OC2C(CO)OC(OCC3OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(=O)C(C)(CO)C7CCC6(C)C4(C)CC5)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
High Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Low Toxicity,Low Safety,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0204684.1,CC1OC(OC2COC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)C(O)C65O)C4)OC3C)C(O)C2O)C(O)C(O)C1O
Medium Safety,Low Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Medium Safety,High Safety,High Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0204757.3,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
Medium Safety,Low Safety,High Safety,Medium Safety,Medium Safety,High Safety,High Safety,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Medium Safety,High Safety,High Safety,High Safety,,,,,,Medium Safety,High Safety,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0204757.5,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0205219.3,CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0205219.4,CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Toxicity,CNP0205219.5,CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)CCC5(C)C4CCC3(C)C1C2C
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Medium Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0205250.3,COC1CC(OC2CCC3(C)C(CCC45OC46CC=C(C4=CC(=O)OC4)C6(C)CCC35)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Toxicity,Low Toxicity,High Safety,Medium Safety,High Safety,,,,,,Low Safety,High Safety,Low Toxicity,Medium Safety,Low Toxicity,High Safety,High Safety,Medium Toxicity,CNP0205250.4,COC1CC(OC2CCC3(C)C(CCC45OC46CC=C(C4=CC(=O)OC4)C6(C)CCC35)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Low Safety,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0206403.2,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,High Toxicity,Low Safety,Medium Safety,Low Safety,High Safety,,,,,,Low Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,CNP0206403.4,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
