input_file,num_selected_features,selected_features
data/engineered_features/with_descriptors.csv,40,MolWt;HeavyAtomCount;TotalAtomCount;RotatableBonds;RingCount;HBD;HBA;TPSA;HeteroatomCount;StereocenterCount;BridgeheadAtomCount;Eccentricity;PMI_Ratio1;PMI_Ratio2;Max_EState;Min_EState;Avg_EState;Hydroxyl;Ester;Phenol;Quaternary_Carbons;SSSR_count;Largest_ring_size;Fraction_aromatic_rings;Aromatic_ring_count;Fused_ring_count;Bridged_ring_count;Spiro_atom_count;ZagrebIndex;BalabanIndex;BertzCTIndex;Chi0;Chi1;Chi2;Chi3;Chi4;AtomInformationContent;BondInformationContent;TotalPathCount;PathComplexityIndex
