dataset,n_features,rmse,features
transforms_and_interactions.csv,95,0.63394640076016,"RingCount_x_RadiusOfGyration,RingCount_x_Asphericity,Avg_EState_x_BalabanIndex,TPSA_x_SSSR_count,PMI2_x_Fused_ring_count,PMI_Ratio2_x_BalabanIndex,Asphericity_x_Fused_ring_count,Eccentricity_x_PathComplexityIndex,Largest_ring_size_x_TotalPathCount,BertzCTIndex_x_PathComplexityIndex,partial_charge_min_x_BalabanIndex,SSSR_count_x_BalabanIndex,Max_EState_x_PathComplexityIndex,RingCount_x_StereocenterCount,BalabanIndex_x_GraphDistanceDistributionEntropy,BalabanIndex_x_PathComplexityIndex,RadiusOfGyration_x_Largest_ring_size,Max_EState_x_Bridged_ring_count,HBD_x_SSSR_count,RingCount_x_Min_EState,RingCount_x_BondInformationContent,StereocenterCount_x_Fused_ring_count,partial_charge_max_x_BalabanIndex,RingCount_x_DoubleBondCount,partial_charge_min_x_PathComplexityIndex,Asphericity_x_Largest_ring_size,HBD_x_Fused_ring_count,PMI_Ratio2_x_TotalPathCount,RotatableBonds_x_SSSR_count,PMI_Ratio1_x_BalabanIndex,Min_EState_x_Fused_ring_count,AtomInformationContent_x_TotalPathCount,Largest_ring_size_x_PathComplexityIndex,RotatableBonds_x_Bridged_ring_count,HeteroatomCount_x_Largest_ring_size,Avg_EState_x_PathComplexityIndex,Max_EState_x_Largest_ring_size,SpherocityIndex_x_WienerIndex,BalabanIndex_x_AtomInformationContent,RingCount_x_SpherocityIndex,PMI_Ratio2_x_Largest_ring_size,Chi4_x_AtomInformationContent,InertialShapeFactor_x_WienerIndex,FractionCSP3_x_BalabanIndex,DoubleBondCount_x_Fused_ring_count,Chi4_x_PathComplexityIndex,StereocenterCount_x_Asphericity,Fused_ring_count_x_BondInformationContent,TPSA_x_PathComplexityIndex,SpherocityIndex_x_BertzCTIndex,Ether_x_SSSR_count,StereocenterCount_x_BondInformationContent,PMI_Ratio2_x_Max_EState,StereocenterCount_x_AtomInformationContent,HBD_x_WienerIndex,Asphericity_x_BertzCTIndex,Ether_x_Fused_ring_count,Chi4_x_BondInformationContent,HBD_x_StereocenterCount,PMI2_x_Quaternary_Carbons,partial_charge_min_x_BertzCTIndex,HBD_x_Asphericity,RingCount_x_PMI_Ratio1,SpherocityIndex_x_Fused_ring_count,StereocenterCount_x_Chi2,partial_charge_max_x_PathComplexityIndex,Carbonyl_x_SSSR_count,Quaternary_Carbons_x_Bridged_ring_count,Largest_ring_size_sq,Hydroxyl_x_Chi4,LogP_x_SSSR_count,Ester_log,Carbonyl_x_Fused_ring_count,HBA_x_SpherocityIndex,StereocenterCount_x_SpherocityIndex,BertzCTIndex_x_BondInformationContent,AtomInformationContent_x_PathComplexityIndex,HBD_x_Quaternary_Carbons,partial_charge_min_x_Largest_ring_size,HBD_x_Ether,Aromatic_ring_count_x_Chi4,TPSA_x_Chi4,partial_charge_max_x_Largest_ring_size,LogP_x_Bridged_ring_count,Min_EState_x_Quaternary_Carbons,HBD_x_Min_EState,ShapeIndex_x_Bridged_ring_count,StereocenterCount_x_Aromatic_ring_count,Eccentricity_x_Max_EState,Aromatic_ring_count_x_Fused_ring_count,DoubleBondCount_x_Largest_ring_size,StereocenterCount_x_Min_EState,HBD_x_BondInformationContent,HBD_x_SpherocityIndex,Asphericity_x_Chi4"
transforms_and_interactions.csv,100,0.6335103240491562,"RingCount_x_RadiusOfGyration,RingCount_x_Asphericity,Avg_EState_x_BalabanIndex,TPSA_x_SSSR_count,PMI2_x_Fused_ring_count,PMI_Ratio2_x_BalabanIndex,Asphericity_x_Fused_ring_count,Eccentricity_x_PathComplexityIndex,Largest_ring_size_x_TotalPathCount,BertzCTIndex_x_PathComplexityIndex,partial_charge_min_x_BalabanIndex,SSSR_count_x_BalabanIndex,Max_EState_x_PathComplexityIndex,RingCount_x_StereocenterCount,BalabanIndex_x_GraphDistanceDistributionEntropy,BalabanIndex_x_PathComplexityIndex,RadiusOfGyration_x_Largest_ring_size,Max_EState_x_Bridged_ring_count,HBD_x_SSSR_count,RingCount_x_Min_EState,RingCount_x_BondInformationContent,StereocenterCount_x_Fused_ring_count,partial_charge_max_x_BalabanIndex,RingCount_x_DoubleBondCount,partial_charge_min_x_PathComplexityIndex,Asphericity_x_Largest_ring_size,HBD_x_Fused_ring_count,PMI_Ratio2_x_TotalPathCount,RotatableBonds_x_SSSR_count,PMI_Ratio1_x_BalabanIndex,Min_EState_x_Fused_ring_count,AtomInformationContent_x_TotalPathCount,Largest_ring_size_x_PathComplexityIndex,RotatableBonds_x_Bridged_ring_count,HeteroatomCount_x_Largest_ring_size,Avg_EState_x_PathComplexityIndex,Max_EState_x_Largest_ring_size,SpherocityIndex_x_WienerIndex,BalabanIndex_x_AtomInformationContent,RingCount_x_SpherocityIndex,PMI_Ratio2_x_Largest_ring_size,Chi4_x_AtomInformationContent,InertialShapeFactor_x_WienerIndex,FractionCSP3_x_BalabanIndex,DoubleBondCount_x_Fused_ring_count,Chi4_x_PathComplexityIndex,StereocenterCount_x_Asphericity,Fused_ring_count_x_BondInformationContent,TPSA_x_PathComplexityIndex,SpherocityIndex_x_BertzCTIndex,Ether_x_SSSR_count,StereocenterCount_x_BondInformationContent,PMI_Ratio2_x_Max_EState,StereocenterCount_x_AtomInformationContent,HBD_x_WienerIndex,Asphericity_x_BertzCTIndex,Ether_x_Fused_ring_count,Chi4_x_BondInformationContent,HBD_x_StereocenterCount,PMI2_x_Quaternary_Carbons,partial_charge_min_x_BertzCTIndex,HBD_x_Asphericity,RingCount_x_PMI_Ratio1,SpherocityIndex_x_Fused_ring_count,StereocenterCount_x_Chi2,partial_charge_max_x_PathComplexityIndex,Carbonyl_x_SSSR_count,Quaternary_Carbons_x_Bridged_ring_count,Largest_ring_size_sq,Hydroxyl_x_Chi4,LogP_x_SSSR_count,Ester_log,Carbonyl_x_Fused_ring_count,HBA_x_SpherocityIndex,StereocenterCount_x_SpherocityIndex,BertzCTIndex_x_BondInformationContent,AtomInformationContent_x_PathComplexityIndex,HBD_x_Quaternary_Carbons,partial_charge_min_x_Largest_ring_size,HBD_x_Ether,Aromatic_ring_count_x_Chi4,TPSA_x_Chi4,partial_charge_max_x_Largest_ring_size,LogP_x_Bridged_ring_count,Min_EState_x_Quaternary_Carbons,HBD_x_Min_EState,ShapeIndex_x_Bridged_ring_count,StereocenterCount_x_Aromatic_ring_count,Eccentricity_x_Max_EState,Aromatic_ring_count_x_Fused_ring_count,DoubleBondCount_x_Largest_ring_size,StereocenterCount_x_Min_EState,HBD_x_BondInformationContent,HBD_x_SpherocityIndex,Asphericity_x_Chi4,Quaternary_Carbons_x_BondInformationContent,HBD_x_DoubleBondCount,HBA_x_PMI_Ratio2,SpherocityIndex_x_TopologicalDiameter,Avg_EState_x_Largest_ring_size"
transforms_and_interactions.csv,200,0.6199908374541325,"RingCount_x_RadiusOfGyration,RingCount_x_Asphericity,Avg_EState_x_BalabanIndex,TPSA_x_SSSR_count,PMI2_x_Fused_ring_count,PMI_Ratio2_x_BalabanIndex,Asphericity_x_Fused_ring_count,Eccentricity_x_PathComplexityIndex,Largest_ring_size_x_TotalPathCount,BertzCTIndex_x_PathComplexityIndex,partial_charge_min_x_BalabanIndex,SSSR_count_x_BalabanIndex,Max_EState_x_PathComplexityIndex,RingCount_x_StereocenterCount,BalabanIndex_x_GraphDistanceDistributionEntropy,BalabanIndex_x_PathComplexityIndex,RadiusOfGyration_x_Largest_ring_size,Max_EState_x_Bridged_ring_count,HBD_x_SSSR_count,RingCount_x_Min_EState,RingCount_x_BondInformationContent,StereocenterCount_x_Fused_ring_count,partial_charge_max_x_BalabanIndex,RingCount_x_DoubleBondCount,partial_charge_min_x_PathComplexityIndex,Asphericity_x_Largest_ring_size,HBD_x_Fused_ring_count,PMI_Ratio2_x_TotalPathCount,RotatableBonds_x_SSSR_count,PMI_Ratio1_x_BalabanIndex,Min_EState_x_Fused_ring_count,AtomInformationContent_x_TotalPathCount,Largest_ring_size_x_PathComplexityIndex,RotatableBonds_x_Bridged_ring_count,HeteroatomCount_x_Largest_ring_size,Avg_EState_x_PathComplexityIndex,Max_EState_x_Largest_ring_size,SpherocityIndex_x_WienerIndex,BalabanIndex_x_AtomInformationContent,RingCount_x_SpherocityIndex,PMI_Ratio2_x_Largest_ring_size,Chi4_x_AtomInformationContent,InertialShapeFactor_x_WienerIndex,FractionCSP3_x_BalabanIndex,DoubleBondCount_x_Fused_ring_count,Chi4_x_PathComplexityIndex,StereocenterCount_x_Asphericity,Fused_ring_count_x_BondInformationContent,TPSA_x_PathComplexityIndex,SpherocityIndex_x_BertzCTIndex,Ether_x_SSSR_count,StereocenterCount_x_BondInformationContent,PMI_Ratio2_x_Max_EState,StereocenterCount_x_AtomInformationContent,HBD_x_WienerIndex,Asphericity_x_BertzCTIndex,Ether_x_Fused_ring_count,Chi4_x_BondInformationContent,HBD_x_StereocenterCount,PMI2_x_Quaternary_Carbons,partial_charge_min_x_BertzCTIndex,HBD_x_Asphericity,RingCount_x_PMI_Ratio1,SpherocityIndex_x_Fused_ring_count,StereocenterCount_x_Chi2,partial_charge_max_x_PathComplexityIndex,Carbonyl_x_SSSR_count,Quaternary_Carbons_x_Bridged_ring_count,Largest_ring_size_sq,Hydroxyl_x_Chi4,LogP_x_SSSR_count,Ester_log,Carbonyl_x_Fused_ring_count,HBA_x_SpherocityIndex,StereocenterCount_x_SpherocityIndex,BertzCTIndex_x_BondInformationContent,AtomInformationContent_x_PathComplexityIndex,HBD_x_Quaternary_Carbons,partial_charge_min_x_Largest_ring_size,HBD_x_Ether,Aromatic_ring_count_x_Chi4,TPSA_x_Chi4,partial_charge_max_x_Largest_ring_size,LogP_x_Bridged_ring_count,Min_EState_x_Quaternary_Carbons,HBD_x_Min_EState,ShapeIndex_x_Bridged_ring_count,StereocenterCount_x_Aromatic_ring_count,Eccentricity_x_Max_EState,Aromatic_ring_count_x_Fused_ring_count,DoubleBondCount_x_Largest_ring_size,StereocenterCount_x_Min_EState,HBD_x_BondInformationContent,HBD_x_SpherocityIndex,Asphericity_x_Chi4,Quaternary_Carbons_x_BondInformationContent,HBD_x_DoubleBondCount,HBA_x_PMI_Ratio2,SpherocityIndex_x_TopologicalDiameter,Avg_EState_x_Largest_ring_size,PMI_Ratio2_x_Chi3,Ether_x_Quaternary_Carbons,TPSA_x_Asphericity,DoubleBondCount_x_Aromatic_ring_count,FractionCSP3_x_Largest_ring_size,Min_EState_x_Aromatic_ring_count,HeteroatomCount_x_AtomInformationContent,BertzCTIndex_x_Chi2,RotatableBonds_x_BalabanIndex,TPSA_x_BondInformationContent,Largest_ring_size_x_AtomInformationContent,Max_EState_x_Avg_EState,BondInformationContent_x_PathComplexityIndex,Asphericity_x_SpherocityIndex,Largest_ring_size_x_BondInformationContent,Min_EState_x_BertzCTIndex,StereocenterCount_x_DoubleBondCount,RadiusOfGyration_x_BalabanIndex,InertialShapeFactor_x_SSSR_count,Carbonyl_x_Quaternary_Carbons,HBD_x_Aromatic_ring_count,LogP_x_BalabanIndex,Max_EState_cuberoot,PMI_Ratio2_x_Avg_EState,StereocenterCount_x_InertialShapeFactor,Hydroxyl_x_BondInformationContent,Max_EState_x_AtomInformationContent,Hydroxyl_log,InertialShapeFactor_x_Quaternary_Carbons,PMI_Ratio2_sq,partial_charge_max_x_TotalPathCount,Ether_x_Aromatic_ring_count,SpherocityIndex_x_Min_EState,Carbonyl_x_Aromatic_ring_count,StereocenterCount_x_Ether,DoubleBondCount_x_BalabanIndex,StereocenterCount_x_WienerIndex,PMI_Ratio2_x_AtomInformationContent,Macrocycle_count_log,HBD_x_Carbonyl,TPSA_x_Fraction_aromatic_rings,LogP_x_Quaternary_Carbons,SpherocityIndex_x_Ether,SpherocityIndex_x_PMI1,Asphericity_x_AtomInformationContent,Quaternary_Carbons_log,Quaternary_Carbons_x_Aromatic_ring_count,RotatableBonds_x_PMI_Ratio1,HBD_x_BalabanIndex,Hydroxyl_x_Aromatic_ring_count,PMI_Ratio2_x_partial_charge_min,Ester_x_BalabanIndex,BalabanIndex_x_BondInformationContent,MolarRefractivity_x_AtomInformationContent,RotatableBonds_x_Hydroxyl,Carbonyl_x_BalabanIndex,LogP_x_Ester,Fraction_aromatic_rings_log,Aromatic_ring_count_log,PMI_Ratio2_x_Min_EState,Max_EState_x_partial_charge_min,TPSA_x_partial_charge_max,Halogen_log,RadiusOfGyration_x_PathComplexityIndex,Asphericity_x_Max_EState,Asphericity_x_Min_EState,PMI2_x_Spiro_atom_count,ShapeIndex_x_BertzCTIndex,SpherocityIndex_x_PathComplexityIndex,LogP_x_PMI_Ratio1,FractionCSP3_x_PMI_Ratio1,HBD_x_ShapeIndex,Alkyne_log,Ether_x_PathComplexityIndex,PMI2_x_ShapeIndex,SpherocityIndex_x_Largest_ring_size,Min_EState_x_BondInformationContent,Eccentricity_x_Avg_EState,HBD_x_LogP,BondInformationContent_x_GraphDistanceDistributionEntropy,Hydroxyl_x_Carbonyl,InertialShapeFactor_x_Aromatic_ring_count,Asphericity_x_Chi1,SpherocityIndex_x_Fraction_aromatic_rings,LogP_x_Aromatic_ring_count,InertialShapeFactor_x_Hydroxyl,InertialShapeFactor_x_Chi4,FractionCSP3_x_Fraction_aromatic_rings,RotatableBonds_x_LogP,Asphericity_x_BondInformationContent,FractionCSP3_x_LogP,Ester_x_Bridged_ring_count,StereocenterCount_x_Carbonyl,Hydroxyl_x_Spiro_atom_count,Ketone_x_Bridged_ring_count,StereocenterCount_x_Phenol,DoubleBondCount_x_SpherocityIndex,RotatableBonds_x_FractionCSP3,AtomInformationContent_x_BondInformationContent,Phenol_x_Fused_ring_count"
transforms_and_ratios.csv,5,0.7190770101329675,"BalabanIndex_div_PathComplexityIndex,SSSR_count_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex"
transforms_and_ratios.csv,10,0.702368827584337,"BalabanIndex_div_PathComplexityIndex,SSSR_count_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex,TotalPathCount_div_Largest_ring_size,RingCount_div_AtomInformationContent,Fused_ring_count_div_PMI_Ratio1,PMI2_div_Largest_ring_size,SSSR_count_div_SpherocityIndex"
transforms_and_ratios.csv,15,0.6738456712580033,"BalabanIndex_div_PathComplexityIndex,SSSR_count_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex,TotalPathCount_div_Largest_ring_size,RingCount_div_AtomInformationContent,Fused_ring_count_div_PMI_Ratio1,PMI2_div_Largest_ring_size,SSSR_count_div_SpherocityIndex,SSSR_count_div_partial_charge_max,BalabanIndex_div_partial_charge_max,SSSR_count_div_FractionCSP3,ZagrebIndex_div_Chi0,TPSA_div_BalabanIndex"
transforms_and_ratios.csv,20,0.6632275773596537,"BalabanIndex_div_PathComplexityIndex,SSSR_count_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex,TotalPathCount_div_Largest_ring_size,RingCount_div_AtomInformationContent,Fused_ring_count_div_PMI_Ratio1,PMI2_div_Largest_ring_size,SSSR_count_div_SpherocityIndex,SSSR_count_div_partial_charge_max,BalabanIndex_div_partial_charge_max,SSSR_count_div_FractionCSP3,ZagrebIndex_div_Chi0,TPSA_div_BalabanIndex,MolarRefractivity_div_TotalPathCount,GraphDistanceDistributionEntropy_div_TotalPathCount,PMI2_div_Fused_ring_count,RingCount_div_BondInformationContent,Fused_ring_count_cube"
transforms_and_ratios.csv,25,0.6560956544424376,"BalabanIndex_div_PathComplexityIndex,SSSR_count_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex,TotalPathCount_div_Largest_ring_size,RingCount_div_AtomInformationContent,Fused_ring_count_div_PMI_Ratio1,PMI2_div_Largest_ring_size,SSSR_count_div_SpherocityIndex,SSSR_count_div_partial_charge_max,BalabanIndex_div_partial_charge_max,SSSR_count_div_FractionCSP3,ZagrebIndex_div_Chi0,TPSA_div_BalabanIndex,MolarRefractivity_div_TotalPathCount,GraphDistanceDistributionEntropy_div_TotalPathCount,PMI2_div_Fused_ring_count,RingCount_div_BondInformationContent,Fused_ring_count_cube,AtomInformationContent_div_BalabanIndex,TotalPathCount_div_RadiusOfGyration,GraphDistanceDistributionEntropy_div_BertzCTIndex,Fused_ring_count_div_InertialShapeFactor,StereocenterCount_div_BalabanIndex"
transforms_and_ratios.csv,30,0.6521236009569733,"BalabanIndex_div_PathComplexityIndex,SSSR_count_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex,TotalPathCount_div_Largest_ring_size,RingCount_div_AtomInformationContent,Fused_ring_count_div_PMI_Ratio1,PMI2_div_Largest_ring_size,SSSR_count_div_SpherocityIndex,SSSR_count_div_partial_charge_max,BalabanIndex_div_partial_charge_max,SSSR_count_div_FractionCSP3,ZagrebIndex_div_Chi0,TPSA_div_BalabanIndex,MolarRefractivity_div_TotalPathCount,GraphDistanceDistributionEntropy_div_TotalPathCount,PMI2_div_Fused_ring_count,RingCount_div_BondInformationContent,Fused_ring_count_cube,AtomInformationContent_div_BalabanIndex,TotalPathCount_div_RadiusOfGyration,GraphDistanceDistributionEntropy_div_BertzCTIndex,Fused_ring_count_div_InertialShapeFactor,StereocenterCount_div_BalabanIndex,BalabanIndex_div_Asphericity,RadiusOfGyration_div_Largest_ring_size,ZagrebIndex_div_CovalentRadiusSum,MolarRefractivity_div_BertzCTIndex,PMI1_div_Largest_ring_size"
transforms_and_ratios.csv,35,0.6497954035049748,"BalabanIndex_div_PathComplexityIndex,SSSR_count_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex,TotalPathCount_div_Largest_ring_size,RingCount_div_AtomInformationContent,Fused_ring_count_div_PMI_Ratio1,PMI2_div_Largest_ring_size,SSSR_count_div_SpherocityIndex,SSSR_count_div_partial_charge_max,BalabanIndex_div_partial_charge_max,SSSR_count_div_FractionCSP3,ZagrebIndex_div_Chi0,TPSA_div_BalabanIndex,MolarRefractivity_div_TotalPathCount,GraphDistanceDistributionEntropy_div_TotalPathCount,PMI2_div_Fused_ring_count,RingCount_div_BondInformationContent,Fused_ring_count_cube,AtomInformationContent_div_BalabanIndex,TotalPathCount_div_RadiusOfGyration,GraphDistanceDistributionEntropy_div_BertzCTIndex,Fused_ring_count_div_InertialShapeFactor,StereocenterCount_div_BalabanIndex,BalabanIndex_div_Asphericity,RadiusOfGyration_div_Largest_ring_size,ZagrebIndex_div_CovalentRadiusSum,MolarRefractivity_div_BertzCTIndex,PMI1_div_Largest_ring_size,BalabanIndex_div_HBA,RingCount_div_Fused_ring_count,Fused_ring_count_div_FractionCSP3,Largest_ring_size_div_PMI_Ratio1,Chi4_div_FractionCSP3"
transforms_and_ratios.csv,40,0.6502422083365497,"BalabanIndex_div_PathComplexityIndex,SSSR_count_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex,TotalPathCount_div_Largest_ring_size,RingCount_div_AtomInformationContent,Fused_ring_count_div_PMI_Ratio1,PMI2_div_Largest_ring_size,SSSR_count_div_SpherocityIndex,SSSR_count_div_partial_charge_max,BalabanIndex_div_partial_charge_max,SSSR_count_div_FractionCSP3,ZagrebIndex_div_Chi0,TPSA_div_BalabanIndex,MolarRefractivity_div_TotalPathCount,GraphDistanceDistributionEntropy_div_TotalPathCount,PMI2_div_Fused_ring_count,RingCount_div_BondInformationContent,Fused_ring_count_cube,AtomInformationContent_div_BalabanIndex,TotalPathCount_div_RadiusOfGyration,GraphDistanceDistributionEntropy_div_BertzCTIndex,Fused_ring_count_div_InertialShapeFactor,StereocenterCount_div_BalabanIndex,BalabanIndex_div_Asphericity,RadiusOfGyration_div_Largest_ring_size,ZagrebIndex_div_CovalentRadiusSum,MolarRefractivity_div_BertzCTIndex,PMI1_div_Largest_ring_size,BalabanIndex_div_HBA,RingCount_div_Fused_ring_count,Fused_ring_count_div_FractionCSP3,Largest_ring_size_div_PMI_Ratio1,Chi4_div_FractionCSP3,PMI1_div_WienerIndex,SSSR_count_div_DoubleBondCount,SSSR_count_div_RingCount,Chi4_div_RadiusOfGyration,Fused_ring_count_div_Bridged_ring_count"
transforms_and_ratios.csv,45,0.6459884759427301,"BalabanIndex_div_PathComplexityIndex,SSSR_count_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex,TotalPathCount_div_Largest_ring_size,RingCount_div_AtomInformationContent,Fused_ring_count_div_PMI_Ratio1,PMI2_div_Largest_ring_size,SSSR_count_div_SpherocityIndex,SSSR_count_div_partial_charge_max,BalabanIndex_div_partial_charge_max,SSSR_count_div_FractionCSP3,ZagrebIndex_div_Chi0,TPSA_div_BalabanIndex,MolarRefractivity_div_TotalPathCount,GraphDistanceDistributionEntropy_div_TotalPathCount,PMI2_div_Fused_ring_count,RingCount_div_BondInformationContent,Fused_ring_count_cube,AtomInformationContent_div_BalabanIndex,TotalPathCount_div_RadiusOfGyration,GraphDistanceDistributionEntropy_div_BertzCTIndex,Fused_ring_count_div_InertialShapeFactor,StereocenterCount_div_BalabanIndex,BalabanIndex_div_Asphericity,RadiusOfGyration_div_Largest_ring_size,ZagrebIndex_div_CovalentRadiusSum,MolarRefractivity_div_BertzCTIndex,PMI1_div_Largest_ring_size,BalabanIndex_div_HBA,RingCount_div_Fused_ring_count,Fused_ring_count_div_FractionCSP3,Largest_ring_size_div_PMI_Ratio1,Chi4_div_FractionCSP3,PMI1_div_WienerIndex,SSSR_count_div_DoubleBondCount,SSSR_count_div_RingCount,Chi4_div_RadiusOfGyration,Fused_ring_count_div_Bridged_ring_count,HBD_div_BalabanIndex,BalabanIndex_div_TopologicalRadius,TopologicalDiameter_div_BertzCTIndex,HeteroatomCount_div_Largest_ring_size,WienerIndex_div_RingCount"
transforms_and_ratios.csv,50,0.6443742110879671,"BalabanIndex_div_PathComplexityIndex,SSSR_count_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex,TotalPathCount_div_Largest_ring_size,RingCount_div_AtomInformationContent,Fused_ring_count_div_PMI_Ratio1,PMI2_div_Largest_ring_size,SSSR_count_div_SpherocityIndex,SSSR_count_div_partial_charge_max,BalabanIndex_div_partial_charge_max,SSSR_count_div_FractionCSP3,ZagrebIndex_div_Chi0,TPSA_div_BalabanIndex,MolarRefractivity_div_TotalPathCount,GraphDistanceDistributionEntropy_div_TotalPathCount,PMI2_div_Fused_ring_count,RingCount_div_BondInformationContent,Fused_ring_count_cube,AtomInformationContent_div_BalabanIndex,TotalPathCount_div_RadiusOfGyration,GraphDistanceDistributionEntropy_div_BertzCTIndex,Fused_ring_count_div_InertialShapeFactor,StereocenterCount_div_BalabanIndex,BalabanIndex_div_Asphericity,RadiusOfGyration_div_Largest_ring_size,ZagrebIndex_div_CovalentRadiusSum,MolarRefractivity_div_BertzCTIndex,PMI1_div_Largest_ring_size,BalabanIndex_div_HBA,RingCount_div_Fused_ring_count,Fused_ring_count_div_FractionCSP3,Largest_ring_size_div_PMI_Ratio1,Chi4_div_FractionCSP3,PMI1_div_WienerIndex,SSSR_count_div_DoubleBondCount,SSSR_count_div_RingCount,Chi4_div_RadiusOfGyration,Fused_ring_count_div_Bridged_ring_count,HBD_div_BalabanIndex,BalabanIndex_div_TopologicalRadius,TopologicalDiameter_div_BertzCTIndex,HeteroatomCount_div_Largest_ring_size,WienerIndex_div_RingCount,Chi2_div_Chi4,Chi4_div_Bridged_ring_count,Fused_ring_count_div_BondInformationContent,TotalPathCount_div_FractionCSP3,StereocenterCount_div_PMI_Ratio1"
transforms_and_ratios.csv,55,0.6442402467946315,"BalabanIndex_div_PathComplexityIndex,SSSR_count_div_PMI_Ratio1,Max_EState_div_BalabanIndex,BalabanIndex_div_ZagrebIndex,Largest_ring_size_div_BalabanIndex,TotalPathCount_div_Largest_ring_size,RingCount_div_AtomInformationContent,Fused_ring_count_div_PMI_Ratio1,PMI2_div_Largest_ring_size,SSSR_count_div_SpherocityIndex,SSSR_count_div_partial_charge_max,BalabanIndex_div_partial_charge_max,SSSR_count_div_FractionCSP3,ZagrebIndex_div_Chi0,TPSA_div_BalabanIndex,MolarRefractivity_div_TotalPathCount,GraphDistanceDistributionEntropy_div_TotalPathCount,PMI2_div_Fused_ring_count,RingCount_div_BondInformationContent,Fused_ring_count_cube,AtomInformationContent_div_BalabanIndex,TotalPathCount_div_RadiusOfGyration,GraphDistanceDistributionEntropy_div_BertzCTIndex,Fused_ring_count_div_InertialShapeFactor,StereocenterCount_div_BalabanIndex,BalabanIndex_div_Asphericity,RadiusOfGyration_div_Largest_ring_size,ZagrebIndex_div_CovalentRadiusSum,MolarRefractivity_div_BertzCTIndex,PMI1_div_Largest_ring_size,BalabanIndex_div_HBA,RingCount_div_Fused_ring_count,Fused_ring_count_div_FractionCSP3,Largest_ring_size_div_PMI_Ratio1,Chi4_div_FractionCSP3,PMI1_div_WienerIndex,SSSR_count_div_DoubleBondCount,SSSR_count_div_RingCount,Chi4_div_RadiusOfGyration,Fused_ring_count_div_Bridged_ring_count,HBD_div_BalabanIndex,BalabanIndex_div_TopologicalRadius,TopologicalDiameter_div_BertzCTIndex,HeteroatomCount_div_Largest_ring_size,WienerIndex_div_RingCount,Chi2_div_Chi4,Chi4_div_Bridged_ring_count,Fused_ring_count_div_BondInformationContent,TotalPathCount_div_FractionCSP3,StereocenterCount_div_PMI_Ratio1,partial_charge_max_div_BertzCTIndex,PMI1_div_Bridged_ring_count,Fused_ring_count_div_DoubleBondCount,SSSR_count_div_Min_EState,Asphericity_div_Largest_ring_size"
