dataset,MAE_mean,MAE_CI,MSE_mean,MSE_CI,RMSE_mean,RMSE_CI,R2_mean,R2_CI,MAPE_mean,MAPE_CI
ratios_only.csv,0.4716700396802083,0.014626846796615,0.3964346054722917,0.03216069222757291,0.6291106970451246,0.02506839876808918,0.8651801780007343,0.008158819037646503,5.485196647036342,0.16439839306709475
