dataset,MAE_mean,MAE_ci,MSE_mean,MSE_ci,RMSE_mean,RMSE_ci,R2_mean,R2_ci,MAPE_mean,MAPE_ci
descriptors_only.csv,0.6159298223086406,0.009387558609268074,0.6414868033995975,0.02183645443562152,0.8008078363288973,0.013636187588321799,0.7815105391308996,0.00792966374950907,7.363847090395135,0.12757923227556411
raw_descs_and_ratios.csv,0.5296059693416002,0.008433278085764984,0.4841997340582573,0.017407609009939623,0.6957268532586113,0.012545520176068992,0.8350037254544688,0.007922834200995722,6.3068419995765925,0.10083678454371808
raw_descs_and_interactions.csv,0.5390982964952004,0.057111038051993926,0.6671885260122228,0.19209508453310656,0.8087432845146723,0.11226380478303245,0.7715838061257747,0.07047233045559383,6.427582328839078,0.7649083132987838
transforms_and_interactions.csv,0.5390982964952004,0.057111038051993926,0.6671885260122228,0.19209508453310656,0.8087432845146723,0.11226380478303245,0.7715838061257747,0.07047233045559383,6.427582328839078,0.7649083132987838
transforms_and_ratios.csv,0.525462403108633,0.008032719880645042,0.4793053572312792,0.013235911138154003,0.6922500964871782,0.009559956246696128,0.8367248042848644,0.005663625712316862,6.2628227607571585,0.1198284687975793
raw_descs_and_transforms.csv,0.5607806097078064,0.007742232345469406,0.5425512944956714,0.017914536412126394,0.7364755461480078,0.012203436834230669,0.8152651400949639,0.004836338241365866,6.580872464454157,0.12114462521737776
ratios_only.csv,0.524034005126729,0.007520773971283078,0.4753206631310095,0.01388287721675556,0.6893582436359121,0.010083769620337399,0.8380447324026408,0.006708328303024429,6.258333753767315,0.08620668153575087
interactions_only.csv,0.5390982964952004,0.057111038051993926,0.6671885260122228,0.19209508453310656,0.8087432845146723,0.11226380478303245,0.7715838061257747,0.07047233045559383,6.427582328839078,0.7649083132987838
transformations_only.csv,0.5631641188445243,0.005383678560443077,0.6107703079283341,0.13816379913687715,0.7769927154898693,0.08230032767282416,0.7917077182276521,0.048651567433781455,6.634754926665279,0.07740509668583162
all_4_combined.csv,0.510560968213188,0.004587233689186246,0.45470914050183986,0.007419583403283588,0.6742977189152949,0.005519998865749435,0.8451171546206281,0.0036971716907629546,6.060186867314149,0.07999665497754592
interactions_and_ratios.csv,0.5109012484176789,0.0047320965096529725,0.4548529488182746,0.006239812300954101,0.6744112369719748,0.004641545706219725,0.8450698829140556,0.003366948276797774,6.062208909881192,0.08565488168021955
