dataset,MAE_mean,MAE_ci,MSE_mean,MSE_ci,RMSE_mean,RMSE_ci,R2_mean,R2_ci,MAPE_mean,MAPE_ci
descriptors_only.csv,0.5381875410969645,0.00585705056631539,0.501473702380893,0.013170501667771542,0.7080844897231744,0.009300080951684503,0.8292045708371703,0.004807419069640291,6.321110453987827,0.09563543728100082
raw_descs_and_ratios.csv,0.4638199224496634,0.009113761359334728,0.39357573239929877,0.01748606977051238,0.6271937801592888,0.013986716035581673,0.8658479251881331,0.007921662890110063,5.511963322142298,0.11276144267057245
raw_descs_and_interactions.csv,0.47376805115947296,0.0073709494949367,0.3948734161243669,0.014924179904365,0.628272456843207,0.011887367544733279,0.8654396823348269,0.006715868056386386,5.638745170899972,0.09975497506703747
transforms_and_interactions.csv,0.47376805115947296,0.0073709494949367,0.3948734161243669,0.014924179904365,0.628272456843207,0.011887367544733279,0.8654396823348269,0.006715868056386386,5.638745170899972,0.09975497506703747
transforms_and_ratios.csv,0.4631455090791473,0.009264791754337086,0.3959716868739812,0.015056780447884567,0.6291435438550057,0.012006023938158587,0.8650468403031862,0.0070911393614419,5.511597642462201,0.11616144962813417
raw_descs_and_transforms.csv,0.5264426368917985,0.011659838734507993,0.4875197490328653,0.012240885052812428,0.6981688471374634,0.008765929887588703,0.8339571177984988,0.004560609800312093,6.160487383870824,0.17588668018608167
ratios_only.csv,0.46324853634452784,0.008871737790367921,0.3963262400764352,0.014048383224307364,0.629440048356911,0.011236528070963552,0.8649256218250617,0.006851434010291514,5.518670236355481,0.11307706185972077
interactions_only.csv,0.47376805115947296,0.0073709494949367,0.3948734161243669,0.014924179904365,0.628272456843207,0.011887367544733279,0.8654396823348269,0.006715868056386386,5.638745170899972,0.09975497506703747
transformations_only.csv,0.5221397799730408,0.008725006659134383,0.49205945590956757,0.01439655151024576,0.7013910335079168,0.010281784519388867,0.832395607879161,0.0056340568010208305,6.100458573373684,0.12232776859266609
all_4_combined.csv,0.4601163501948113,0.010903911195390258,0.38690776012582184,0.017673303223392937,0.6218504437177355,0.014194303689568599,0.8681257854192894,0.00784598301420223,5.475935247343611,0.12996963097709216
interactions_and_ratios.csv,0.46090267324695927,0.011283456274146203,0.388087503725375,0.018796526067647683,0.6227774540488538,0.015046956311240823,0.8677181115638852,0.008237020819921621,5.480582069488919,0.13162765248903163
