dataset,MAE_mean,MAE_ci,MSE_mean,MSE_ci,RMSE_mean,RMSE_ci,R2_mean,R2_ci,MAPE_mean,MAPE_ci,total_model_fits
descriptors_only.csv,0.5167726090674549,0.009122662913027348,0.46395046674906115,0.017041969139722644,0.6810187144751769,0.012549254288864834,0.8420174344961625,0.005177267586067931,6.053619636633336,0.14520243407378955,240
raw_descs_and_ratios.csv,0.447898447544899,0.008665482013447036,0.3569597576337504,0.01564516739790411,0.5973116985374822,0.013092903575113808,0.8784053439238353,0.0057984726530151765,5.285839388725145,0.12041800852607375,240
raw_descs_and_interactions.csv,0.4577753306934209,0.00870536140788868,0.37349614870994763,0.015896678955230746,0.6109987803109398,0.013024755560826043,0.8727591584912462,0.00620442035655164,5.414538918301591,0.12467627881570455,240
transforms_and_interactions.csv,0.4577753306934209,0.00870536140788868,0.37349614870994763,0.015896678955230746,0.6109987803109398,0.013024755560826043,0.8727591584912462,0.00620442035655164,5.414538918301591,0.12467627881570455,240
transforms_and_ratios.csv,0.4458006840338382,0.008248932610365507,0.3533971761266653,0.01498434119404472,0.5943336072907415,0.012578381944078653,0.8796319649091098,0.005338175045307377,5.258657194225991,0.1135921627886602,240
raw_descs_and_transforms.csv,0.519958199423694,0.008732291762056508,0.4710235914991946,0.01597871673824641,0.6862076701188172,0.011703718234602334,0.8395786112054017,0.0056230383612659515,6.096073942927136,0.13394173318443808,240
ratios_only.csv,0.44497871989175525,0.006689584078927641,0.35375552506199254,0.0127862220919783,0.5946728008390323,0.010725740910760291,0.8794999225746792,0.004866792223810423,5.248863926844522,0.09801213566171237,240
interactions_only.csv,0.4577753306934209,0.00870536140788868,0.37349614870994763,0.015896678955230746,0.6109987803109398,0.013024755560826043,0.8727591584912462,0.00620442035655164,5.414538918301591,0.12467627881570455,240
transformations_only.csv,0.5177666385247808,0.0071917853911011844,0.4678802467899514,0.012563055938345858,0.6839530248085968,0.009219641097971756,0.8406538246879895,0.004338469007088633,6.070523067272414,0.11918540895702066,240
all_4_combined.csv,0.4470290563026542,0.00800167762618035,0.36011814051431223,0.012521257137809437,0.6000035986953278,0.010455367670065562,0.8773155257939876,0.005186965331531659,5.26923286793973,0.11978225411538862,240
interactions_and_ratios.csv,0.4478395282360144,0.00804658999901539,0.36066152316478767,0.013149759473826404,0.6004468954973237,0.010958873932031382,0.8771288372604541,0.005380810951963956,5.279459978941206,0.11847220682785962,240
