dataset,MAE_mean,MAE_ci,MSE_mean,MSE_ci,RMSE_mean,RMSE_ci,R2_mean,R2_ci,MAPE_mean,MAPE_ci
descriptors_only.csv,0.8007620298248993,0.012761266525615196,1.0543246489962195,0.048695120663563116,1.0265231523116485,0.023496851714777417,0.6408164581416622,0.01885232103040548,9.713956734412543,0.11488024892586327
raw_descs_and_ratios.csv,0.5300379569251916,0.008005900553474977,0.48438095253826996,0.016412437596256158,0.6958704425072114,0.011812142213732238,0.8349489950490717,0.007548601472002423,6.3070369842808285,0.09663739382436946
raw_descs_and_interactions.csv,0.6127803343727056,0.010270613344944352,0.639051503372998,0.030289977884292114,0.7991729059221151,0.01895660012779905,0.7821040435036977,0.014597869356398386,7.43910782907612,0.08489050003226774
transforms_and_interactions.csv,0.6127803343727056,0.010270613344944352,0.639051503372998,0.030289977884292114,0.7991729059221151,0.01895660012779905,0.7821040435036977,0.014597869356398386,7.43910782907612,0.08489050003226774
transforms_and_ratios.csv,0.5261730640500428,0.008275606417974363,0.47857081742900165,0.01401052779325246,0.6917110156491137,0.010122420838400623,0.8369734096081138,0.00591496984426972,6.265310353469232,0.1255035242474394
raw_descs_and_transforms.csv,0.7247794750456995,0.008498131897825363,0.8620335540287382,0.026268559575803867,0.9283470442643867,0.014042392414251634,0.7063492874268575,0.010965912575773468,8.668402699166913,0.08634294488892201
ratios_only.csv,0.5245242947288752,0.008070283133765784,0.4748051521470219,0.014470732025857044,0.6889777076722071,0.010503409296649556,0.8382314468886453,0.006600751463901472,6.2562418700393705,0.09838576286247448
interactions_only.csv,0.6127803343727056,0.010270613344944352,0.639051503372998,0.030289977884292114,0.7991729059221151,0.01895660012779905,0.7821040435036977,0.014597869356398386,7.43910782907612,0.08489050003226774
transformations_only.csv,0.7164294306326097,0.010107652630597765,0.846621335673791,0.029910547205797982,0.919973246249951,0.01611978934529074,0.7115908398272206,0.012112145319329847,8.561929251669785,0.12329661106793985
all_4_combined.csv,0.5113502947164013,0.005180046952061375,0.4556588771174571,0.005142628688682565,0.6750138872628728,0.0038118245738292655,0.8447884340808285,0.0034419677899993517,6.0711757242414635,0.08969743202711819
interactions_and_ratios.csv,0.5118243059842605,0.0055011489375618805,0.4557372135712411,0.00406274995056637,0.6750761196116308,0.003012013912826219,0.8447623018682295,0.0032526527670468154,6.074282673467537,0.09770232143951196
