dataset,MAE_mean,MAE_ci,MSE_mean,MSE_ci,RMSE_mean,RMSE_ci,R2_mean,R2_ci,MAPE_mean,MAPE_ci
descriptors_only.csv,0.5651340900993098,0.008115438196225044,0.5566425265787638,0.019677347991691647,0.7459645048032847,0.013129226173722456,0.8104841352883356,0.004868444725822014,6.652030009671533,0.11749139306501401
raw_descs_and_ratios.csv,0.5050196273619085,0.008009620216676241,0.4487274927609225,0.014725995003918945,0.6697779059296204,0.010958901846106891,0.8471835796699583,0.004831197410118015,5.990271278648693,0.10304334554469141
raw_descs_and_interactions.csv,0.5184859223767202,0.009892738776611714,0.4690827005491026,0.018171018498441917,0.6847631852381384,0.013223853305045627,0.8401955455649052,0.0071968290313751525,6.174205906305607,0.13321684256731417
transforms_and_interactions.csv,0.5184859223767202,0.009892738776611714,0.4690827005491026,0.018171018498441917,0.6847631852381384,0.013223853305045627,0.8401955455649052,0.0071968290313751525,6.174205906305607,0.13321684256731417
transforms_and_ratios.csv,0.5030621521001756,0.008058198744085839,0.4449863965412555,0.015122059658697593,0.6669733022795319,0.011302361183539947,0.848456373713635,0.005001187281674678,5.962338985550952,0.1045375448813336
raw_descs_and_transforms.csv,0.5673897639723384,0.00596702415293903,0.5592947335569697,0.013747852808672637,0.7478013762550917,0.009184604125025007,0.809506687740581,0.005273029018657775,6.669731960701521,0.08297266937930563
ratios_only.csv,0.5018307987892671,0.008744256974311927,0.4427395293935195,0.016546384391373185,0.6652661083714028,0.012416814480019992,0.849218859619237,0.005566808784609462,5.946272510867514,0.11402604826599948
interactions_only.csv,0.5184859223767202,0.009892738776611714,0.4690827005491026,0.018171018498441917,0.6847631852381384,0.013223853305045627,0.8401955455649052,0.0071968290313751525,6.174205906305607,0.13321684256731417
transformations_only.csv,0.5641751470575072,0.00634162743518444,0.557056323389465,0.014208320153758008,0.7462994905006405,0.009470769281250062,0.8102741713100592,0.005171203110600582,6.637583042153045,0.09741773489091564
all_4_combined.csv,0.5102131271484446,0.009843291917987997,0.4521200812750063,0.018181478857443832,0.67225760997791,0.013500797478798229,0.8459990179751834,0.006657574387161592,6.046796473867054,0.13416473661687242
interactions_and_ratios.csv,0.5103154189783409,0.00963328589812646,0.4523491686213985,0.018001489533318846,0.6724311823305934,0.013346493708235804,0.8459323222427019,0.0063603491370674056,6.045196672353858,0.12890215846500627
