dataset,MAE_mean,MAE_CI,MSE_mean,MSE_CI,RMSE_mean,RMSE_CI,R2_mean,R2_CI,MAPE_mean,MAPE_CI
ratios_only.csv,0.5325475844421994,0.018316463372143967,0.47851870123212015,0.027144950683321695,0.6913954258821299,0.019424110293208376,0.8369696818690319,0.009846331844874335,22.824893388420076,0.5644488886593179
