InputFile,Model,BestFold,TestSamples,Features,OuterCVSplits,InnerCVSplits,RandomState,BestRMSE,MeanRMSE,SHAPExplainer
data/final_features_data/ratios_only.csv,GradientBoostingRegressor,3,2272,80,5,3,42,0.5890306195280451,0.603394033644786,TreeExplainer
