Fold,MAE,MSE,RMSE,R2
1,0.5154567129764016,0.4545244395232696,0.6741842771255272,0.850954609291459
2,0.5295300902747551,0.49369539285604913,0.7026346083534807,0.8305049035330666
3,0.5145572341656387,0.4647778588868216,0.6817461836246842,0.8365819647740048
4,0.535072296671654,0.4896295527558945,0.6997353447953694,0.8355042722813717
5,0.5266330776709192,0.4769497352140662,0.6906154756549162,0.8356842035734267
