InputFile,Model,BestFold,TestSamples,Features,OuterCVSplits,InnerCVSplits,RandomState,BestRMSE,MeanRMSE,SHAPExplainer
data/final_features_data/ratios_only.csv,LinearRegression,1,2272,80,5,3,42,0.6741630373882571,0.689358243635912,LinearExplainer
