Fold,MAE,MSE,RMSE,R2
1,0.5154471439991962,0.4544958009805605,0.6741630373882571,0.8509640002997663
2,0.5295897834668369,0.49376576136871103,0.7026846813249248,0.8304807446731411
3,0.5146732409889748,0.46498259895244376,0.681896325662812,0.8365099772242188
4,0.5337983715623149,0.48624918377143045,0.6973156987845824,0.8366399395484456
5,0.5266614856163226,0.4771099705819017,0.6907314750189842,0.8356290002676322
