cluster,identifier,Score
882,CNP0535354.2,-8.6
883,CNP0292418.1,-8.6
884,CNP0237317.1,-7.3
885,CNP0154735.1,-6.7
886,CNP0136228.1,-8.8
887,CNP0238855.2,-7.6
888,CNP0197960.6,-7.9
889,CNP0221740.1,-9.2
890,CNP0186594.1,-9.0
891,CNP0295723.1,-10.0
892,CNP0503721.1,-12.2
893,CNP0200008.2,-8.0
894,CNP0301607.1,-9.5
895,CNP0333148.1,-9.8
896,CNP0315262.1,-9.5
897,CNP0202678.1,-10.9
898,CNP0490764.1,-10.0
899,CNP0327050.1,-12.2
900,CNP0160376.0,-7.3
901,CNP0564618.0,-6.4
902,CNP0523541.0,-9.4
903,CNP0188779.3,-8.2
904,CNP0270490.3,-9.3
905,CNP0158860.1,-9.5
906,CNP0499817.0,-8.1
907,CNP0345552.2,-8.3
908,CNP0194157.2,-8.4
909,CNP0113077.1,-7.8
910,CNP0280970.0,-7.3
911,CNP0102361.1,-8.3
912,CNP0242549.1,-7.2
913,CNP0245307.1,-7.8
914,CNP0341789.4,-8.0
915,CNP0289346.2,-7.224
916,CNP0378616.1,-7.607
917,CNP0192282.1,-7.42
918,CNP0404141.1,-9.011
919,CNP0182185.2,-8.548
920,CNP0304943.1,-9.478
921,CNP0581670.1,-8.007
922,CNP0219377.1,-9.269
923,CNP0046093.2,-8.423
924,CNP0411459.3,-9.454
925,CNP0161913.1,-9.2
926,CNP0385463.2,-11.0
927,CNP0511890.0,-7.3
928,CNP0155634.1,-9.6
929,CNP0304771.2,-9.6
930,CNP0321217.1,-9.7
931,CNP0563501.2,-8.6
932,CNP0087653.1,
933,CNP0468919.2,-9.6
934,CNP0303460.1,-9.8
935,CNP0196324.1,-9.9
936,CNP0286287.11,-11.0
937,CNP0189132.3,-11.3
938,CNP0243690.6,-10.0
939,CNP0147205.1,-10.7
940,CNP0184597.22,-11.6
941,CNP0357392.2,-11.2
942,CNP0203590.2,-10.2
943,CNP0164120.0,-12.2
944,CNP0564408.1,-12.4
945,CNP0263507.3,-11.0
946,CNP0245110.3,-10.0
947,CNP0448327.1,-10.1
948,CNP0226326.24,-10.8
949,CNP0387870.3,-10.1
950,CNP0368662.4,-8.5
951,CNP0296204.5,-9.8
952,CNP0401732.2,-10.1
953,CNP0550913.1,-8.4
954,CNP0330128.12,
955,CNP0246185.1,-9.5
956,CNP0187534.1,-11.3
957,CNP0246503.4,-8.2
958,CNP0152484.0,
959,CNP0249020.7,-9.9
960,CNP0120401.3,-9.0
961,CNP0258315.10,-12.1
962,CNP0317260.1,-12.2
963,CNP0108370.1,-9.9
964,CNP0181592.1,
965,CNP0273647.1,-9.1
966,CNP0408504.2,-10.6
967,CNP0435404.1,-8.5
968,CNP0342605.1,-10.1
969,CNP0133336.1,-7.8
970,CNP0387446.4,-9.9
971,CNP0206356.2,-9.9
972,CNP0531701.1,-7.3
973,CNP0345275.1,-8.5
974,CNP0254210.1,-9.7
975,CNP0155756.2,
976,CNP0133353.5,-9.8
977,CNP0318762.2,-9.1
978,CNP0215846.1,-8.6
979,CNP0352324.0,-10.9
980,CNP0352806.0,-11.6
981,CNP0566996.1,-7.5
982,CNP0498968.0,-10.7
983,CNP0517413.1,-8.9
984,CNP0238259.1,-9.7
985,CNP0493870.1,-7.6
986,CNP0315782.2,-9.1
987,CNP0413934.1,-9.4
988,CNP0103340.2,-8.2
989,CNP0193108.2,-7.3
990,CNP0003484.0,-8.4
991,CNP0266070.1,-8.3
992,CNP0142055.3,-7.5
993,CNP0292394.1,-8.3
994,CNP0353301.1,-9.3
995,CNP0221324.1,-7.5
996,CNP0118660.1,-7.8
997,CNP0292271.1,-7.9
998,CNP0168117.1,-9.5
999,CNP0180941.1,-7.2
1000,CNP0163666.1,-10.42
1001,CNP0145923.9,-12.74
1002,CNP0242033.7,-9.4
1003,CNP0407441.1,-10.17
1004,CNP0436462.1,-10.61
1005,CNP0318527.1,-8.8
1006,CNP0255906.1,-8.1
1007,CNP0205579.9,-9.4
1008,CNP0177707.5,-8.6
1009,CNP0326915.1,-9.1
1010,CNP0175680.1,-7.8
1011,CNP0129285.4,-10.2
1012,CNP0105479.1,-9.4
1013,CNP0280901.1,-8.3
1014,CNP0363936.1,-9.1
1015,CNP0235033.7,-9.8
1016,CNP0218297.1,-9.3
1017,CNP0351950.1,-10.2
1018,CNP0180376.1,-8.1
1019,CNP0473485.0,-8.9
1020,CNP0422390.2,-8.0
1021,CNP0182946.11,-7.8
1022,CNP0391012.1,-8.4
1023,CNP0124450.1,-8.2
1024,CNP0249746.1,-8.5
1025,CNP0479233.0,-6.8
1026,CNP0487261.0,-7.6
1027,CNP0152822.1,-9.3
1028,CNP0385180.3,-9.2
1029,CNP0455927.1,-8.7
1030,CNP0143398.1,-7.7
1031,CNP0270619.3,-8.5
1032,CNP0574867.0,-7.0
1033,CNP0259652.3,-8.5
1034,CNP0252704.3,-10.3
1035,CNP0303024.1,-7.5
1036,CNP0240233.7,-10.6
1037,CNP0301082.3,-11.8
1038,CNP0175504.2,-8.1
1039,CNP0085235.1,-8.5
1040,CNP0168325.3,-7.6
1041,CNP0344517.7,-9.0
1042,CNP0162890.1,-8.5
1043,CNP0494016.1,-9.7
1044,CNP0086746.3,-9.3
1045,CNP0382269.3,-9.6
1046,CNP0043190.4,-9.3
1047,CNP0109560.1,-7.6
1048,CNP0177785.2,-7.8
1049,CNP0153528.1,-7.5
1050,CNP0280636.8,-8.7
1051,CNP0584477.2,-9.2
1052,CNP0005818.1,-10.0
1053,CNP0013038.1,-9.0
1054,CNP0187953.21,-9.9
1055,CNP0559117.0,-6.9
1056,CNP0245582.3,-8.3
1057,CNP0122112.2,-8.8
1058,CNP0292599.5,-8.7
1059,CNP0533557.2,-9.3
1060,CNP0525096.10,-9.5
1061,CNP0189563.2,-7.6
1062,CNP0262739.1,-9.0
1063,CNP0172279.1,-6.6
1064,CNP0570036.1,-8.5
1065,CNP0277250.1,-9.7
1066,CNP0230499.2,-9.1
1067,CNP0279852.3,-11.4
1068,CNP0488936.1,-10.6
1069,CNP0151495.3,-10.7
1070,CNP0404249.1,-10.9
1071,CNP0365539.3,-8.8
1072,CNP0039687.1,-9.3
1073,CNP0307226.4,-9.9
1074,CNP0156806.1,-8.6
1075,CNP0236551.4,-10.5
1076,CNP0075795.1,-10.3
1077,CNP0152761.1,-11.1
1078,CNP0271127.1,-10.2
1079,CNP0150735.1,-8.2
1080,CNP0458111.2,-7.704
1081,CNP0104142.1,-9.219
1082,CNP0317360.2,-8.226
1083,CNP0257481.1,-8.795
1084,CNP0115026.2,-8.123
1085,CNP0380097.0,-8.6
1086,CNP0398827.2,-8.7
1087,CNP0095243.1,-8.5
1088,CNP0227541.5,-10.4
1089,CNP0292483.1,-8.3
1090,CNP0184956.1,-8.7
1091,CNP0206764.1,-7.9
1092,CNP0421264.1,-8.9
1093,CNP0480320.1,-10.7
1094,CNP0153924.1,-10.8
1095,CNP0095268.1,-7.7
1096,CNP0276387.2,-7.9
1097,CNP0509883.0,-6.4
1098,CNP0514137.1,-8.1
1099,CNP0506950.1,-8.0
1100,CNP0244243.1,-11.1
1101,CNP0591669.0,-9.1
1102,CNP0260624.1,-7.4
1103,CNP0115823.2,-9.0
1104,CNP0345015.1,-8.2
1105,CNP0411931.1,-9.7
1106,CNP0596706.1,-11.8
1107,CNP0058009.0,-6.9
1108,CNP0540460.0,-7.8
1109,CNP0018835.0,-8.2
1110,CNP0267574.0,-9.4
1111,CNP0138418.0,-11.0
1112,CNP0437454.0,-7.9
1113,CNP0047689.0,-9.7
1114,CNP0278287.4,-8.5
1115,CNP0157776.0,-8.9
1116,CNP0230477.1,-5.9
1117,CNP0593230.1,-7.9
1118,CNP0306820.1,-8.5
1119,CNP0137185.3,-7.8
1120,CNP0537825.0,-7.619
1121,CNP0028521.0,-8.559
1122,CNP0432507.1,-9.622
1123,CNP0280833.4,-9.436
1124,CNP0276730.1,-8.164
1125,CNP0463950.6,-9.26
1126,CNP0554766.0,-7.624
1127,CNP0345788.0,-7.366
1128,CNP0517921.0,-6.16
1129,CNP0364409.0,
1130,CNP0469526.0,-6.11
1131,CNP0365841.1,-11.18
1132,CNP0283559.3,-8.104
1133,CNP0114518.1,-7.527
1134,CNP0368637.1,-10.92
1135,CNP0292189.2,-10.9
1136,CNP0387340.1,-9.1
1137,CNP0203230.1,-11.6
1138,CNP0592010.1,-8.9
1139,CNP0239273.1,-8.7
1140,CNP0330011.1,-8.6
1141,CNP0006819.0,-8.2
1142,CNP0298922.1,-7.7
1143,CNP0348845.0,-7.9
1144,CNP0188366.0,-7.6
1145,CNP0210794.2,-10.0
1146,CNP0248184.0,-7.4
1147,CNP0120029.1,-11.6
1148,CNP0235013.2,-9.9
1149,CNP0355092.1,-9.3
1150,CNP0185404.2,-10.8
1151,CNP0092713.1,-8.7
1152,CNP0528058.0,-6.7
1153,CNP0173073.1,-9.7
1154,CNP0183688.1,-11.0
1155,CNP0156436.2,-9.2
1156,CNP0310411.2,-10.0
1157,CNP0103076.2,-9.8
1158,CNP0075330.2,-8.6
1159,CNP0361897.1,-8.4
1160,CNP0151503.1,-7.1
1161,CNP0133456.6,-7.8
1162,CNP0419996.0,-11.3
1163,CNP0139177.2,-6.9
1164,CNP0028395.0,-8.6
1165,CNP0512652.1,-9.0
1166,CNP0601084.0,-10.2
1167,CNP0225121.0,-9.5
1168,CNP0165131.1,-7.7
1169,CNP0184009.0,-8.4
1170,CNP0179488.0,-8.01
1171,CNP0119973.0,-9.384
1172,CNP0564048.0,-9.821
1173,CNP0302963.0,-6.946
1174,CNP0601614.0,-8.264
1175,CNP0176795.0,-8.8
1176,CNP0598365.0,-9.9
1177,CNP0190473.0,-9.2
1178,CNP0220023.2,-10.8
1179,CNP0289915.1,-7.0
1180,CNP0339319.2,-7.8
1181,CNP0249635.0,-11.0
1182,CNP0199228.2,-9.7
1183,CNP0260639.1,-12.3
1184,CNP0278146.2,-10.7
1185,CNP0135035.1,-8.0
1186,CNP0345352.1,-6.8
1187,CNP0425916.1,-7.8
1188,CNP0256823.0,-9.1
1189,CNP0131178.0,-9.6
1190,CNP0294148.1,-8.6
1191,CNP0272281.0,-8.7
1192,CNP0149805.0,-9.7
1193,CNP0250451.1,-9.4
1194,CNP0408066.0,-9.8
1195,CNP0204805.0,-8.9
1196,CNP0318928.0,-9.5
1197,CNP0311987.0,-8.3
1198,CNP0143945.0,-7.9
1199,CNP0382414.0,-9.5
1200,CNP0551899.0,-6.4
1201,CNP0240310.6,-11.6
1202,CNP0373176.0,-5.5
1203,CNP0135346.0,-6.6
1204,CNP0306898.2,-10.8
1205,CNP0279259.1,-8.6
1206,CNP0206734.1,-8.6
1207,CNP0075843.4,-7.0
1208,CNP0407945.0,-9.0
1209,CNP0339401.0,-8.8
1210,CNP0239716.1,-7.4
1211,CNP0159551.1,-6.6
1212,CNP0586732.0,-8.6
1213,CNP0080595.1,-6.1
1214,CNP0197830.1,-6.9
1215,CNP0306807.1,-10.5
1216,CNP0286012.0,-10.3
1217,CNP0456392.1,-9.3
1218,CNP0014607.1,-7.6
1219,CNP0304558.2,-7.6
1220,CNP0492809.1,-9.0
1221,CNP0542288.2,-7.8
1222,CNP0115965.1,-9.8
1223,CNP0459637.1,-8.1
1224,CNP0173544.1,-7.0
1225,CNP0051443.0,-6.2
1226,CNP0018891.1,-8.7
1227,CNP0457698.1,-8.3
1228,CNP0138077.22,-11.0
1229,CNP0228607.9,-10.7
1230,CNP0043525.0,-5.4
1231,CNP0347219.12,-9.1
1232,CNP0350540.1,-8.8
1233,CNP0135643.1,-10.0
1234,CNP0272448.2,-10.8
1235,CNP0104560.1,-8.4
1236,CNP0023290.0,-8.9
1237,CNP0601076.0,-5.1
1238,CNP0177189.1,-7.7
1239,CNP0247812.1,-7.9
1240,CNP0309990.1,-8.8
1241,CNP0185982.5,-9.4
1242,CNP0488132.1,-9.4
1243,CNP0419261.4,-9.0
1244,CNP0241527.0,-6.3
1245,CNP0326116.0,-7.4
1246,CNP0260585.1,-11.3
1247,CNP0031146.0,-8.5
1248,CNP0365568.1,-10.1
1249,CNP0256299.1,-10.8
1250,CNP0277625.1,-12.1
1251,CNP0024347.0,-8.3
1252,CNP0399901.0,-7.8
1253,CNP0464352.0,-6.4
1254,CNP0507297.0,-6.4
1255,CNP0257404.0,-8.953
1256,CNP0319225.4,-9.405
1257,CNP0123691.3,-9.021
1258,CNP0108713.2,-10.32
1259,CNP0151525.1,-9.914
1260,CNP0432038.1,-10.02
1261,CNP0367773.1,-7.911
1262,CNP0014371.1,-7.717
1263,CNP0462482.1,-9.33
1264,CNP0228603.1,-10.26
1265,CNP0241356.1,-8.8
1266,CNP0252505.4,-9.9
1267,CNP0372923.1,-7.8
1268,CNP0010648.1,-8.0
1269,CNP0289067.2,-9.2
1270,CNP0463754.1,
1271,CNP0306145.2,-8.3
1272,CNP0086940.4,-9.5
1273,CNP0193970.1,-8.3
1274,CNP0318493.4,-6.4
1275,CNP0301261.2,-8.9
1276,CNP0589753.1,-8.9
1277,CNP0427294.1,-9.6
1278,CNP0356479.0,-8.6
1279,CNP0243981.2,-7.4
1280,CNP0168918.2,-7.2
1281,CNP0315175.1,-7.3
1282,CNP0302725.1,-8.2
1283,CNP0431623.1,-7.5
1284,CNP0565879.1,-7.5
1285,CNP0045804.1,-8.6
1286,CNP0182498.2,-9.0
1287,CNP0138573.2,-8.0
1288,CNP0235828.3,-6.7
1289,CNP0483890.2,-7.0
1290,CNP0206838.3,-8.0
1291,CNP0229453.1,-8.6
1292,CNP0115053.1,-6.7
1293,CNP0097703.1,-6.3
1294,CNP0387364.1,-8.9
1295,CNP0280733.2,-9.5
1296,CNP0158348.1,
1297,CNP0191493.0,-8.1
1298,CNP0207327.1,-6.4
1299,CNP0537922.0,-6.9
1300,CNP0117241.1,-9.0
1301,CNP0226063.1,-7.0
1302,CNP0111565.1,-5.6
1303,CNP0108222.1,-6.8
1304,CNP0049249.2,-9.6
1305,CNP0196830.1,-8.0
1306,CNP0154149.2,-8.0
1307,CNP0118735.1,-7.5
1308,CNP0253431.1,-8.1
1309,CNP0155619.1,-7.3
1310,CNP0262013.1,-6.6
1311,CNP0540468.1,-8.2
1312,CNP0479799.1,-5.0
1313,CNP0304586.0,
1314,CNP0339539.1,-5.9
1315,CNP0324964.1,-5.4
1316,CNP0302559.1,-6.5
1317,CNP0053161.3,-8.6
1318,CNP0157285.1,-8.3
1319,CNP0462231.1,-8.1
1320,CNP0217958.5,-8.2
1321,CNP0483640.1,-9.4
1322,CNP0176392.0,-8.2
1323,CNP0332830.1,-11.4
1324,CNP0400334.1,-8.3
1325,CNP0339014.4,-8.3
1326,CNP0385151.2,-9.6
1327,CNP0381329.1,-10.4
1328,CNP0358536.1,-10.5
1329,CNP0128595.0,-11.3
1330,CNP0248247.2,-7.9
1331,CNP0318108.0,-9.1
1332,CNP0574826.1,-10.3
1333,CNP0039804.1,-8.2
1334,CNP0391109.1,-9.2
1335,CNP0596607.0,-8.0
1336,CNP0340283.4,-9.2
1337,CNP0166576.3,-10.0
1338,CNP0563341.4,-9.9
1339,CNP0556774.7,-11.0
1340,CNP0399810.1,-11.2
1341,CNP0220544.3,-10.8
1342,CNP0380927.5,-9.7
1343,CNP0224947.1,-7.3
1344,CNP0119281.2,-8.9
1345,CNP0360836.2,-8.6
1346,CNP0237262.3,-9.3
1347,CNP0263362.1,
1348,CNP0451829.1,-10.6
1349,CNP0152272.2,-11.0
1350,CNP0008204.1,-9.4
1351,CNP0396420.1,-10.7
1352,CNP0358515.1,-10.7
1353,CNP0150856.3,-10.1
1354,CNP0331584.1,-9.4
1355,CNP0415180.1,-8.9
1356,CNP0517096.1,-10.1
1357,CNP0421171.1,-8.9
1358,CNP0602713.1,-9.2
1359,CNP0550929.1,-9.8
1360,CNP0381293.2,-9.4
1361,CNP0605295.1,-9.4
1362,CNP0080280.1,-9.5
1363,CNP0156083.1,-10.9
1364,CNP0346172.1,-9.5
1365,CNP0127940.0,-9.1
1366,CNP0269126.1,-10.0
1367,CNP0140329.3,-9.3
1368,CNP0385671.3,-8.7
1369,CNP0341207.2,-11.8
1370,CNP0238572.1,-9.0
1371,CNP0019978.1,-7.6
1372,CNP0246666.1,-8.2
1373,CNP0172035.4,-10.4
1374,CNP0387373.1,-10.9
1375,CNP0319562.1,-8.6
1376,CNP0215678.0,-7.9
1377,CNP0289971.1,-8.5
1378,CNP0350021.2,-7.1
1379,CNP0093286.2,-9.2
1380,CNP0424915.1,
1381,CNP0072003.1,-10.3
1382,CNP0197752.1,-10.9
1383,CNP0351668.0,-12.6
1384,CNP0121086.1,-10.3
1385,CNP0416196.2,-10.69
1386,CNP0316948.1,-9.714
1387,CNP0278812.3,-9.915
1388,CNP0262303.1,-9.729
1389,CNP0124598.1,-10.54
1390,CNP0499125.1,-8.783
1391,CNP0281368.1,-11.62
1392,CNP0215995.1,-11.35
1393,CNP0157493.2,-10.35
1394,CNP0191021.1,-11.5
1395,CNP0318881.1,-9.997
1396,CNP0209219.1,-7.224
1397,CNP0185232.3,-8.718
1398,CNP0450070.1,-9.202
1399,CNP0326488.3,-8.742
1400,CNP0204140.1,-9.0
1401,CNP0332439.0,-10.0
1402,CNP0508185.0,-9.5
1403,CNP0112974.1,-9.0
1404,CNP0199139.1,-11.6
1405,CNP0197151.1,-9.8
1406,CNP0578105.1,-8.7
1407,CNP0570729.1,-10.7
1408,CNP0372447.0,-10.7
1409,CNP0305486.0,-8.3
1410,CNP0308863.2,-9.3
1411,CNP0265525.1,-8.8
1412,CNP0221954.1,-10.1
1413,CNP0219575.2,-10.1
1414,CNP0344900.2,-8.5
1415,CNP0233378.0,-10.0
1416,CNP0134044.18,-8.7
1417,CNP0291431.1,-9.7
1418,CNP0316829.1,-10.2
1419,CNP0188534.3,-10.3
1420,CNP0230943.2,-11.7
1421,CNP0508688.1,-8.6
1422,CNP0577942.1,-9.1
1423,CNP0266177.1,-9.1
1424,CNP0521385.1,-10.9
1425,CNP0178358.1,-9.2
1426,CNP0151128.1,-10.8
1427,CNP0253275.1,-10.6
1428,CNP0186095.1,-9.2
1429,CNP0293631.3,-8.6
1430,CNP0413664.1,-8.8
1431,CNP0323427.1,-10.8
1432,CNP0180893.3,-9.4
1433,CNP0303294.1,-10.6
1434,CNP0242582.0,-10.4
1435,CNP0244865.1,-7.7
1436,CNP0235766.1,-11.6
1437,CNP0274307.1,-10.7
1438,CNP0264357.5,-8.9
1439,CNP0147069.2,-8.7
1440,CNP0070768.2,-10.7
1441,CNP0476535.6,-8.7
1442,CNP0256107.4,-10.2
1443,CNP0262102.14,-9.2
1444,CNP0367932.1,-9.5
1445,CNP0132550.3,-10.79
1446,CNP0047976.1,-7.194
1447,CNP0164693.1,-10.48
1448,CNP0294031.4,-10.07
1449,CNP0187151.7,-11.41
1450,CNP0420275.2,-9.6
1451,CNP0068101.1,-10.2
1452,CNP0270058.2,-9.5
1453,CNP0014415.1,-8.2
1454,CNP0428141.2,-9.6
1455,CNP0317494.0,-8.9
1456,CNP0426466.1,-8.2
1457,CNP0535281.1,
1458,CNP0426014.1,-10.8
1459,CNP0500957.1,-9.8
1460,CNP0132243.5,-8.7
1461,CNP0233727.1,-9.0
1462,CNP0039902.3,-9.3
1463,CNP0452076.2,-7.1
1464,CNP0168409.1,
1465,CNP0385763.2,-9.1
1466,CNP0405584.1,-6.8
1467,CNP0349551.1,-9.0
1468,CNP0441821.2,-8.6
1469,CNP0444836.1,-8.8
1470,CNP0019696.1,-9.2
1471,CNP0481634.1,-8.4
1472,CNP0441077.1,-10.6
1473,CNP0257407.1,-9.9
1474,CNP0128012.1,-8.5
1475,CNP0199857.1,-10.5
1476,CNP0381153.2,-9.8
1477,CNP0565538.1,-10.9
1478,CNP0307350.1,-7.6
1479,CNP0266654.1,-9.7
1480,CNP0139670.1,-7.0
1481,CNP0001673.1,-9.7
1482,CNP0555714.2,-8.4
1483,CNP0351795.1,-9.4
1484,CNP0433307.0,-8.1
1485,CNP0048311.0,-8.5
1486,CNP0214101.0,-8.2
1487,CNP0377417.0,-10.0
1488,CNP0274438.2,-7.0
1489,CNP0381192.1,-9.1
1490,CNP0387603.1,-8.5
1491,CNP0136005.1,-9.0
1492,CNP0355223.4,-10.9
1493,CNP0524020.0,-7.8
1494,CNP0385854.1,-9.3
1495,CNP0426086.0,-8.6
1496,CNP0200286.0,-7.7
1497,CNP0128876.1,-13.0
1498,CNP0487689.1,-10.9
1499,CNP0591210.1,-10.6
1500,CNP0154999.2,-9.0
1501,CNP0383457.1,-8.8
1502,CNP0279941.0,-9.2
1503,CNP0521670.2,-7.6
1504,CNP0004161.1,-8.8
1505,CNP0376789.2,-10.7
1506,CNP0603727.2,-9.6
1507,CNP0009507.1,-9.3
1508,CNP0072364.1,-9.5
1509,CNP0388771.0,-9.1
1510,CNP0147272.1,-8.5
1511,CNP0005529.1,-8.9
1512,CNP0419011.2,-9.3
1513,CNP0314303.1,-8.5
1514,CNP0523434.1,-10.3
1515,CNP0181754.1,-9.176
1516,CNP0231978.2,-8.352
1517,CNP0410214.1,-8.906
1518,CNP0397371.1,-8.067
1519,CNP0133355.1,-7.865
1520,CNP0009135.1,-8.736
1521,CNP0234709.1,-11.5
1522,CNP0148676.1,-10.73
1523,CNP0508346.1,-10.71
1524,CNP0188842.0,-11.16
1525,CNP0236845.2,-9.1
1526,CNP0062709.1,-10.5
1527,CNP0214750.1,-10.1
1528,CNP0312298.3,-8.9
1529,CNP0154148.1,-9.6
1530,CNP0338768.1,-10.96
1531,CNP0064400.1,
1532,CNP0395779.1,-9.616
1533,CNP0183935.2,-9.398
1534,CNP0017247.1,-9.527
1535,CNP0030813.2,-9.2
1536,CNP0379897.1,-8.6
1537,CNP0483900.1,-11.2
1538,CNP0024490.2,-11.4
1539,CNP0138096.1,-9.4
1540,CNP0520844.1,-9.1
1541,CNP0153781.1,-11.6
1542,CNP0443756.1,-9.7
1543,CNP0169910.1,-8.6
1544,CNP0575234.2,-9.5
1545,CNP0349623.1,-10.9
1546,CNP0536656.4,-8.3
1547,CNP0160734.2,-8.3
1548,CNP0227847.1,-8.5
1549,CNP0543797.1,-8.0
1550,CNP0122124.0,-9.1
1551,CNP0335093.1,-8.8
1552,CNP0361393.1,-7.4
1553,CNP0094738.1,-8.3
1554,CNP0548953.1,-8.6
1555,CNP0234696.1,-10.5
1556,CNP0339084.1,-8.6
1557,CNP0308435.1,-9.6
1558,CNP0077696.1,-8.6
1559,CNP0171975.1,-9.7
1560,CNP0332653.7,-9.2
1561,CNP0538792.1,-8.0
1562,CNP0601760.1,-8.6
1563,CNP0005061.1,-8.8
1564,CNP0158462.3,-11.1
1565,CNP0185291.0,
1566,CNP0274677.1,-9.8
1567,CNP0512101.1,-7.8
1568,CNP0601277.0,-9.7
1569,CNP0228574.2,-8.9
1570,CNP0306014.1,-9.0
1571,CNP0109665.0,-8.7
1572,CNP0116943.3,-8.2
1573,CNP0564905.1,-10.1
1574,CNP0364005.1,-7.4
1575,CNP0347348.0,-9.2
1576,CNP0391904.2,-8.8
1577,CNP0007766.1,-8.8
1578,CNP0412760.0,-8.5
1579,CNP0046604.1,-9.7
1580,CNP0378470.2,-9.2
1581,CNP0253162.1,-9.7
1582,CNP0015907.1,-9.8
1583,CNP0137421.1,-8.7
1584,CNP0499411.1,-9.4
1585,CNP0147637.1,-9.0
1586,CNP0007888.1,-9.2
1587,CNP0600853.1,-8.7
1588,CNP0389395.2,
1589,CNP0288483.1,-8.4
1590,CNP0527668.1,-9.2
1591,CNP0074628.1,-9.7
1592,CNP0402678.0,-9.1
1593,CNP0121865.0,-8.9
1594,CNP0386766.0,-8.2
1595,CNP0235196.0,-8.5
1596,CNP0516969.2,-10.5
1597,CNP0361444.6,-9.7
1598,CNP0408477.1,-9.1
1599,CNP0192057.1,-10.5
1600,CNP0194881.1,-10.1
1601,CNP0502314.2,-8.0
1602,CNP0325515.1,-9.6
1603,CNP0449836.2,-8.7
1604,CNP0180543.1,-8.4
1605,CNP0408748.1,-8.9
1606,CNP0404106.1,-10.6
1607,CNP0313423.1,-8.4
1608,CNP0540506.1,-8.8
1609,CNP0014239.1,-8.8
1610,CNP0358807.0,-7.4
1611,CNP0288472.0,
1612,CNP0429228.1,-9.2
1613,CNP0086522.1,
1614,CNP0337723.0,-6.7
1615,CNP0573943.1,-8.3
1616,CNP0498185.3,-8.2
1617,CNP0447182.0,-8.7
1618,CNP0474629.1,-10.1
1619,CNP0235558.1,-9.0
1620,CNP0383028.0,-7.721
1621,CNP0371243.2,-6.648
1622,CNP0222714.1,-7.047
1623,CNP0036084.0,-9.389
1624,CNP0384621.2,-7.314
1625,CNP0571472.1,
1626,CNP0002570.0,-6.6
1627,CNP0162761.0,-6.9
1628,CNP0196515.0,-5.7
1629,CNP0396357.0,-8.1
1630,CNP0562985.1,-7.6
1631,CNP0018679.0,
1632,CNP0223015.1,-8.8
1633,CNP0294270.1,-8.4
1634,CNP0316083.3,-8.7
1635,CNP0270140.1,-8.4
1636,CNP0054836.0,-6.9
1637,CNP0376868.3,-7.6
1638,CNP0336773.1,-9.4
1639,CNP0228615.1,-8.4
1640,CNP0330067.1,-9.0
1641,CNP0015644.1,-10.1
1642,CNP0484523.0,
1643,CNP0139043.6,-7.4
1644,CNP0370698.0,-6.6
1645,CNP0369138.2,-6.916
1646,CNP0136014.2,-5.742
1647,CNP0075224.1,-8.316
1648,CNP0166994.1,-7.682
1649,CNP0339191.1,-7.727
1650,CNP0396390.1,-6.771
1651,CNP0002844.0,-7.085
1652,CNP0480270.0,-7.417
1653,CNP0501108.1,-5.659
1654,CNP0580639.0,-8.027
1655,CNP0054237.0,-9.2
1656,CNP0047724.0,-9.3
1657,CNP0477625.0,-8.4
1658,CNP0110310.0,-8.6
1659,CNP0605590.0,-9.4
1660,CNP0356271.0,-8.5
1661,CNP0026185.0,-10.0
1662,CNP0550665.0,-9.6
1663,CNP0349380.0,-9.9
1664,CNP0328965.0,-8.4
1665,CNP0339954.0,-9.6
1666,CNP0374242.0,-8.3
1667,CNP0455144.0,-7.5
1668,CNP0009472.0,-8.7
1669,CNP0476759.0,-10.1
1670,CNP0421924.0,-8.9
1671,CNP0269243.0,-8.4
1672,CNP0586142.0,-8.5
1673,CNP0572784.0,-8.0
1674,CNP0357855.0,-8.9
1675,CNP0399219.0,-9.4
1676,CNP0391237.0,-9.4
1677,CNP0270316.0,-10.8
1678,CNP0337914.0,-9.8
1679,CNP0009917.0,-7.9
1680,CNP0573561.0,-10.6
1681,CNP0395222.0,-9.7
1682,CNP0598246.0,-9.8
